"Date","P/E","P/B","Div Yield %"
"12 Aug 2022","10.03","2.30","3.69"
"11 Aug 2022","10.10","2.31","3.81"
"10 Aug 2022","10.13","2.34","3.59"
"08 Aug 2022","9.39","2.33","3.49"
"05 Aug 2022","9.04","2.26","3.68"
"04 Aug 2022","9.00","2.25","3.73"
"03 Aug 2022","9.00","2.25","3.73"
"02 Aug 2022","9.06","2.27","3.71"
"01 Aug 2022","8.97","2.26","3.71"
"29 Jul 2022","8.82","2.23","3.77"
"28 Jul 2022","8.60","2.17","3.87"
"27 Jul 2022","8.54","2.15","3.87"
"26 Jul 2022","8.39","2.14","3.86"
"25 Jul 2022","8.33","2.15","3.63"
"22 Jul 2022","8.33","2.15","3.62"
"21 Jul 2022","8.28","2.13","3.66"
"20 Jul 2022","8.19","2.11","3.69"
"19 Jul 2022","8.15","2.10","3.71"
"18 Jul 2022","8.10","2.09","3.73"
"15 Jul 2022","7.96","2.06","3.80"
"14 Jul 2022","7.94","2.05","3.80"
"13 Jul 2022","7.97","2.06","3.84"
"12 Jul 2022","7.98","2.07","3.83"
"11 Jul 2022","8.01","2.07","3.81"
"08 Jul 2022","7.86","2.15","3.88"
"07 Jul 2022","7.85","2.13","4.03"
"06 Jul 2022","7.72","2.10","4.10"
"05 Jul 2022","7.70","2.09","4.11"
"04 Jul 2022","7.70","2.09","4.17"
"01 Jul 2022","7.74","2.11","3.98"
"30 Jun 2022","7.80","2.12","3.95"
"29 Jun 2022","7.97","2.16","3.86"
"28 Jun 2022","7.94","2.15","3.88"
"27 Jun 2022","7.86","2.13","3.91"
"24 Jun 2022","7.74","2.10","3.97"
"22 Jun 2022","7.61","2.06","4.04"
"21 Jun 2022","7.82","2.12","3.93"
"20 Jun 2022","7.62","2.07","4.04"
"17 Jun 2022","7.76","2.11","3.96"
"16 Jun 2022","7.82","2.12","4.15"
"15 Jun 2022","8.09","2.19","4.01"
"14 Jun 2022","8.15","2.21","3.55"
"13 Jun 2022","8.19","2.22","3.55"
"10 Jun 2022","8.39","2.27","3.50"
"09 Jun 2022","8.47","2.30","3.46"
"07 Jun 2022","8.50","2.30","3.45"
"06 Jun 2022","8.51","2.31","3.44"
"03 Jun 2022","8.53","2.31","3.44"
"02 Jun 2022","8.68","2.36","3.37"
"01 Jun 2022","8.58","2.33","3.41"
"31 May 2022","8.60","2.34","3.40"
"30 May 2022","8.70","2.34","3.40"
"27 May 2022","8.53","2.30","3.45"
"26 May 2022","8.37","2.30","3.45"
"25 May 2022","8.30","2.28","3.49"
"24 May 2022","8.37","2.30","3.45"
"23 May 2022","8.50","2.33","3.41"
"20 May 2022","8.77","2.41","3.29"
"19 May 2022","8.60","2.37","3.36"
"18 May 2022","8.79","2.43","3.27"
"17 May 2022","8.77","2.43","3.28"
"16 May 2022","8.43","2.33","3.41"
"13 May 2022","8.38","2.32","3.43"
"12 May 2022","8.53","2.36","3.37"
"11 May 2022","8.79","2.43","3.27"
"10 May 2022","8.78","2.42","3.28"
"09 May 2022","9.23","2.50","3.17"
"06 May 2022","9.42","2.56","3.11"
"05 May 2022","9.59","2.60","2.78"
"04 May 2022","9.58","2.60","2.78"
"02 May 2022","9.86","2.69","2.70"
"29 Apr 2022","9.84","2.69","2.71"
"28 Apr 2022","9.94","2.72","2.68"
"27 Apr 2022","9.83","2.68","2.71"
"26 Apr 2022","9.92","2.71","2.68"
"25 Apr 2022","9.79","2.68","2.72"
"22 Apr 2022","10.05","2.75","2.65"
"21 Apr 2022","10.18","2.78","2.61"
"20 Apr 2022","10.09","2.76","2.64"
"19 Apr 2022","10.01","2.74","2.66"
"18 Apr 2022","10.06","2.75","2.64"
"13 Apr 2022","10.05","2.75","2.65"
"12 Apr 2022","9.99","2.73","2.66"
"11 Apr 2022","10.17","2.78","2.61"
"08 Apr 2022","10.05","2.75","2.65"
"07 Apr 2022","9.85","2.69","2.70"
"06 Apr 2022","9.96","2.73","2.67"
"05 Apr 2022","9.86","2.70","2.70"
"04 Apr 2022","9.77","2.67","2.72"
"01 Apr 2022","9.61","2.63","2.73"
"31 Mar 2022","9.49","2.60","2.76"
"30 Mar 2022","9.47","2.59","2.82"
"29 Mar 2022","9.54","2.61","2.77"
"28 Mar 2022","9.51","2.60","2.78"
"25 Mar 2022","9.48","2.59","2.76"
"24 Mar 2022","9.49","2.59","2.80"
"23 Mar 2022","9.40","2.57","2.82"
"22 Mar 2022","9.33","2.55","2.91"
"21 Mar 2022","9.25","2.53","3.01"
"17 Mar 2022","9.27","2.53","3.01"
"16 Mar 2022","9.10","2.49","3.06"
"15 Mar 2022","8.88","2.43","3.14"
"14 Mar 2022","9.07","2.48","3.16"
"11 Mar 2022","9.09","2.48","3.15"
"10 Mar 2022","9.04","2.47","3.17"
"09 Mar 2022","8.88","2.43","3.22"
"08 Mar 2022","8.82","2.41","3.10"
"07 Mar 2022","8.83","2.41","3.10"
"04 Mar 2022","8.84","2.42","3.09"
"03 Mar 2022","9.04","2.47","3.03"
"02 Mar 2022","9.04","2.47","3.03"
"28 Feb 2022","8.94","2.44","3.06"
"25 Feb 2022","8.73","2.39","3.14"
"24 Feb 2022","8.41","2.3","3.26"
"22 Feb 2022","8.91","2.44","3.07"
"21 Feb 2022","8.97","2.46","3.04"
"18 Feb 2022","9.12","2.50","2.86"
"17 Feb 2022","9.20","2.52","2.83"
"16 Feb 2022","9.18","2.51","2.96"
"15 Feb 2022","9.25","2.52","2.96"
"14 Feb 2022","9.18","2.46","3.03"
"11 Feb 2022","9.60","2.55","2.91"
"10 Feb 2022","9.71","2.58","3.00"
"09 Feb 2022","9.63","2.56","2.98"
"08 Feb 2022","9.53","2.53","3.08"
"07 Feb 2022","9.83","2.54","3.08"
"04 Feb 2022","9.82","2.53","3.08"
"03 Feb 2022","9.79","2.52","3.11"
"02 Feb 2022","9.87","2.55","2.92"
"01 Feb 2022","9.89","2.54","2.93"
"31 Jan 2022","9.74","2.48","2.99"
"28 Jan 2022","9.69","2.47","3.01"
"27 Jan 2022","9.59","2.45","3.05"
"25 Jan 2022","9.68","2.47","3.02"
"24 Jan 2022","9.65","2.44","3.05"
"21 Jan 2022","10.03","2.54","2.94"
"20 Jan 2022","10.22","2.58","2.88"
"19 Jan 2022","10.22","2.58","2.88"
"18 Jan 2022","10.21","2.58","2.89"
"17 Jan 2022","10.42","2.63","2.83"
"14 Jan 2022","10.28","2.60","2.87"
"13 Jan 2022","10.28","2.60","2.87"
"12 Jan 2022","10.14","2.56","2.91"
"11 Jan 2022","9.98","2.52","2.95"
"10 Jan 2022","10.02","2.53","2.94"
"07 Jan 2022","9.94","2.51","2.97"
"06 Jan 2022","9.80","2.47","3.01"
"05 Jan 2022","9.87","2.49","2.99"
"04 Jan 2022","9.75","2.46","3.02"
"03 Jan 2022","9.68","2.45","3.05"
"31 Dec 2021","9.53","2.41","3.10"
"30 Dec 2021","9.38","2.37","3.14"
"29 Dec 2021","9.46","2.39","3.11"
"28 Dec 2021","9.52","2.40","3.10"
"27 Dec 2021","9.38","2.37","3.14"
"24 Dec 2021","9.38","2.37","3.14"
"23 Dec 2021","9.48","2.39","3.11"
"22 Dec 2021","9.43","2.38","3.12"
