Start,End,Open,High,Low,Close,Volume,Market Cap
2022-05-18,2022-05-19,2107.8762415955757,2120.682434822821,1931.41,1932.2717,27132605629.101044,244861557048.46646
2022-05-17,2022-05-18,2031.3783896959603,2119.266622070993,2024.6973088365644,2107.521592901767,25815361144.88889,250404341000.00027
2022-05-16,2022-05-17,2147.94516545756,2147.94516545756,1995.641201167386,2032.479307944053,24109528206.22222,247091332938.32526
2022-05-15,2022-05-16,2058.8749,2154.3462,2009.851569948916,2152.1964581886878,18953485528.88889,249741880517.84293
2022-05-14,2022-05-15,2012.0259,2066.8634671037853,1956.7860132899104,2062.2008,27245265528.88889,244100160847.5758
2022-05-13,2022-05-14,1958.5821,2141.5723,1944.4588,2009.0528,51155420174.22222,250620530629.45862
2022-05-12,2022-05-13,2076.2308,2180.2381,1763.3276,1967.9552,76188638848,235933942921.74045
2022-05-11,2022-05-12,2344.8802,2447.4303735806616,2031.489243153676,2077.2963,58673029305.533104,275651132950.0544
2022-05-10,2022-05-11,2239.565182254911,2454.3536,2210.412168899242,2345.8123,66000267207.111115,284989942500.70984
2022-05-09,2022-05-10,2523.5374961147945,2530.1183,2243.03163684753,2258.0034668690773,38118695661.97183,289669504878.6552
2022-05-08,2022-05-09,2639.7191,2642.367858073762,2502.067,2513.908346448814,27735353642.666668,308667938429.77795
2022-05-07,2022-05-08,2697.7517,2701.7974,2602.2619,2644.9258,23775022823.11111,323439675260.68445
2022-05-06,2022-05-07,2751.9133,2757.2097009572453,2648.615425355524,2699.8252,35827804572.44444,327568655126.9105
2022-05-05,2022-05-06,2943.6787,2953.0716,2704.426050858595,2752.9804,28859075223.63763,345567655687.2639
2022-05-04,2022-05-05,2784.9167959179504,2962.5856,2781.0248065363976,2944.0970213911023,22697061057.82857,344551274393.37366
2022-05-03,2022-05-04,2859.943528132765,2862.98521571111,2765.578409720927,2786.853135797596,24878253084.444443,340949914175.0483
2022-05-02,2022-05-03,2829.069,2874.807468613305,2793.8178,2860.254390362953,25575277753.822395,342229475898.9089
2022-05-01,2022-05-02,2734.9087394793387,2841.386800157657,2734.9087394793387,2831.7863,23559751092.759857,335408645528.37665
2022-04-30,2022-05-01,2820.8338044785,2841.5676,2732.4181,2737.4254862715898,24933748195.555557,339655822766.82306
2022-04-29,2022-04-30,2940.3813,2948.3567161169167,2785.5244,2817.7266741826747,30590870236.444443,346669495958.3387
2022-04-28,2022-04-29,2892.4452,2977.649124634782,2865.9869,2938.5451,28783281875.244755,351894358306.6626
2022-04-27,2022-04-28,2814.8725,2914.1693,2811.2782,2893.559731371515,33208244913.77778,345795593750.7309
2022-04-26,2022-04-27,3009.614200385713,3028.896126036575,2785.867642994387,2807.1230422220547,31751980586.666668,354923101338.50616
2022-04-25,2022-04-26,2928.6654177855307,3023.6947,2810.2063,3012.940143975673,27844104916.292683,349190501837.7617
2022-04-24,2022-04-25,2941.0767,2967.547066813842,2925.3916,2928.560607417434,12625181187.555555,355363606583.7562
2022-04-23,2022-04-24,2968.0086,2980.1595637961927,2928.9519,2942.9099,20367053272.88889,357154270396.1992
2022-04-22,2022-04-23,2990.015,3027.8229,2946.740743539438,2972.3624,33543664532.587414,360406287654.81934
2022-04-21,2022-04-22,3083.1409300070663,3179.7554,2963.8028133184457,2994.3645,28040145400.88889,372341793247.7416
2022-04-20,2022-04-21,3106.9042,3164.5756,3048.1446857465207,3083.575789543945,24373213590.745644,373124632482.0703
2022-04-19,2022-04-20,3060.3374,3129.8074,3041.1774,3111.4076,28521931636.850174,370568930350.84436
2022-04-18,2022-04-19,2997.2418,3068.774,2900.5910379897387,3064.8061,25849521738.666668,357141913332.3027
2022-04-17,2022-04-18,3062.7604,3085.402678826283,2993.2429,2998.1528,14763718400,367482634341.2873
2022-04-16,2022-04-17,3047.5085,3077.3551,3019.6113,3064.2317,15160119968,366423416035.62585
2022-04-15,2022-04-16,3025.3836296254563,3048.986213897852,3004.1751,3047.2329,23006111150.22222,365121923073.25116
2022-04-14,2022-04-15,3122.8519,3148.2826,2989.8922,3025.7075331291,26582297731.28205,370003513059.2248
2022-04-13,2022-04-14,3036.1039495393347,3134.407,3013.2999,3124.1736,30500782667.188812,369784378132.8362
2022-04-12,2022-04-13,2986.587013199494,3086.3396,2962.991066763156,3042.067411940469,37747924257.48523,363906850245.8784
2022-04-11,2022-04-12,3206.7931,3216.9408,2966.0036,2986.513993866609,29636449064.99644,372748989306.2842
2022-04-10,2022-04-11,3268.0509347891857,3268.0509347891857,3268.0509347891857,3268.0509347891857,17648769024,393188103599.1314
2022-04-09,2022-04-10,3197.9921,3266.452679316528,3190.7633,3266.452679316528,25321252828.444443,387784853193.1888
2022-04-08,2022-04-09,3233.109854501414,3310.7578960982164,3181.8331,3197.0275,28615327308.7108,392040259471.389
2022-04-07,2022-04-08,3173.6817292432406,3268.7389,3154.07897296121,3238.5894933808177,36511988864,387187877972.6638
2022-04-06,2022-04-07,3411.694262327064,3411.694262327064,3174.9556282102258,3174.9556282102258,37579667120.61324,396515992437.0751
2022-04-05,2022-04-06,3522.4544305954573,3551.9484574547296,3416.2949491942563,3416.2949491942563,27999827143.11111,420122679199.80585
2022-04-04,2022-04-05,3523.0969571818923,3540.471,3425.088093068438,3521.9834628711947,28208979399.11111,419276219688.79095
2022-04-03,2022-04-04,3444.1989825684564,3573.3175,3423.2922143713017,3520.924140853028,28103429518.22222,419754998643.83795
2022-04-02,2022-04-03,3456.4658,3526.407951774491,3442.778439716974,3442.778439716974,37472480597.333336,418513591389.8282
2022-04-01,2022-04-02,3285.4926094166644,3473.5423536906496,3228.196330997304,3452.5600350424143,34345837122.00697,402195742810.5892
2022-03-31,2022-04-01,3387.408868772327,3442.9001741208813,3273.10263985572,3287.1915170538045,24315855326.10453,404829678034.038
2022-03-30,2022-03-31,3404.908873164394,3445.591615480311,3343.048119698184,3389.6566884307795,28170767239.11111,407871610868.96893
2022-03-29,2022-03-30,3336.2728014352697,3476.4987004673885,3336.2728014352697,3408.382377751033,30811204579.555557,410022852889.9647
2022-03-28,2022-03-29,3294.19574337686,3429.9826010758247,3282.243034557996,3330.9823261030347,27477202773.333332,402544105598.9822
2022-03-27,2022-03-28,3149.463637258438,3292.163107012206,3134.1842540530847,3290.4748621094186,14160547217.777779,381267234450.44946
2022-03-26,2022-03-27,3107.888313582765,3152.8764,3093.9376905578474,3148.620544067638,20321615182.22222,375363250019.5984
2022-03-25,2022-03-26,3115.5631953097045,3191.0562,3092.8711,3110.018620241833,27651764586.666668,376208787331.7227
2022-03-24,2022-03-25,3034.6505916303586,3124.490855545514,3016.505599700345,3112.869496245636,26185802972.444443,368345793210.17596
2022-03-23,2022-03-24,2971.953643086127,3035.693871623356,2934.3023872856606,3032.3746263839603,22252975792.61324,357034796913.02893
2022-03-22,2022-03-23,2897.019513179667,3045.8872357068008,2892.210348274922,2975.1235601579674,26056952661.333332,359758073182.10834
2022-03-21,2022-03-22,2865.824096140164,2959.0131,2839.677059855326,2899.6020264536264,19877094901.333332,347893273420.85547
2022-03-20,2022-03-21,2950.245384738668,2962.4472,2832.041615547708,2867.0284283064016,17790052778.666668,348174816032.92596
2022-03-19,2022-03-20,2941.942865833156,2979.0170211575946,2915.2536347601995,2946.087099688774,22101064704,354142742535.74347
2022-03-18,2022-03-19,2822.085396382116,2978.675,2779.52253715024,2946.027729896141,21138622396.444443,342203959367.4118
2022-03-17,2022-03-18,2778.745613127549,2833.9325304695603,2754.1739,2822.0378138158926,24026359953.77778,334880886498.8464
2022-03-16,2022-03-17,2620.790469332773,2791.8345407550487,2613.6882827425416,2779.2660158476924,22942450328.88889,322557695089.23584
2022-03-15,2022-03-16,2596.2596560309903,2667.3340340838254,2518.6481803866664,2623.92001220108,17829431089.77778,309124385792.88837
2022-03-14,2022-03-15,2522.281257329478,2613.1585,2508.3859,2598.469708299939,16265850392.88889,308040390183.75165
2022-03-13,2022-03-14,2577.7505421986825,2615.2419,2512.5811,2521.0874258812787,10640645864.88889,309775291584.8514
2022-03-12,2022-03-13,2566.1916115259555,2615.029,2566.1916115259555,2584.0402542049965,15228387212.444445,310925663983.56415
2022-03-11,2022-03-12,2617.918275682457,2674.405479358024,2535.223,2564.6659021802643,19237647114.666668,310495894802.0437
2022-03-10,2022-03-11,2732.0539269031124,2736.050623306801,2577.5440707211383,2612.8125526090803,21561721763.555557,314434458890.50037
2022-03-09,2022-03-10,2588.655843041321,2773.981643278484,2578.2623408511504,2737.208498830336,24474104832,325793355635.64996
2022-03-08,2022-03-09,2503.103463893755,2625.763,2498.43480259244,2585.4529028023458,23721453504,307508367580.98157
2022-03-07,2022-03-08,2569.549526065506,2644.3869415797158,2458.177720143773,2503.1642903063544,17797825340.444443,305445070285.48724
2022-03-06,2022-03-07,2676.7601,2689.4531,2561.7422,2565.7078969624945,12411206368,316738940264.68414
2022-03-05,2022-03-06,2629.957404703656,2691.8042,2608.021143836549,2677.936768255024,18990932485.505375,317557129524.3636
2022-03-04,2022-03-05,2852.9937440110266,2852.9937440110266,2595.7104580604805,2626.6276893621657,21749493537.23509,325057167479.741
