ticker,date,open,high,low,close
IKNA,2022-01-18,11.26,11.52,10.76,10.86
IKNA,2022-01-19,11.07,11.48,10.66,11.07
IKNA,2022-01-20,11.19,11.35,10.71,10.75
IKNA,2022-01-21,10.54,11.36,10.54,11.06
IKNA,2022-01-24,10.62,11.23,10.53,10.76
IKNA,2022-01-25,10.5,10.87,10.375,10.65
IKNA,2022-01-26,10.87,11.04,10.2,10.5
IKNA,2022-01-27,10.59,11.0,9.02,9.36
IKNA,2022-01-28,9.23,9.57,8.62,9.44
IKNA,2022-01-31,9.43,9.99,9.41,9.73
IKNA,2022-02-01,9.8,10.01,9.28,9.79
IKNA,2022-02-02,9.73,11.79,9.06,11.45
IKNA,2022-02-03,11.03,11.65,9.52,9.76
IKNA,2022-02-04,9.6,10.69,9.28,9.91
IKNA,2022-02-07,9.91,10.365,9.295,10.09
IKNA,2022-02-08,10.04,10.15,9.48,9.59
IKNA,2022-02-09,9.63,11.41,9.63,10.53
IKNA,2022-02-10,10.12,10.93,9.27,9.47
IKNA,2022-02-11,9.43,9.838,9.36,9.72
IKNA,2022-02-14,9.8,10.06,9.0,9.13
IKNA,2022-02-15,9.38,10.09,9.22,9.96
IKNA,2022-02-16,9.85,10.11,9.85,9.96
IKNA,2022-02-17,9.9,10.405,9.445,9.45
IKNA,2022-02-18,9.33,9.33,7.61,7.85
IKNA,2022-02-22,7.75,8.05,7.6006,7.79
IKNA,2022-02-23,7.97,7.97,7.28,7.37
IKNA,2022-02-24,7.08,7.74,6.95,7.03
IKNA,2022-02-25,7.11,7.11,6.33,6.55
IKNA,2022-02-28,6.53,6.53,5.66,6.11
IKNA,2022-03-01,5.98,6.21,5.63,5.99
IKNA,2022-03-02,6.03,7.25,5.82,7.0
IKNA,2022-03-03,7.03,7.19,6.715,6.94
IKNA,2022-03-04,6.79,7.2,6.145,6.23
IKNA,2022-03-07,6.31,6.67,6.12,6.53
IKNA,2022-03-08,6.53,6.98,6.07,6.54
IKNA,2022-03-09,6.7,7.47,6.26,7.39
IKNA,2022-03-10,7.17,7.32,6.09,6.3
IKNA,2022-03-11,6.32,6.4,6.05,6.11
IKNA,2022-03-14,6.16,6.315,5.345,5.61
IKNA,2022-03-15,5.7,5.84,5.31,5.69
IKNA,2022-03-16,5.87,6.44,5.61,6.31
IKNA,2022-03-17,6.31,7.81,5.7,7.78
IKNA,2022-03-18,7.75,8.99,7.75,8.01
IKNA,2022-03-21,7.85,8.23,7.2,7.29
IKNA,2022-03-22,7.42,7.635,7.125,7.23
IKNA,2022-03-23,7.14,7.35,6.86,6.95
IKNA,2022-03-24,6.98,7.22,6.48,6.54
IKNA,2022-03-25,6.54,6.86,6.23,6.71
IKNA,2022-03-28,6.63,6.86,6.35,6.64
IKNA,2022-03-29,6.82,7.16,6.44,6.69
IKNA,2022-03-30,6.76,6.86,5.98,6.11
IKNA,2022-03-31,6.16,6.24,5.86,6.1
IKNA,2022-04-01,6.19,6.24,5.78,6.05
IKNA,2022-04-04,6.05,6.3,5.935,6.19
IKNA,2022-04-05,6.22,6.2941,5.88,5.91
IKNA,2022-04-06,5.89,5.93,5.07,5.57
IKNA,2022-04-07,5.57,7.3551,5.57,7.01
IKNA,2022-04-08,6.89,8.3049,6.89,7.4
IKNA,2022-04-11,7.3,7.565,6.7,6.94
IKNA,2022-04-12,6.97,7.02,6.59,6.8
IKNA,2022-04-13,7.62,7.9104,7.055,7.3
IKNA,2022-04-14,7.31,7.34,6.93,6.99
IKNA,2022-04-18,6.95,6.95,6.34,6.8
IKNA,2022-04-19,6.77,7.17,6.25,6.47
IKNA,2022-04-20,6.47,6.48,6.1777,6.21
IKNA,2022-04-21,6.38,6.465,5.535,5.77
IKNA,2022-04-22,5.77,6.04,5.62,6.0
IKNA,2022-04-25,5.92,6.3,5.73,5.88
IKNA,2022-04-26,5.72,5.77,4.845,5.06
IKNA,2022-04-27,5.05,5.05,4.26,4.29
IKNA,2022-04-28,4.27,4.39,3.8,3.84
IKNA,2022-04-29,3.75,4.16,3.75,3.88
IKNA,2022-05-02,3.83,4.47,2.83,3.78
IKNA,2022-05-03,3.74,4.08,3.53,3.89
IKNA,2022-05-04,3.88,3.93,3.44,3.82
IKNA,2022-05-05,3.81,4.7,3.525,4.17
IKNA,2022-05-06,4.08,4.93,3.9,4.08
IKNA,2022-05-09,3.92,4.275,3.76,4.16
IKNA,2022-05-10,4.31,4.99,4.0538,4.5
IKNA,2022-05-11,4.41,4.41,3.745,3.78
IKNA,2022-05-12,3.72,4.13,3.59,3.74
IKNA,2022-05-13,3.91,4.08,3.48,3.74
IKNA,2022-05-16,3.69,3.81,3.6,3.65
IKNA,2022-05-17,3.75,4.09,3.72,4.01
IKNA,2022-05-18,3.87,4.0,3.4,3.72
IKNA,2022-05-19,3.67,4.06,3.59,3.7
IKNA,2022-05-20,3.77,3.77,3.39,3.57
IKNA,2022-05-23,3.61,3.885,3.49,3.66
IKNA,2022-05-24,3.58,3.65,3.21,3.35
IKNA,2022-05-25,3.3,3.4,3.22,3.29
IKNA,2022-05-26,3.29,3.46,3.169,3.23
IKNA,2022-05-27,3.21,3.39,3.07,3.36
IKNA,2022-05-31,3.35,4.16,3.35,3.9
IKNA,2022-06-01,3.88,3.9633,3.22,3.39
IKNA,2022-06-02,3.35,3.48,3.23,3.42
IKNA,2022-06-03,3.43,4.07,3.27,3.86
IKNA,2022-06-06,3.92,3.92,3.48,3.57
IKNA,2022-06-07,3.5,4.31,3.5,4.24
IKNA,2022-06-08,4.17,4.71,4.055,4.39
IKNA,2022-06-09,4.37,5.08,4.14,4.85
IKNA,2022-06-10,4.7,4.83,4.025,4.16
IKNA,2022-06-13,3.99,4.065,3.745,3.99
IKNA,2022-06-14,4.01,4.01,3.69,3.81
IKNA,2022-06-15,3.88,3.98,3.69,3.75
IKNA,2022-06-16,3.65,3.66,3.23,3.39
IKNA,2022-06-17,3.48,3.64,3.41,3.61
IKNA,2022-06-21,3.63,3.93,3.41,3.47
IKNA,2022-06-22,3.36,3.7999,3.22,3.66
IKNA,2022-06-23,3.57,4.15,3.37,4.15
IKNA,2022-06-24,4.11,5.37,4.0,5.37
IKNA,2022-06-27,5.2,6.5,4.84,4.89
IKNA,2022-06-28,4.81,4.97,4.62,4.7
IKNA,2022-06-29,4.64,4.7,4.339,4.48
IKNA,2022-06-30,4.38,4.47,4.15,4.43
IKNA,2022-07-01,4.51,4.52,4.11,4.2
IKNA,2022-07-05,4.15,4.4928,4.1185,4.23
IKNA,2022-07-06,4.24,4.79,4.22,4.5
IKNA,2022-07-07,4.59,4.915,4.49,4.73
IKNA,2022-07-08,4.65,5.336,4.65,5.3
IKNA,2022-07-11,5.17,5.3,5.025,5.14
IKNA,2022-07-12,5.14,5.31,4.8896,5.15
IKNA,2022-07-13,5.09,5.09,4.84,5.01
IKNA,2022-07-14,4.93,5.34,4.88,5.18
IKNA,2022-07-15,5.16,5.41,5.01,5.29
IKNA,2022-07-18,5.35,5.57,5.09,5.13
IKNA,2022-07-19,5.22,5.415,5.0819,5.24
IKNA,2022-07-20,5.25,5.53,4.98,5.5
IKNA,2022-07-21,5.52,5.7599,5.17,5.34
IKNA,2022-07-22,5.29,5.33,5.0,5.07
IKNA,2022-07-25,5.11,5.11,4.87,5.01
IKNA,2022-07-26,4.92,5.13,4.8863,5.03
IKNA,2022-07-27,5.05,5.12,4.92,5.03
IKNA,2022-07-28,5.05,5.22,4.91,5.06
IKNA,2022-07-29,5.0,5.17,4.96,5.06
IKNA,2022-08-01,4.96,5.01,4.76,4.99
IKNA,2022-08-02,4.92,5.11,4.875,4.99
IKNA,2022-08-03,5.08,5.74,5.02,5.45
IKNA,2022-08-04,5.44,5.61,5.375,5.56
IKNA,2022-08-05,5.51,6.09,5.51,6.0
IKNA,2022-08-08,5.96,6.11,5.76,5.83
IKNA,2022-08-09,5.72,5.72,5.01,5.1
IKNA,2022-08-10,5.17,5.385,5.17,5.22
IKNA,2022-08-11,5.04,5.64,5.04,5.26
IKNA,2022-08-12,5.26,5.39,5.2,5.22
IKNA,2022-08-15,5.24,5.32,5.12,5.24
IKNA,2022-08-16,5.26,5.26,5.0,5.07
IKNA,2022-08-17,5.05,5.2,5.03,5.07
IKNA,2022-08-18,5.02,5.21,4.99,5.05
IKNA,2022-08-19,4.93,5.16,4.93,5.06
IKNA,2022-08-22,5.0,5.015,4.88,4.92
IKNA,2022-08-23,4.95,5.08,4.76,4.79
IKNA,2022-08-24,4.82,4.945,4.75,4.82
IKNA,2022-08-25,4.87,4.97,4.85,4.87
IKNA,2022-08-26,4.8,5.085,4.75,4.84
IKNA,2022-08-29,4.72,4.82,4.5,4.54
IKNA,2022-08-30,4.61,4.62,4.31,4.31
IKNA,2022-08-31,4.44,4.83,4.35,4.75
IKNA,2022-09-01,4.66,4.77,4.41,4.77
IKNA,2022-09-02,4.84,5.46,4.69,5.16
IKNA,2022-09-06,5.18,5.58,5.0,5.14
IKNA,2022-09-07,5.09,5.28,4.58,4.86
IKNA,2022-09-08,4.85,5.4,4.82,5.4
IKNA,2022-09-09,5.2973,5.42,5.12,5.25
IKNA,2022-09-12,5.2,5.5,5.165,5.24
IKNA,2022-09-13,5.14,5.32,4.98,5.01
IKNA,2022-09-14,4.98,5.01,4.71,4.72
IKNA,2022-09-15,4.71,4.85,4.29,4.46
IKNA,2022-09-16,4.31,4.39,3.96,4.06
IKNA,2022-09-19,4.05,4.13,3.86,4.08
IKNA,2022-09-20,4.05,4.095,3.92,3.92
IKNA,2022-09-21,3.83,4.09,3.73,3.8
IKNA,2022-09-22,3.99,3.99,3.45,3.46
IKNA,2022-09-23,3.39,3.84,3.32,3.55
IKNA,2022-09-26,3.4,4.08,3.4,3.57
IKNA,2022-09-27,3.445,3.72,3.445,3.63
IKNA,2022-09-28,3.71,3.99,3.61,3.88
IKNA,2022-09-29,3.88,3.88,3.42,3.72
IKNA,2022-09-30,3.76,3.76,3.41,3.55
IKNA,2022-10-03,3.51,3.6099,3.25,3.51
IKNA,2022-10-04,3.53,4.04,3.36,3.7
IKNA,2022-10-05,3.52,3.7,3.31,3.34
IKNA,2022-10-06,3.47,3.7,3.22,3.23
IKNA,2022-10-07,3.33,3.37,2.98,2.98
IKNA,2022-10-10,2.97,3.27,2.92,3.26
IKNA,2022-10-11,3.31,3.505,2.92,2.97
IKNA,2022-10-12,2.93,3.0,2.91,2.96
IKNA,2022-10-13,2.935,3.36,2.935,3.21
IKNA,2022-10-14,3.3,3.3,2.95,3.11
IKNA,2022-10-17,3.12,3.27,2.93,3.13
IKNA,2022-10-18,3.19,3.4099,3.1,3.26
IKNA,2022-10-19,3.25,3.26,3.15,3.17
IKNA,2022-10-20,3.28,3.28,2.82,2.84
IKNA,2022-10-21,2.85,3.061,2.77,2.81
IKNA,2022-10-24,2.84,3.1,2.77,2.79
IKNA,2022-10-25,2.85,3.04,2.77,2.87
IKNA,2022-10-26,2.83,3.32,2.83,3.07
IKNA,2022-10-27,3.058,3.17,2.82,2.85
IKNA,2022-10-28,3.02,3.02,2.63,2.75
IKNA,2022-10-31,2.79,2.92,2.58,2.75
IKNA,2022-11-01,2.6,2.78,2.55,2.62
IKNA,2022-11-02,2.65,2.715,2.505,2.6
IKNA,2022-11-03,2.67,2.95,2.5,2.6
IKNA,2022-11-04,2.59,2.635,2.25,2.27
IKNA,2022-11-07,2.35,2.46,2.25,2.3
IKNA,2022-11-08,2.6,2.65,2.2,2.3
IKNA,2022-11-09,2.27,2.28,2.0,2.2
IKNA,2022-11-10,2.24,2.48,2.07,2.12
IKNA,2022-11-11,2.1,2.3248,2.06,2.12
IKNA,2022-11-14,2.15,2.26,2.07,2.21
IKNA,2022-11-15,2.24,2.28,2.08,2.2
IKNA,2022-11-16,2.23,2.26,1.94,2.0
IKNA,2022-11-17,1.95,2.155,1.95,2.1
IKNA,2022-11-18,2.1,2.2299,1.98,2.16
IKNA,2022-11-21,2.12,2.245,2.12,2.2
IKNA,2022-11-22,2.1838,2.46,2.11,2.32
IKNA,2022-11-23,2.31,2.59,2.24,2.56
IKNA,2022-11-25,2.37,2.54,2.19,2.36
IKNA,2022-11-28,2.4,2.56,2.34,2.42
IKNA,2022-11-29,2.5,2.7591,2.24,2.43
IKNA,2022-11-30,2.505,2.515,2.2,2.23
IKNA,2022-12-01,2.26,2.56,2.23,2.5
IKNA,2022-12-02,2.4,2.53,2.25,2.36
IKNA,2022-12-05,2.3,2.48,2.2,2.23
IKNA,2022-12-06,2.25,2.45,2.2,2.22
IKNA,2022-12-07,2.29,2.68,2.28,2.38
IKNA,2022-12-08,2.36,2.74,2.32,2.74
IKNA,2022-12-09,2.78,3.1499,2.76,2.89
IKNA,2022-12-12,3.18,3.18,2.48,2.78
IKNA,2022-12-13,3.14,3.14,2.67,2.79
IKNA,2022-12-14,2.48,2.77,2.48,2.74
IKNA,2022-12-15,2.48,2.78,2.3801,2.62
IKNA,2022-12-16,2.34,2.6,2.34,2.55
IKNA,2022-12-19,2.5375,2.5375,2.26,2.45
IKNA,2022-12-20,2.39,2.58,2.39,2.57
IKNA,2022-12-21,2.6,2.75,2.6,2.63
IKNA,2022-12-22,2.78,2.81,2.65,2.71
IKNA,2022-12-23,2.7799,2.891,2.72,2.85
IKNA,2022-12-27,2.88,2.88,2.61,2.69
IKNA,2022-12-28,2.75,3.0,2.71,2.8
IKNA,2022-12-29,2.8,2.93,2.705,2.73
IKNA,2022-12-30,2.65,2.85,2.64,2.66
IKNA,2023-01-03,3.0,3.05,2.46,2.62
IKNA,2023-01-04,2.67,3.04,2.58,2.99
IKNA,2023-01-05,2.94,3.18,2.93,2.98
IKNA,2023-01-06,3.13,3.2254,3.03,3.18
IKNA,2023-01-09,3.18,3.21,2.93,3.16
IKNA,2023-01-10,3.22,3.22,3.04,3.07
IKNA,2023-01-11,3.09,3.21,3.0739,3.12
IKNA,2023-01-12,3.16,3.3,2.96,3.14
IKNA,2023-01-13,3.3161,3.3999,3.05,3.25
IKNA,2023-01-17,3.35,3.54,3.25,3.4
IKNA,2023-01-18,3.46,3.74,3.2396,3.74
IKNA,2023-01-19,3.8,3.8,3.48,3.5
IKNA,2023-01-20,3.77,4.09,3.668,4.08
IKNA,2023-01-23,4.09,4.37,3.8701,4.32
IKNA,2023-01-24,4.49,4.516,4.08,4.16
IKNA,2023-01-25,4.08,4.31,3.77,4.0
IKNA,2023-01-26,4.0,4.26,3.89,4.1
IKNA,2023-01-27,4.375,4.56,4.155,4.48
IKNA,2023-01-30,4.5,4.5,4.25,4.29
IKNA,2023-01-31,4.3319,4.47,4.25,4.26
IKNA,2023-02-01,4.23,4.45,4.2,4.2
IKNA,2023-02-02,4.31,4.41,3.96,3.96
IKNA,2023-02-03,3.82,4.32,3.77,3.96
IKNA,2023-02-06,3.96,4.265,3.96,4.25
IKNA,2023-02-07,4.14,4.2,3.8,3.82
IKNA,2023-02-08,3.71,3.95,3.13,3.23
IKNA,2023-02-09,3.3282,3.42,3.09,3.12
IKNA,2023-02-10,3.07,3.07,2.72,2.73
IKNA,2023-02-13,2.84,3.38,2.77,3.3
IKNA,2023-02-14,3.46,3.7,3.44,3.68
IKNA,2023-02-15,3.67,4.2,3.645,4.2
IKNA,2023-02-16,4.06,4.19,4.05,4.14
IKNA,2023-02-17,4.1,4.26,4.0269,4.23
IKNA,2023-02-21,4.23,4.23,3.84,3.84
IKNA,2023-02-22,3.88,4.0546,3.86,3.95
IKNA,2023-02-23,3.94,4.0,3.67,3.72
IKNA,2023-02-24,3.62,4.21,3.6,3.74
IKNA,2023-02-27,3.7299,4.16,3.555,4.06
IKNA,2023-02-28,3.9604,4.11,3.81,4.01
IKNA,2023-03-01,3.95,4.21,3.775,3.89
IKNA,2023-03-02,3.89,4.27,3.83,4.06
IKNA,2023-03-03,4.2,4.62,4.07,4.39
IKNA,2023-03-06,4.77,4.81,4.32,4.4
IKNA,2023-03-07,4.41,4.97,4.4,4.97
IKNA,2023-03-08,4.89,4.92,4.505,4.83
IKNA,2023-03-09,4.77,4.82,4.18,4.45
IKNA,2023-03-10,4.38,4.6,4.135,4.51
IKNA,2023-03-13,4.3,4.48,4.08,4.22
IKNA,2023-03-14,4.27,4.3,3.84,4.21
IKNA,2023-03-15,4.05,4.3,4.015,4.25
