"Date","Open","High","Low","Close"
"12 Aug 2022","17916.65","17982.90","17857.75","17956.80"
"11 Aug 2022","17955.90","17962.35","17883.10","17913.95"
"10 Aug 2022","17829.45","17829.45","17695.80","17784.90"
"08 Aug 2022","17664.20","17799.90","17621.15","17784.80"
"05 Aug 2022","17699.35","17747.40","17625.35","17655.50"
"04 Aug 2022","17723.50","17753.85","17420.40","17652.95"
"03 Aug 2022","17621.25","17665.35","17487.70","17646.00"
"02 Aug 2022","17576.05","17656.90","17489.80","17618.25"
"01 Aug 2022","17487.65","17614.20","17396.00","17598.80"
"29 Jul 2022","17317.35","17413.85","17266.00","17400.75"
"28 Jul 2022","17016.10","17186.40","16985.15","17169.70"
"27 Jul 2022","16724.00","16900.95","16687.25","16889.55"
"26 Jul 2022","16896.40","16899.00","16710.00","16733.30"
"25 Jul 2022","16924.30","16960.30","16825.45","16892.10"
"22 Jul 2022","16940.20","17002.90","16872.40","16970.70"
"21 Jul 2022","16777.25","16904.40","16737.80","16881.70"
"20 Jul 2022","16829.05","16846.95","16744.30","16773.70"
"19 Jul 2022","16460.95","16634.35","16460.95","16614.05"
"18 Jul 2022","16423.85","16559.20","16415.15","16548.15"
"15 Jul 2022","16287.85","16334.65","16204.05","16317.20"
"14 Jul 2022","16294.75","16329.55","16115.65","16213.05"
"13 Jul 2022","16396.95","16411.55","16220.15","16237.25"
"12 Jul 2022","16380.15","16421.95","16293.80","16323.50"
"11 Jul 2022","16346.75","16491.10","16331.20","16465.10"
"08 Jul 2022","16475.85","16477.35","16353.10","16424.00"
"07 Jul 2022","16322.15","16355.75","16251.65","16339.10"
"06 Jul 2022","16009.30","16217.20","15990.15","16196.25"
"05 Jul 2022","16093.55","16209.30","15973.35","16001.60"
"04 Jul 2022","15894.70","16033.90","15844.65","16018.15"
"01 Jul 2022","15861.60","15966.05","15679.30","15925.95"
"30 Jun 2022","15933.95","16047.75","15881.00","15929.40"
"29 Jun 2022","15857.10","16013.80","15845.45","15952.75"
"28 Jun 2022","15919.30","16045.05","15857.00","16008.85"
"27 Jun 2022","16082.45","16086.95","15974.40","15990.30"
"24 Jun 2022","15809.60","15895.30","15773.65","15858.30"
"23 Jun 2022","15594.80","15775.80","15515.80","15704.80"
"22 Jun 2022","15702.45","15718.35","15528.55","15555.30"
"21 Jun 2022","15593.40","15845.45","15558.70","15793.15"
"20 Jun 2022","15489.50","15517.80","15336.05","15481.95"
"17 Jun 2022","15452.80","15575.95","15344.55","15445.80"
"16 Jun 2022","16021.85","16046.05","15518.00","15543.35"
"15 Jun 2022","15918.10","15966.00","15858.35","15874.90"
"14 Jun 2022","15848.95","16034.55","15822.60","15905.60"
"13 Jun 2022","16033.65","16044.50","15850.85","15936.05"
"10 Jun 2022","16426.30","16465.30","16322.55","16353.50"
"09 Jun 2022","16402.50","16631.15","16374.45","16616.40"
"08 Jun 2022","16610.75","16649.75","16425.80","16492.20"
"07 Jun 2022","16602.10","16619.05","16489.15","16550.70"
"06 Jun 2022","16671.30","16741.20","16565.50","16701.20"
"03 Jun 2022","16928.45","16953.65","16705.75","16721.50"
"02 Jun 2022","16650.25","16810.55","16613.65","16794.75"
"01 Jun 2022","16772.05","16831.20","16601.85","16688.95"
"31 May 2022","16761.55","16883.60","16702.45","16767.50"
"30 May 2022","16692.20","16860.40","16672.60","16838.15"
"27 May 2022","16473.30","16534.55","16388.70","16516.80"
"26 May 2022","16267.60","16382.85","16046.55","16341.90"
"25 May 2022","16384.30","16409.30","16167.50","16187.15"
"24 May 2022","16428.60","16460.00","16262.35","16312.30"
"23 May 2022","16504.60","16612.15","16382.10","16409.75"
"20 May 2022","16290.20","16491.10","16253.55","16476.70"
"19 May 2022","16146.70","16213.10","16015.30","16047.35"
"18 May 2022","16566.70","16655.45","16461.60","16485.80"
"17 May 2022","16166.00","16522.65","16152.50","16498.50"
"16 May 2022","16062.65","16199.25","15946.80","16079.00"
"13 May 2022","16200.60","16315.00","15941.10","15986.50"
"12 May 2022","16263.20","16281.05","15946.15","16023.90"
"11 May 2022","16502.45","16576.40","16204.25","16399.70"
"10 May 2022","16533.40","16653.85","16426.90","16466.25"
"09 May 2022","16549.25","16694.60","16441.40","16581.80"
"06 May 2022","16740.10","16807.10","16654.25","16729.55"
"05 May 2022","17186.35","17270.60","16978.65","17016.60"
"04 May 2022","17451.15","17483.80","16944.55","17004.05"
"02 May 2022","17286.65","17439.90","17269.85","17419.45"
"29 Apr 2022","17703.10","17741.40","17404.90","17457.20"
"28 Apr 2022","17557.60","17687.50","17429.20","17615.40"
"27 Apr 2022","17453.55","17484.15","17321.10","17398.55"
"26 Apr 2022","17472.10","17600.45","17429.85","17577.80"
"25 Apr 2022","17373.15","17403.90","17236.45","17300.35"
"22 Apr 2022","17610.30","17678.25","17518.85","17541.10"
"21 Apr 2022","17602.60","17766.90","17578.00","17750.20"
"20 Apr 2022","17425.20","17553.95","17353.90","17496.65"
"19 Apr 2022","17662.55","17687.45","17199.50","17330.40"
"18 Apr 2022","17566.00","17615.05","17440.60","17565.95"
"13 Apr 2022","17956.20","18017.30","17816.20","17835.20"
"12 Apr 2022","17965.30","17970.95","17786.95","17877.55"
"11 Apr 2022","18062.45","18114.55","17992.95","18032.40"
"08 Apr 2022","17993.65","18144.35","17906.55","18089.30"
"07 Apr 2022","18006.65","18092.30","17906.10","17920.80"
"06 Apr 2022","18089.30","18154.05","18042.85","18075.10"
"05 Apr 2022","18294.25","18327.75","18159.85","18195.10"
"04 Apr 2022","18010.30","18281.95","17994.90","18256.10"
"01 Apr 2022","17643.90","17912.70","17631.10","17879.50"
"31 Mar 2022","17710.75","17752.55","17627.35","17660.35"
"30 Mar 2022","17665.60","17718.05","17589.15","17684.30"
"29 Mar 2022","17500.45","17541.25","17438.40","17523.60"
"28 Mar 2022","17404.80","17434.80","17213.80","17422.15"
"25 Mar 2022","17500.85","17506.95","17287.85","17370.50"
"24 Mar 2022","17305.85","17494.15","17301.80","17429.95"
"23 Mar 2022","17593.40","17625.90","17399.80","17446.05"
"22 Mar 2022","17329.55","17518.25","17195.60","17499.20"
"21 Mar 2022","17550.50","17576.50","17306.60","17323.65"
"17 Mar 2022","17422.35","17553.70","17394.25","17505.40"
"16 Mar 2022","17086.00","17209.50","17052.60","17198.00"
"15 Mar 2022","17107.75","17136.90","16764.25","16873.45"
"14 Mar 2022","16882.50","17092.15","16833.10","17076.60"
"11 Mar 2022","16773.60","16928.25","16717.00","16877.70"
"10 Mar 2022","16979.85","16979.85","16689.80","16835.50"
"09 Mar 2022","16328.40","16648.10","16245.75","16571.55"
"08 Mar 2022","15991.45","16267.05","15901.10","16251.65"
"07 Mar 2022","16116.10","16180.60","15938.75","16086.95"
"04 Mar 2022","16610.75","16700.55","16384.25","16482.85"
"03 Mar 2022","16991","17032.95","16708.1","16761.60"
"02 Mar 2022","16826.25","16930.2","16732.05","16855.70"
"28 Feb 2022","16701.7","17035.15","16568.45","17016.55"
"25 Feb 2022","16703","16955.5","16676.6","16872.35"
"24 Feb 2022","16742.8","16897.85","16384.45","16428.05"
"23 Feb 2022","17378.95","17413.30","17240.00","17273.45"
"22 Feb 2022","17012.75","17321.15","17009.30","17276.50"
"21 Feb 2022","17389.55","17532.40","17251.85","17379.10"
"18 Feb 2022","17456.70","17586.35","17439.05","17472.90"
"17 Feb 2022","17608.45","17657.10","17457.20","17524.45"
"16 Feb 2022","17626.25","17706.10","17481.65","17530.65"
"15 Feb 2022","17147.90","17582.90","17037.60","17560.55"
"14 Feb 2022","17293.10","17318.45","17026.40","17060.70"
"11 Feb 2022","17694.40","17696.95","17541.65","17606.60"
"10 Feb 2022","17794.00","17869.10","17665.70","17842.90"
"09 Feb 2022","17612.55","17720.90","17583.00","17707.85"
"08 Feb 2022","17543.20","17572.70","17298.35","17509.80"
"07 Feb 2022","17710.05","17791.70","17382.80","17477.65"
"04 Feb 2022","17826.25","17858.20","17701.20","17755.30"
"03 Feb 2022","17985.10","17996.30","17749.40","17794.70"
"02 Feb 2022","17920.05","18012.25","17889.15","17998.75"
"01 Feb 2022","17731.55","17826.15","17464.25","17796.25"
"31 Jan 2022","17516.90","17623.25","17479.65","17547.40"
"28 Jan 2022","17405.55","17587.60","17289.20","17314.70"
"27 Jan 2022","17281.70","17376.85","17069.75","17302.35"
"25 Jan 2022","17200.40","17519.60","17030.45","17489.15"
"24 Jan 2022","17821.55","17841.40","17197.00","17353.45"
"21 Jan 2022","17882.35","17953.60","17721.30","17856.15"
"20 Jan 2022","18168.25","18187.60","17915.75","18021.10"
"19 Jan 2022","18349.55","18349.55","18114.85","18179.70"
"18 Jan 2022","18577.70","18595.15","18302.95","18331.70"
"17 Jan 2022","18471.60","18553.40","18456.55","18543.20"
"14 Jan 2022","18411.20","18515.10","18348.40","18485.70"
"13 Jan 2022","18478.55","18495.65","18385.00","18482.45"
"12 Jan 2022","18390.85","18443.80","18346.95","18430.25"
"11 Jan 2022","18225.70","18295.00","18181.40","18275.15"
"10 Jan 2022","18146.20","18243.25","18109.75","18229.10"
"07 Jan 2022","18035.70","18140.85","17944.40","18053.95"
"06 Jan 2022","17997.60","18025.25","17889.75","17985.60"
"05 Jan 2022","18044.30","18164.70","17974.90","18147.50"
"04 Jan 2022","17934.50","18051.50","17831.50","18030.95"
"03 Jan 2022","17654.45","17894.15","17651.45","17874.00"
"31 Dec 2021","17488.45","17659.55","17485.95","17618.80"
"30 Dec 2021","17465.25","17516.05","17413.2","17449.30"
"29 Dec 2021","17491.05","17552.7","17444.6","17478.80"
"28 Dec 2021","17444.55","17517.85","17428.1","17501.75"
"27 Dec 2021","17214.15","17374.8","17103.95","17351.80"
"24 Dec 2021","17434.25","17441.55","17192.7","17273.65"
"23 Dec 2021","17346.7","17398.35","17303.05","17360.65"
"22 Dec 2021","17135.65","17248.45","17096.6","17232.80"
"21 Dec 2021","17011.85","17192.95","16950.2","17037.75"
"20 Dec 2021","17084.6","17097","16653.6","16856.20"
"17 Dec 2021","17559.85","17578.75","17231.7","17249.00"
"16 Dec 2021","17674.35","17680.8","17480.15","17539.30"
"15 Dec 2021","17637.45","17662.95","17505.8","17526.35"
"14 Dec 2021","17586.7","17677.4","17528.05","17637.70"
"13 Dec 2021","17918.85","17941.35","17653.6","17664.85"
"10 Dec 2021","17760.45","17821.15","17699.05","17802.60"
"09 Dec 2021","17805.8","17824.2","17667.1","17797.80"
"08 Dec 2021","17595.55","17766.1","17589.8","17751.90"
"07 Dec 2021","17332.25","17535.4","17275.95","17464.95"
"06 Dec 2021","17511.3","17517.9","17175.55","17197.50"
