"Date","Open","High","Low","Close"
"03 Dec 2021","17701.25","17764.15","17477.75","17493.70"
"02 Dec 2021","17465.9","17694.3","17434.7","17675.00"
"01 Dec 2021","17381.4","17482.65","17338.6","17444.45"
"30 Nov 2021","17333.75","17611.4","17216.6","17270.25"
"29 Nov 2021","17351.65","17448.75","17060.7","17339.15"
"26 Nov 2021","17665.1","17683.5","17297.15","17340.50"
"25 Nov 2021","17739.55","17884.95","17657.65","17861.65"
"24 Nov 2021","17870.5","17917.1","17673.1","17733.00"
"23 Nov 2021","17581.55","17865.7","17518.95","17823.50"
"22 Nov 2021","18096.9","18103.5","17561.6","17708.55"
"18 Nov 2021","18208.6","18260.6","17979.3","18059.50"
"17 Nov 2021","18244.05","18338.35","18189.45","18211.35"
"16 Nov 2021","18420.25","18425.8","18260.85","18301.45"
"15 Nov 2021","18438.25","18498.7","18364.4","18401.65"
"12 Nov 2021","18266.75","18407.45","18197.9","18389.50"
"11 Nov 2021","18248.5","18252.6","18085.5","18156.80"
"10 Nov 2021","18238","18335.2","18191.6","18291.75"
"09 Nov 2021","18338.35","18364.6","18240.8","18309.05"
"08 Nov 2021","18280.75","18339.65","18079.45","18320.65"
"04 Nov 2021","18176.7","18188.2","18139.9","18156.15"
"03 Nov 2021","18161.2","18200","17979.85","18066.95"
"02 Nov 2021","18174.7","18211","18062.1","18101.00"
"01 Nov 2021","17996.55","18156.45","17901.5","18134.60"
"29 Oct 2021","18010.55","18114.5","17782.45","17880.80"
"28 Oct 2021","18368.25","18369.65","17971.6","18028.10"
"27 Oct 2021","18457.2","18515.8","18348.25","18390.05"
"26 Oct 2021","18301","18463.85","18260.75","18425.15"
"25 Oct 2021","18396.2","18406.15","18096.65","18272.40"
"22 Oct 2021","18426.35","18502.85","18203","18285.15"
"21 Oct 2021","18587.2","18588.45","18240.2","18374.10"
"20 Oct 2021","18665.05","18678.75","18399.75","18467.75"
"19 Oct 2021","18869.65","18870.7","18604.1","18646.15"
"18 Oct 2021","18789.3","18807.5","18717.65","18734.90"
"14 Oct 2021","18543.05","18621.6","18525.8","18610.35"
"13 Oct 2021","18365.9","18469.1","18323.35","18433.20"
"12 Oct 2021","18181.55","18275","18125.2","18258.85"
"11 Oct 2021","18128.7","18289.45","18100.7","18198.90"
"08 Oct 2021","18154","18195.3","18092.55","18141.70"
"07 Oct 2021","18072.5","18122.4","18031.5","18058.00"
"06 Oct 2021","18130.35","18157.45","17873.55","17905.85"
"05 Oct 2021","17934.55","18093.2","17912.35","18082.80"
"04 Oct 2021","17867.8","17992.25","17837.35","17956.75"
"01 Oct 2021","17768","17802.25","17686.6","17778.55"
"30 Sep 2021","17939.35","17962.55","17814.95","17845.10"
"29 Sep 2021","17881.7","17998.15","17834.8","17926.05"
"28 Sep 2021","18135.9","18141.55","17811.2","17973.15"
"27 Sep 2021","18167.9","18168.05","18028","18085.55"
"24 Sep 2021","18159.65","18204.05","18054.6","18090.20"
"23 Sep 2021","17939.85","18104.95","17917.3","18085.80"
"22 Sep 2021","17838.85","17875.95","17787","17817.70"
"21 Sep 2021","17696","17834.4","17577.1","17817.95"
"20 Sep 2021","17719.65","17888.7","17619.65","17654.10"
"17 Sep 2021","17997.3","18072.5","17814.8","17864.55"
"16 Sep 2021","17838.25","17941.2","17808.85","17925.05"
"15 Sep 2021","17694.6","17823","17690.95","17809.50"
"14 Sep 2021","17716.45","17733.25","17666.15","17678.45"
"13 Sep 2021","17649.95","17669.25","17558.15","17648.60"
"09 Sep 2021","17591.25","17663.35","17579.55","17652.90"
"08 Sep 2021","17633.8","17647.95","17521.85","17626.20"
"07 Sep 2021","17669.4","17691.15","17542.8","17618.70"
"06 Sep 2021","17677.6","17695.75","17613.85","17641.00"
"03 Sep 2021","17542.5","17613.5","17487.6","17597.45"
"02 Sep 2021","17363.15","17515.55","17328.6","17504.60"
"01 Sep 2021","17432.65","17470.65","17321.7","17343.30"
"31 Aug 2021","17182.9","17394.6","17153.4","17373.10"
"30 Aug 2021","17003.4","17183.05","16993.35","17164.20"
"27 Aug 2021","16858.75","16945.5","16782.8","16930.85"
"26 Aug 2021","16834.65","16888.85","16804.85","16841.60"
"25 Aug 2021","16844.8","16896.45","16809.4","16830.10"
"24 Aug 2021","16744.6","16825.7","16678.4","16808.00"
"23 Aug 2021","16784.25","16784.8","16574.1","16673.35"
"20 Aug 2021","16599","16724.6","16586.6","16642.15"
"18 Aug 2021","16876.6","16897.3","16749.95","16778.80"
"17 Aug 2021","16733.65","16819.55","16680.5","16805.15"
"16 Aug 2021","16709.15","16769.3","16667.55","16748.00"
"13 Aug 2021","16591.85","16731.2","16582.9","16716.15"
"12 Aug 2021","16512","16577.8","16485.7","16569.30"
"11 Aug 2021","16535.45","16547.75","16345.5","16490.15"
"10 Aug 2021","16505","16578.65","16407.5","16493.85"
"09 Aug 2021","16524.05","16554.45","16404.9","16483.45"
"06 Aug 2021","16533.75","16564","16463","16476.55"
"05 Aug 2021","16526.35","16566.2","16430.9","16520.50"
"04 Aug 2021","16465.55","16544.7","16448.85","16494.55"
"03 Aug 2021","16235.4","16415.95","16201.9","16399.95"
"02 Aug 2021","16151.8","16174.95","16112.8","16166.95"
"30 Jul 2021","16073.55","16138.65","16022","16040.15"
"29 Jul 2021","16040.5","16082.55","16013.8","16045.20"
"28 Jul 2021","16030.6","16030.6","15781.9","15983.90"
"27 Jul 2021","16131.45","16152.7","15967.15","16011.05"
"26 Jul 2021","16117.25","16156.2","16066.15","16094.20"
"23 Jul 2021","16127.85","16161.65","16032","16119.10"
"22 Jul 2021","15995.3","16105.6","15988.55","16094.25"
"20 Jul 2021","15962.5","15983.1","15829.5","15886.25"
"19 Jul 2021","16015.05","16097.4","15958.3","16006.90"
"16 Jul 2021","16194.7","16200.3","16129.4","16172.05"
"15 Jul 2021","16114.1","16184.7","16100.15","16160.20"
"14 Jul 2021","16058.15","16112","16009.1","16091.50"
"13 Jul 2021","16053.5","16063.7","15994.8","16055.60"
"12 Jul 2021","16028.95","16050.95","15911.7","15955.95"
"09 Jul 2021","15948.7","15987.4","15896.15","15952.40"
"08 Jul 2021","16100.8","16136.4","15935","15981.95"
"07 Jul 2021","16055.35","16133.7","16013.55","16117.40"
"06 Jul 2021","16045.05","16149.7","16039.75","16054.90"
"05 Jul 2021","16027.95","16078.2","15999.2","16066.90"
"02 Jul 2021","15950.95","15972.65","15883.1","15957.10"
"01 Jul 2021","15992.2","15992.75","15913.3","15928.10"
"30 Jun 2021","16020.9","16073.85","15945.55","15959.40"
"29 Jun 2021","16050.5","16088.55","15966.85","15992.10"
"28 Jun 2021","16141.45","16141.7","16032.75","16055.20"
"25 Jun 2021","16058.95","16097.2","15998.55","16087.20"
"24 Jun 2021","15978.1","16038","15946.55","16011.55"
"23 Jun 2021","16118","16118.15","15919.55","15933.15"
"22 Jun 2021","16087","16147.35","16005.85","16026.95"
"21 Jun 2021","15751.35","16009","15729.35","15991.25"
"18 Jun 2021","15988.65","15992.95","15665.25","15915.55"
"17 Jun 2021","15897.6","16024","15865.45","15936.20"
"16 Jun 2021","16111.65","16149.25","15998.85","16025.55"
"15 Jun 2021","16134.3","16167.6","16113.6","16136.65"
"14 Jun 2021","16056.45","16093.9","15851.35","16079.70"
"11 Jun 2021","16080.65","16116.1","16019.9","16079.60"
"10 Jun 2021","15966.85","16032.35","15925.7","16021.50"
"09 Jun 2021","16046.25","16082.8","15830.65","15904.75"
"08 Jun 2021","16044.55","16049","15947.55","16017.20"
"07 Jun 2021","16004.05","16042.6","15956.05","16018.60"
"04 Jun 2021","15980.9","16000","15897.15","15945.85"
"03 Jun 2021","15913.95","15968.55","15881","15952.65"
"02 Jun 2021","15743.85","15853.25","15711.2","15832.20"
"01 Jun 2021","15848","15875.15","15735.4","15789.40"
"31 May 2021","15659.95","15822.35","15600.6","15798.70"
"28 May 2021","15646.6","15690.5","15620.05","15650.35"
"27 May 2021","15552.65","15604.5","15500.55","15564.35"
"26 May 2021","15494.85","15541.35","15425.4","15522.35"
"25 May 2021","15543.1","15544.9","15401.5","15445.60"
"24 May 2021","15448.15","15498","15392.4","15445.20"
"21 May 2021","15252.95","15422.8","15246.9","15408.55"
"20 May 2021","15288.75","15317.05","15142.45","15164.45"
"19 May 2021","15288","15366.2","15250.2","15272.55"
"18 May 2021","15281.7","15348.3","15258.7","15325.00"
"17 May 2021","14973.2","15148.5","14936.8","15134.15"
"14 May 2021","14996.9","14996.95","14809","14893.20"
"12 May 2021","15060.95","15062.15","14891.1","14940.00"
"11 May 2021","15003.2","15115.95","14978.05","15071.40"
"10 May 2021","15123.35","15167.45","15091.4","15146.65"
"07 May 2021","15023","15060.15","14968.3","15021.65"
"06 May 2021","14878.6","14947.15","14817.65","14928.60"
"05 May 2021","14793","14843.3","14698.95","14823.20"
"04 May 2021","14871.9","14904.6","14647.65","14683.70"
"03 May 2021","14645.6","14845.1","14583.35","14811.20"
"30 Apr 2021","14891.25","15005.4","14760.3","14790.60"
"29 Apr 2021","15117.4","15178.85","14954.05","15029.95"
"28 Apr 2021","14871.45","15030.45","14855.55","15004.65"
"27 Apr 2021","14662.5","14822.95","14652.85","14807.75"
"26 Apr 2021","14618.9","14711.15","14590.45","14645.90"
"23 Apr 2021","14492.2","14625.1","14439.9","14510.95"
"22 Apr 2021","14395.9","14581.75","14329.6","14564.25"
"20 Apr 2021","14680.15","14688.15","14373.95","14466.80"
"19 Apr 2021","14459","14535.55","14346.1","14512.85"
"16 Apr 2021","14741.8","14850.15","14705.6","14773.20"
"15 Apr 2021","14655.75","14735.9","14487.95","14719.25"
"13 Apr 2021","14501.85","14660.2","14415.9","14639.40"
"12 Apr 2021","14805.95","14812","14390.1","14450.05"
"09 Apr 2021","15045.2","15081.9","14957.6","15004.15"
"08 Apr 2021","15030.05","15139.95","14984.35","15036.15"
"07 Apr 2021","14869.85","15019.75","14810.45","14973.95"
"06 Apr 2021","14870.75","14922.3","14719.4","14836.25"
"05 Apr 2021","14970.2","14975.65","14596.95","14775.70"
"01 Apr 2021","14912.25","15008.95","14813.65","14993.05"
"31 Mar 2021","14913","14913.7","14787.6","14807.45"
"30 Mar 2021","14755.6","14977.95","14745.95","14936.05"
"26 Mar 2021","14624.9","14692.75","14539.25","14633.50"
"25 Mar 2021","14713.35","14717.6","14393.5","14450.55"
"24 Mar 2021","14853.2","14902.65","14676.35","14690.05"
"23 Mar 2021","14898.3","15011.05","14849.15","14952.10"
"22 Mar 2021","14850.75","14885.65","14729.45","14859.70"
"19 Mar 2021","14573.3","14886.95","14434.1","14847.25"
"18 Mar 2021","14959.05","14977.45","14581.95","14662.50"
"17 Mar 2021","15066.45","15074.8","14805.75","14828.85"
"16 Mar 2021","15107.8","15159.1","15009.8","15033.30"
"15 Mar 2021","15163.25","15165.4","14856.3","15040.85"
"12 Mar 2021","15426.55","15438.5","15071.15","15140.15"
"10 Mar 2021","15309.1","15327","15209.65","15284.85"
"09 Mar 2021","15189.6","15252","15043.1","15206.00"
"08 Mar 2021","15151.85","15250.6","15062.35","15096.85"
"05 Mar 2021","15139.75","15248.7","15009.2","15084.35"
"04 Mar 2021","15172.3","15352.95","15139.5","15238.75"
"03 Mar 2021","15205.05","15405.7","15147.55","15379.50"
"02 Mar 2021","14993.9","15100.95","14897.9","15061.60"
"01 Mar 2021","14834.5","14932.3","14774.65","14889.65"
"26 Feb 2021","15005","15045.15","14604.25","14667.60"
"25 Feb 2021","15193.55","15281.25","15177.6","15209.00"
"24 Feb 2021","14876.75","15118.65","14869.65","15094.85"
"23 Feb 2021","14906","14979.3","14780.15","14844.25"
"22 Feb 2021","15119.55","15132.5","14758.75","14802.45"
"19 Feb 2021","15212.55","15275.4","15017.35","15102.65"
"18 Feb 2021","15353.65","15368.8","15210.25","15249.50"
"17 Feb 2021","15379.3","15413.9","15275.7","15318.50"
"16 Feb 2021","15455.4","15513.5","15328.6","15406.00"
"15 Feb 2021","15350.25","15421.9","15326.4","15399.20"
"12 Feb 2021","15267.35","15318.85","15163.65","15245.75"
"11 Feb 2021","15146.1","15262.3","15138.2","15249.65"
"10 Feb 2021","15184.3","15233.15","15047.65","15176.40"
"09 Feb 2021","15228.15","15313.45","15124.8","15171.25"
"08 Feb 2021","15123.15","15217","15103.7","15177.95"
"05 Feb 2021","15040.75","15099.25","14938.8","14988.95"
"04 Feb 2021","14860.05","14992.5","14806.65","14977.15"
"03 Feb 2021","14824.25","14931.65","14650.75","14854.00"
"02 Feb 2021","14556","14792","14546.3","14720.55"
"01 Feb 2021","13866.05","14414.6","13762.2","14361.65"
"29 Jan 2021","14075.65","14089.4","13704.15","13743.30"
"28 Jan 2021","13932.7","14017.8","13846.7","13947.25"
"27 Jan 2021","14349.5","14349.5","14045.15","14085.85"
"25 Jan 2021","14588.2","14602.9","14328.1","14348.45"
"22 Jan 2021","14684.35","14725.25","14466.2","14479.60"
"21 Jan 2021","14840.95","14860.85","14613.35","14686.55"
"20 Jan 2021","14652","14771","14631.8","14751.30"
"19 Jan 2021","14481.15","14653.85","14470.9","14632.20"
"18 Jan 2021","14574.15","14579.5","14332.85","14390.05"
"15 Jan 2021","14736.5","14760.25","14482.75","14558.80"
"14 Jan 2021","14688.2","14750","14608.1","14731.15"
"13 Jan 2021","14782.6","14793.25","14559.3","14694.95"
"12 Jan 2021","14632.7","14735.45","14593.35","14705.50"
"11 Jan 2021","14638.8","14653.2","14535.4","14642.05"
"08 Jan 2021","14424.8","14533","14393.45","14514.35"
"07 Jan 2021","14417.9","14419.35","14290.65","14305.50"
"06 Jan 2021","14399.7","14403.05","14191.4","14305.65"
"05 Jan 2021","14212.95","14373.85","14177.2","14355.90"
"04 Jan 2021","14226","14282.4","14084.05","14267.05"
"01 Jan 2021","14109.05","14166.1","14102.95","14137.55"
"31 Dec 2020","14080.8","14127.6","14048.1","14090.75"
"30 Dec 2020","14086.45","14103.85","13969.8","14088.45"
"29 Dec 2020","14028.05","14077.95","13964","14037.65"
"28 Dec 2020","13930.8","13997","13929.2","13986.70"
"24 Dec 2020","13803.15","13882.8","13748.15","13862.10"
"23 Dec 2020","13587.75","13744.1","13544.2","13725.55"
"22 Dec 2020","13467.1","13603.6","13272.05","13577.35"
"21 Dec 2020","13852.75","13887.4","13214","13431.30"
"18 Dec 2020","13877.75","13886.15","13767.45","13872.80"
"17 Dec 2020","13838.9","13890.1","13802.95","13852.55"
"16 Dec 2020","13792.15","13817.75","13735.95","13808.05"
"15 Dec 2020","13685.65","13716.15","13583.55","13697.70"
"14 Dec 2020","13706.2","13731.05","13615.45","13693.20"
"11 Dec 2020","13646.2","13707.9","13532.3","13647.90"
"10 Dec 2020","13611.7","13632.85","13519.35","13612.35"
"09 Dec 2020","13597.05","13673.1","13589.85","13649.60"
"08 Dec 2020","13536.75","13575.45","13439.3","13529.85"
"07 Dec 2020","13406.35","13508.1","13387.85","13497.85"
"04 Dec 2020","13325.1","13415.05","13288.95","13396.50"
"03 Dec 2020","13342.75","13342.95","13252.35","13280.50"
"02 Dec 2020","13243","13254.85","13115.2","13244.35"
"01 Dec 2020","13180.2","13244.3","13088.05","13225.70"
"27 Nov 2020","13117.1","13146.85","13030.25","13080.30"
"26 Nov 2020","13001.4","13117.05","12900.1","13087.75"
"25 Nov 2020","13231.9","13244.8","12935.55","12959.80"
"24 Nov 2020","13110.8","13179.1","13090.1","13158.30"
"23 Nov 2020","13062.35","13076","12946.65","13036.65"
"20 Nov 2020","12904.7","12992.35","12832.1","12962.45"
"19 Nov 2020","12931.65","13055.5","12840","12864.85"
"18 Nov 2020","12948.25","13032.6","12904.15","13022.75"
"17 Nov 2020","13007.45","13008.35","12884.95","12960.90"
"14 Nov 2020","12906.3","12911.4","12833.55","12864.60"
"13 Nov 2020","12735.6","12815.55","12691.9","12804.25"
"12 Nov 2020","12766.75","12805.7","12699.9","12764.05"
"11 Nov 2020","12733.3","12824","12634.5","12805.60"
"10 Nov 2020","12639.5","12695.25","12556.25","12683.35"
"09 Nov 2020","12482.95","12557.6","12448.95","12545.45"
"06 Nov 2020","12252.45","12364.9","12232.35","12349.15"
"05 Nov 2020","12150.35","12225.9","12127.45","12217.90"
"04 Nov 2020","11890.9","12026.15","11860.75","12007.10"
"03 Nov 2020","11843.65","11937.2","11834.2","11913.35"
"02 Nov 2020","11803.05","11830.65","11675.25","11777.85"
"30 Oct 2020","11784.85","11855.9","11646.9","11748.95"
"29 Oct 2020","11723.25","11838.2","11700.05","11774.40"
"28 Oct 2020","12006.5","12012.2","11778.4","11819.05"
"27 Oct 2020","11880.3","11981.7","11800.2","11971.90"
"26 Oct 2020","12017.75","12022.1","11788.7","11842.70"
"23 Oct 2020","12029.4","12045.35","11985.15","12006.10"
"22 Oct 2020","11965.85","12009.7","11899.1","11971.80"
"21 Oct 2020","12036.8","12092.05","11851.9","12009.00"
"20 Oct 2020","11941.65","12023.3","11919","11976.85"
"19 Oct 2020","11953.75","11970.45","11896.1","11952.90"
"16 Oct 2020","11804.25","11867.2","11744.1","11843.35"
"15 Oct 2020","12089.55","12091.05","11738.7","11758.20"
"14 Oct 2020","11980.6","12064","11893.45","12039.05"
"13 Oct 2020","12000.55","12056.35","11959.5","11995.70"
