Date,GLD,SPY,TLT
2010-01-04,109.80000305175781,86.58072662353516,60.51846694946289
2010-01-05,109.69999694824219,86.80992889404297,60.909332275390625
2010-01-06,111.51000213623047,86.87103271484375,60.09394454956055
2010-01-07,110.81999969482422,87.2377700805664,60.195045471191406
2010-01-08,111.37000274658203,87.52808380126953,60.168113708496094
2010-01-11,112.8499984741211,87.65032196044922,59.8378791809082
2010-01-12,110.48999786376953,86.83285522460938,60.86216735839844
2010-01-13,111.54000091552734,87.56626892089844,60.154624938964844
2010-01-14,112.02999877929688,87.80308532714844,60.996910095214844
2010-01-15,110.86000061035156,86.81758117675781,61.37425994873047
2010-01-19,111.5199966430664,87.90241241455078,61.19911193847656
2010-01-20,108.94000244140625,87.008544921875,61.81902313232422
2010-01-21,107.37000274658203,85.33546447753906,62.10203170776367
2010-01-22,107.16999816894531,83.43316650390625,61.994232177734375
2010-01-25,107.4800033569336,83.8609848022461,61.71122741699219
2010-01-26,107.55999755859375,83.50959777832031,61.73143005371094
2010-01-27,106.52999877929688,83.90682220458984,61.69771957397461
2010-01-28,106.4800033569336,82.94424438476562,61.664024353027344
2010-01-29,105.95999908447266,82.04277801513672,62.2031364440918
2010-02-01,108.3499984741211,83.31861114501953,61.63851547241211
2010-02-02,109.12999725341797,84.3270263671875,61.81428909301758
2010-02-03,108.69999694824219,83.90682220458984,61.09747314453125
2010-02-04,104.37000274658203,81.31698608398438,62.064456939697266
2010-02-05,104.68000030517578,81.48506927490234,62.19976806640625
2010-02-08,104.04000091552734,80.89680480957031,62.28081512451172
2010-02-09,105.41000366210938,81.91288757324219,61.65875244140625
2010-02-10,105.12000274658203,81.75243377685547,61.07046127319336
2010-02-11,107.12999725341797,82.60811614990234,60.73908233642578
2010-02-12,107.04000091552734,82.53934478759766,60.9892692565918
2010-02-16,109.62000274658203,83.83808135986328,61.10419845581055
2010-02-17,109.25,84.23535919189453,60.40775680541992
2010-02-18,109.9800033569336,84.73193359375,60.1642951965332
2010-02-19,109.47000122070312,84.90764617919922,60.488861083984375
2010-02-22,109.06999969482422,84.92293548583984,60.23865509033203
2010-02-23,107.88999938964844,83.89155578613281,61.17863845825195
2010-02-24,107.36000061035156,84.66317749023438,61.327415466308594
2010-02-25,108.30999755859375,84.548583984375,61.67226028442383
2010-02-26,109.43000030517578,84.60205841064453,61.99009704589844
2010-03-01,109.43000030517578,85.48063659667969,61.96295166015625
2010-03-02,111.0199966430664,85.71747589111328,61.88158416748047
2010-03-03,111.62999725341797,85.79388427734375,61.725547790527344
2010-03-04,110.83000183105469,86.05360412597656,62.05113983154297
2010-03-05,110.80999755859375,87.28359985351562,61.23706817626953
2010-03-08,109.87999725341797,87.29891967773438,60.918277740478516
2010-03-09,109.72000122070312,87.44402313232422,60.93185043334961
2010-03-10,108.47000122070312,87.83366394042969,60.77580261230469
2010-03-11,108.5999984741211,88.20036315917969,60.99969482421875
2010-03-12,107.94999694824219,88.20796966552734,61.379554748535156
2010-03-15,108.36000061035156,88.23091888427734,61.2981071472168
2010-03-16,110.4000015258789,88.93376159667969,61.78657531738281
2010-03-17,109.58999633789062,89.46092987060547,62.05113983154297
2010-03-18,110.33999633789062,89.41507720947266,61.84763717651367
2010-03-19,108.27999877929688,88.96247863769531,61.90868377685547
2010-03-22,107.75,89.43806457519531,61.97648620605469
2010-03-23,108.31999969482422,90.06714630126953,61.6848258972168
2010-03-24,106.30000305175781,89.62984466552734,60.55873107910156
2010-03-25,106.77999877929688,89.484130859375,60.17207717895508
2010-03-26,108.58999633789062,89.43038940429688,60.341644287109375
2010-03-29,108.75,89.99807739257812,60.1109733581543
2010-03-30,107.97000122070312,90.05943298339844,60.30094909667969
2010-03-31,108.94999694824219,89.75259399414062,60.714744567871094
2010-04-01,110.26000213623047,90.36627960205078,60.56629943847656
2010-04-05,110.88999938964844,91.10274505615234,59.5585823059082
2010-04-06,111.02999877929688,91.31751251220703,59.653900146484375
2010-04-07,112.48999786376953,90.79589080810547,60.4164924621582
2010-04-08,112.6500015258789,91.11042022705078,60.44375991821289
2010-04-09,113.63999938964844,91.70877075195312,60.58676528930664
2010-04-12,113.01000213623047,91.85453033447266,60.906768798828125
2010-04-13,112.69000244140625,91.92353820800781,61.10421371459961
2010-04-14,113.02999877929688,92.96682739257812,60.675235748291016
2010-04-15,113.6500015258789,93.04354095458984,60.74332809448242
2010-04-16,111.23999786376953,91.56300354003906,61.18595504760742
2010-04-19,111.1500015258789,91.90818786621094,61.03612518310547
2010-04-20,111.45999908447266,92.72901153564453,61.25405502319336
2010-04-21,112.30999755859375,92.56026458740234,61.75792694091797
2010-04-22,111.83999633789062,92.8364028930664,61.57404327392578
2010-04-23,113.19000244140625,93.44244384765625,61.35614776611328
2010-04-26,112.75,93.08953857421875,61.42424011230469
2010-04-27,114.62999725341797,90.88792419433594,62.28898620605469
2010-04-28,114.30999755859375,91.57832336425781,61.75792694091797
2010-04-29,114.27999877929688,92.71366119384766,62.016624450683594
2010-04-30,115.36000061035156,91.14107513427734,62.731563568115234
2010-05-03,115.7300033569336,92.32244873046875,62.649593353271484
2010-05-04,114.87000274658203,90.15152740478516,63.77701950073242
2010-05-05,115.08999633789062,89.61449432373047,64.15282440185547
2010-05-06,118.48999786376953,86.63809967041016,66.13426971435547
2010-05-07,118.2699966430664,85.34935760498047,65.30756378173828
2010-05-10,117.56999969482422,89.10823822021484,63.954654693603516
2010-05-11,120.66000366210938,88.85508728027344,63.79064178466797
2010-05-12,121.4000015258789,90.0978012084961,63.305538177490234
2010-05-13,120.55999755859375,88.97782897949219,63.72235870361328
2010-05-14,120.37000274658203,87.36685180664062,64.82923889160156
2010-05-17,119.36000061035156,87.41291046142578,64.59012603759766
2010-05-18,119.48999786376953,86.223876953125,65.580810546875
2010-05-19,116.62999725341797,85.73290252685547,65.79949188232422
2010-05-20,115.83999633789062,82.49568939208984,67.18657684326172
2010-05-21,115.22000122070312,83.70005798339844,67.25489044189453
2010-05-24,116.83999633789062,82.62609100341797,67.0225830078125
2010-05-25,117.36000061035156,82.71046447753906,67.35050201416016
2010-05-26,118.47000122070312,82.21184539794922,67.15921783447266
2010-05-27,118.69000244140625,84.96578979492188,65.6355209350586
2010-05-28,118.87999725341797,83.8995132446289,65.93611907958984
2010-06-01,119.91000366210938,82.48800659179688,66.39962768554688
2010-06-02,119.77999877929688,84.63594055175781,65.76885986328125
2010-06-03,117.95999908447266,84.92745971679688,65.28892517089844
2010-06-04,119.19000244140625,81.943359375,67.0440444946289
2010-06-07,121.48999786376953,80.92311096191406,67.55823516845703
2010-06-08,121.0,81.7899169921875,67.22235107421875
2010-06-09,120.55999755859375,81.35269165039062,67.14691162109375
2010-06-10,118.97000122070312,83.73075103759766,65.9471435546875
2010-06-11,120.01000213623047,84.13729095458984,66.7835693359375
2010-06-14,119.5999984741211,84.00689697265625,66.44071197509766
2010-06-15,120.98999786376953,85.91699981689453,66.16648864746094
2010-06-16,120.33000183105469,85.8863296508789,66.54358673095703
2010-06-17,121.9000015258789,86.0244140625,67.08519744873047
2010-06-18,122.83000183105469,86.11767578125,66.97547912597656
2010-06-21,120.38999938964844,85.87104034423828,66.7835693359375
2010-06-22,121.44999694824219,84.45281982421875,67.57882690429688
2010-06-23,120.94999694824219,84.19075775146484,68.03816986083984
2010-06-24,121.30000305175781,82.79568481445312,67.63368225097656
2010-06-25,122.76000213623047,83.14252471923828,67.90791320800781
