Index Name,Date,Open,High,Low,Close
NIFTY 50,17-Oct-01,971.95,989.05,971.95,986.25
NIFTY 50,18-Oct-01,984.2,984.5,969.35,972.05
NIFTY 50,19-Oct-01,972.2,981,970.85,976.65
NIFTY 50,22-Oct-01,980.05,994.15,973.2,976.4
NIFTY 50,23-Oct-01,976.75,994.15,976.55,993.2
NIFTY 50,24-Oct-01,992.95,1000.95,987.4,991.2
NIFTY 50,25-Oct-01,991.25,998,979.95,983.2
NIFTY 50,29-Oct-01,983.15,996.6,974.05,977.45
NIFTY 50,30-Oct-01,977.35,977.35,960.5,963.1
NIFTY 50,31-Oct-01,962.85,976.4,959.35,971.9
NIFTY 50,01-Nov-01,973.55,997.3,973.55,994
NIFTY 50,02-Nov-01,994.25,1009.55,991.95,997.6
NIFTY 50,05-Nov-01,997.25,1001.3,987.85,991.05
NIFTY 50,06-Nov-01,991.2,1007.4,991.15,1001.9
NIFTY 50,07-Nov-01,1001.95,1014.1,984.45,987.5
NIFTY 50,08-Nov-01,987.5,1001.15,985.75,997.7
NIFTY 50,09-Nov-01,999.1,1008.95,999.1,1004.05
NIFTY 50,12-Nov-01,1004.55,1014.25,1003.6,1010.9
NIFTY 50,13-Nov-01,1010.95,1013.25,999.85,1005.4
NIFTY 50,14-Nov-01,1005.45,1017.2,1004.7,1015.8
NIFTY 50,15-Nov-01,1016.05,1038.35,1015.15,1035.7
NIFTY 50,19-Nov-01,1034.2,1072,1032.85,1068.15
NIFTY 50,20-Nov-01,1067.3,1082.4,1046.15,1050.2
NIFTY 50,21-Nov-01,1050.4,1064.85,1046.3,1056.35
NIFTY 50,22-Nov-01,1056.45,1075.9,1056.45,1062.45
NIFTY 50,23-Nov-01,1063.05,1075.05,1057.3,1059
NIFTY 50,26-Nov-01,1059.25,1084.65,1059.25,1080.6
NIFTY 50,27-Nov-01,1087.6,1097.6,1071.05,1076.05
NIFTY 50,28-Nov-01,1076.15,1082.3,1067.65,1070.8
NIFTY 50,29-Nov-01,1070.3,1071,1063,1067.15
NIFTY 50,03-Dec-01,1067.2,1074.5,1063.25,1065.4
NIFTY 50,04-Dec-01,1066.05,1082.6,1065.65,1077.7
NIFTY 50,05-Dec-01,1077.95,1107.15,1077.95,1104.55
NIFTY 50,06-Dec-01,1105.1,1132.65,1105.1,1110.45
NIFTY 50,07-Dec-01,1110.9,1122.65,1109.65,1112.3
NIFTY 50,10-Dec-01,1112.15,1123.55,1112.15,1115.25
NIFTY 50,11-Dec-01,1112.15,1122.85,1107.7,1110.2
NIFTY 50,12-Dec-01,1110.65,1121.55,1104.75,1107.65
NIFTY 50,13-Dec-01,1107.75,1114.15,1069.95,1098.75
NIFTY 50,14-Dec-01,1098.65,1102.9,1082.75,1087.85
NIFTY 50,18-Dec-01,1089.9,1098,1071.35,1082.3
NIFTY 50,19-Dec-01,1082.5,1086.35,1057.1,1060.75
NIFTY 50,20-Dec-01,1060.45,1064.8,1047.5,1062
NIFTY 50,21-Dec-01,1061.8,1061.8,1043.65,1050.85
NIFTY 50,24-Dec-01,1051,1055,1032.6,1048.5
NIFTY 50,26-Dec-01,1048.9,1058.3,1030.5,1034.25
NIFTY 50,27-Dec-01,1033.85,1037.7,1017.35,1020
NIFTY 50,28-Dec-01,1019.9,1036.35,1010.45,1033.8
NIFTY 50,31-Dec-01,1033.9,1062.3,1033.9,1059.05
NIFTY 50,01-Jan-02,1058.85,1071.15,1052.05,1055.3
NIFTY 50,02-Jan-02,1054.95,1065.25,1054.1,1060.75
NIFTY 50,03-Jan-02,1063.45,1074.85,1062.9,1072.25
NIFTY 50,04-Jan-02,1072.4,1099.25,1072.4,1096.2
NIFTY 50,07-Jan-02,1093.05,1111.55,1093.05,1100.15
NIFTY 50,08-Jan-02,1100.55,1114.55,1097.9,1109.9
NIFTY 50,09-Jan-02,1110,1119.4,1098.7,1102.8
NIFTY 50,10-Jan-02,1098.8,1105.35,1093.6,1098.2
NIFTY 50,11-Jan-02,1098.15,1105.9,1073.45,1088.55
NIFTY 50,14-Jan-02,1089.45,1118.5,1089.45,1109.8
NIFTY 50,15-Jan-02,1109.45,1112.6,1090.2,1094.15
NIFTY 50,16-Jan-02,1094.15,1104.8,1085.3,1090.3
NIFTY 50,17-Jan-02,1090.25,1116.05,1078.95,1109.2
NIFTY 50,18-Jan-02,1109.55,1121.75,1089.05,1093.15
NIFTY 50,21-Jan-02,1093.25,1099.8,1082.65,1091.35
NIFTY 50,22-Jan-02,1091.35,1099,1090,1092.85
NIFTY 50,23-Jan-02,1092.85,1096.95,1087.5,1089.4
NIFTY 50,24-Jan-02,1089.6,1098.6,1081.7,1085.3
NIFTY 50,25-Jan-02,1085.85,1089.7,1077,1080.1
NIFTY 50,28-Jan-02,1083.25,1088.75,1068.7,1071.35
NIFTY 50,29-Jan-02,1071.35,1076.45,1068.85,1071.65
NIFTY 50,30-Jan-02,1072.85,1072.85,1058.8,1067.45
NIFTY 50,31-Jan-02,1067.65,1082,1067.65,1075.4
NIFTY 50,01-Feb-02,1076.95,1088.05,1076.95,1081.65
NIFTY 50,04-Feb-02,1083.05,1086.95,1074.15,1076.9
NIFTY 50,05-Feb-02,1076.25,1081.2,1069.4,1074.25
NIFTY 50,06-Feb-02,1074.4,1117.1,1074,1113.1
NIFTY 50,07-Feb-02,1114.85,1130.95,1104.3,1110.45
NIFTY 50,08-Feb-02,1112.8,1131.85,1104.45,1123.75
NIFTY 50,11-Feb-02,1124.85,1144.15,1124.85,1131.55
NIFTY 50,12-Feb-02,1131.95,1143.3,1125.55,1129.5
NIFTY 50,13-Feb-02,1129.8,1142.3,1129.6,1135.1
NIFTY 50,14-Feb-02,1135.5,1151.65,1133.85,1150
NIFTY 50,15-Feb-02,1150.65,1164.1,1150.3,1159.95
NIFTY 50,18-Feb-02,1159.85,1177.05,1156.7,1172.85
NIFTY 50,19-Feb-02,1172.85,1178.1,1155.1,1158.9
NIFTY 50,20-Feb-02,1158.45,1158.45,1134.65,1145.95
NIFTY 50,21-Feb-02,1146.05,1158.05,1146.05,1149.85
NIFTY 50,22-Feb-02,1149.85,1165.7,1145.5,1163.5
NIFTY 50,25-Feb-02,1163.65,1167.6,1155.45,1165.45
NIFTY 50,26-Feb-02,1165.75,1192.65,1165.75,1189.4
NIFTY 50,27-Feb-02,1190.15,1205.95,1180,1189.2
NIFTY 50,28-Feb-02,1189.6,1197,1135.2,1142.05
NIFTY 50,01-Mar-02,1142.05,1181.25,1135.45,1178
NIFTY 50,04-Mar-02,1178.45,1201.1,1172.3,1177.35
NIFTY 50,05-Mar-02,1176.4,1193.1,1175.15,1178.5
NIFTY 50,06-Mar-02,1176.55,1182.65,1162.75,1172.6
NIFTY 50,07-Mar-02,1173.6,1195.2,1173.6,1193.05
NIFTY 50,08-Mar-02,1193.6,1199.6,1182.55,1187.65
NIFTY 50,11-Mar-02,1187.5,1192.75,1164.55,1167.85
NIFTY 50,12-Mar-02,1167.85,1171.2,1144.3,1150.45
NIFTY 50,13-Mar-02,1150.2,1165.4,1143.55,1157.05
NIFTY 50,14-Mar-02,1156.85,1163.65,1153.15,1159.45
NIFTY 50,15-Mar-02,1159.6,1173.75,1159.6,1169.75
NIFTY 50,18-Mar-02,1169.95,1184.7,1163.75,1169.3
NIFTY 50,19-Mar-02,1169.4,1170.8,1150.3,1152.15
NIFTY 50,20-Mar-02,1152.05,1158.95,1148.5,1155.6
NIFTY 50,21-Mar-02,1155.55,1155.55,1141.05,1144.2
NIFTY 50,22-Mar-02,1144.5,1148.65,1135.9,1138.45
NIFTY 50,26-Mar-02,1138.1,1140.2,1117.85,1123.05
NIFTY 50,27-Mar-02,1130,1134.1,1121.35,1123.35
NIFTY 50,28-Mar-02,1123.6,1138.45,1123.6,1129.55
NIFTY 50,01-Apr-02,1129.85,1143.3,1129.85,1138.95
NIFTY 50,02-Apr-02,1138.8,1147.3,1132.3,1136.95
NIFTY 50,03-Apr-02,1136.6,1136.9,1121.45,1123.5
NIFTY 50,04-Apr-02,1124.05,1149.65,1123.9,1145.9
NIFTY 50,05-Apr-02,1146.05,1153.3,1139.9,1141.95
NIFTY 50,08-Apr-02,1141.9,1147.9,1134,1135.25
NIFTY 50,09-Apr-02,1135.15,1137.45,1122.1,1126.7
NIFTY 50,10-Apr-02,1126.7,1140.25,1125.75,1138.5
NIFTY 50,11-Apr-02,1138.55,1150.2,1138.55,1143.6
NIFTY 50,12-Apr-02,1143.25,1151.55,1138.65,1146.5
NIFTY 50,15-Apr-02,1146.55,1152.55,1130.45,1134.15
NIFTY 50,16-Apr-02,1130.8,1133.5,1116.65,1118.75
NIFTY 50,17-Apr-02,1119,1136.6,1118.95,1125.1
NIFTY 50,18-Apr-02,1125.25,1135,1123.8,1129
NIFTY 50,19-Apr-02,1125.55,1127.05,1097.6,1100.3
NIFTY 50,22-Apr-02,1100.5,1107.2,1088.05,1104.15
NIFTY 50,23-Apr-02,1104,1108.8,1095,1106
NIFTY 50,24-Apr-02,1106.25,1116.85,1105.7,1110.6
NIFTY 50,25-Apr-02,1110.65,1113.85,1089,1094.3
NIFTY 50,26-Apr-02,1094.25,1103.35,1094.1,1097.4
NIFTY 50,29-Apr-02,1097.55,1098.65,1073.3,1074.2
NIFTY 50,30-Apr-02,1074.25,1085.75,1073.4,1084.5
NIFTY 50,02-May-02,1084.8,1101.1,1084.8,1093.3
NIFTY 50,03-May-02,1093.4,1098.6,1091.5,1096.95
NIFTY 50,06-May-02,1096.95,1102.05,1096.25,1100.95
NIFTY 50,07-May-02,1100.9,1111.85,1096.65,1110.7
NIFTY 50,08-May-02,1110.7,1122.7,1110.7,1117.6
NIFTY 50,09-May-02,1117.7,1136.55,1117.7,1127.6
NIFTY 50,10-May-02,1127.05,1127.3,1111.15,1116.4
NIFTY 50,13-May-02,1116.8,1121.95,1114.2,1119.65
NIFTY 50,14-May-02,1119.95,1125.95,1111.45,1115.1
NIFTY 50,15-May-02,1115.15,1121.5,1102.65,1107.8
NIFTY 50,16-May-02,1108.25,1111.25,1089.85,1092.8
NIFTY 50,17-May-02,1092.8,1099.75,1079.95,1090.65
NIFTY 50,20-May-02,1091.7,1097.95,1071.35,1074.35
NIFTY 50,21-May-02,1074.75,1074.85,1028.25,1049.2
NIFTY 50,22-May-02,1049.5,1050.9,1035.5,1045.3
NIFTY 50,23-May-02,1045.2,1045.35,1024.3,1026.75
NIFTY 50,24-May-02,1026.9,1069.2,1026.9,1067
NIFTY 50,27-May-02,1067,1071.5,1054.1,1062.7
NIFTY 50,28-May-02,1061.9,1062.3,1034.1,1038.2
NIFTY 50,29-May-02,1038.2,1047.95,1026.5,1041.65
NIFTY 50,30-May-02,1041.4,1049.95,1030.1,1032.15
NIFTY 50,31-May-02,1032.5,1037.7,1020.1,1028.8
NIFTY 50,03-Jun-02,1029.25,1047.25,1029.25,1039.75
NIFTY 50,04-Jun-02,1040.15,1047.4,1036.55,1045.4
NIFTY 50,05-Jun-02,1045.55,1067.5,1045,1064.2
NIFTY 50,06-Jun-02,1064.15,1072,1055.5,1064.35
NIFTY 50,07-Jun-02,1063.75,1063.75,1044.35,1048.8
NIFTY 50,10-Jun-02,1049.95,1072.5,1049.95,1069.9
NIFTY 50,11-Jun-02,1070.95,1099.5,1070.55,1097.05
NIFTY 50,12-Jun-02,1097.15,1100.45,1088.5,1092.8
NIFTY 50,13-Jun-02,1093,1102.05,1080.8,1082.85
NIFTY 50,14-Jun-02,1081.75,1087.6,1079.45,1085.7
NIFTY 50,17-Jun-02,1085.8,1097.55,1085.7,1088.9
NIFTY 50,18-Jun-02,1088.9,1097.4,1073.75,1074.95
NIFTY 50,19-Jun-02,1074.7,1079.2,1056.45,1062.9
NIFTY 50,20-Jun-02,1063.1,1074,1056.25,1070.05
NIFTY 50,21-Jun-02,1069.5,1069.8,1058.95,1062.55
NIFTY 50,24-Jun-02,1065.6,1065.6,1054.45,1061.85
NIFTY 50,25-Jun-02,1061.9,1063.3,1048.55,1055.4
NIFTY 50,26-Jun-02,1055.35,1061.05,1042.2,1044.2
NIFTY 50,27-Jun-02,1044.5,1053.7,1044,1048.55
NIFTY 50,28-Jun-02,1049.4,1068.9,1049.4,1057.8
NIFTY 50,01-Jul-02,1058,1070.15,1058,1068.95
NIFTY 50,02-Jul-02,1067.9,1071.7,1064.95,1068.05
NIFTY 50,03-Jul-02,1067.8,1074,1065.55,1069.9
NIFTY 50,04-Jul-02,1069.95,1078.55,1068.4,1070.55
NIFTY 50,05-Jul-02,1071,1076.2,1067.45,1073.8
NIFTY 50,08-Jul-02,1074,1085.3,1072.9,1082.05
NIFTY 50,09-Jul-02,1081.9,1083.65,1077.55,1080.3
NIFTY 50,10-Jul-02,1081.55,1087.4,1069.45,1071.7
NIFTY 50,11-Jul-02,1070.95,1070.95,1055.3,1056.6
NIFTY 50,12-Jul-02,1057.1,1064.9,1054.9,1058.25
NIFTY 50,15-Jul-02,1057.95,1058.45,1043.3,1048
NIFTY 50,16-Jul-02,1047.9,1051.85,1033.95,1035.95
NIFTY 50,17-Jul-02,1035.95,1037.5,1025,1032.55
NIFTY 50,18-Jul-02,1032.55,1044,1032.55,1041.3
NIFTY 50,19-Jul-02,1041.35,1041.5,1032.25,1035.9
NIFTY 50,22-Jul-02,1035.2,1035.2,1009,1012
NIFTY 50,23-Jul-02,1012.05,1023.65,1005.75,1021.9
NIFTY 50,24-Jul-02,1021.8,1022.2,1001.9,1004.05
NIFTY 50,25-Jul-02,1004.2,1021.3,997.85,1001.55
NIFTY 50,26-Jul-02,1001.05,1001.05,972.55,973.5
NIFTY 50,29-Jul-02,973,977.95,953.15,971.65
NIFTY 50,30-Jul-02,973,987.5,956.8,960.65
NIFTY 50,31-Jul-02,960.3,964.1,943.6,958.9
NIFTY 50,01-Aug-02,959.2,972.05,954.15,957.7
NIFTY 50,02-Aug-02,957.55,957.55,935.55,954.75
NIFTY 50,05-Aug-02,954.9,966.5,953.9,963.25
NIFTY 50,06-Aug-02,963.3,969.55,955.4,966.65
NIFTY 50,07-Aug-02,967.7,978.6,966.55,969.1
NIFTY 50,08-Aug-02,969.15,971.75,951.2,953.55
NIFTY 50,09-Aug-02,953.8,963.85,948,961.95
NIFTY 50,12-Aug-02,961.15,971.55,961.15,969.85
NIFTY 50,13-Aug-02,970.4,977.2,969.9,976.05
NIFTY 50,14-Aug-02,976.05,976.25,967.25,969.65
NIFTY 50,16-Aug-02,970.75,981.2,968.35,979.25
NIFTY 50,19-Aug-02,979.4,983.55,978.2,979.85
NIFTY 50,20-Aug-02,979.75,990.85,979.05,988.55
NIFTY 50,21-Aug-02,988.6,994.25,984.35,988.45
NIFTY 50,22-Aug-02,988.55,995.3,983.45,985.7
NIFTY 50,23-Aug-02,985.75,996.4,984.7,995.2
NIFTY 50,26-Aug-02,992.4,1001.45,986.15,998.85
NIFTY 50,27-Aug-02,998.85,1003.3,985.7,987.7
NIFTY 50,28-Aug-02,987.35,988.1,981.1,985.7
NIFTY 50,29-Aug-02,985.85,989.4,981.45,987.25
NIFTY 50,30-Aug-02,987.65,1012.75,986.7,1010.6
NIFTY 50,02-Sep-02,1010.9,1024.65,1010.85,1013.5
NIFTY 50,03-Sep-02,1013.65,1014.8,999.4,1001.1
NIFTY 50,04-Sep-02,1000.7,1008.8,990.85,1006.95
NIFTY 50,05-Sep-02,1006.9,1013.45,1004.2,1008.6
NIFTY 50,06-Sep-02,1008.45,1008.45,992.7,995.2
NIFTY 50,09-Sep-02,992.05,1005.85,985.25,998.55
NIFTY 50,11-Sep-02,998.6,1002.35,993.35,998.85
NIFTY 50,12-Sep-02,998.95,1005.15,998.8,1001.65
NIFTY 50,13-Sep-02,1001.4,1001.4,989.85,992
NIFTY 50,16-Sep-02,991.75,997,983.55,985.75
NIFTY 50,17-Sep-02,985.75,996.8,985.75,994.9
NIFTY 50,18-Sep-02,994.15,994.15,981.6,983.6
NIFTY 50,19-Sep-02,983.45,985.25,970.8,976.05
NIFTY 50,20-Sep-02,975.6,975.6,960.7,969.6
NIFTY 50,23-Sep-02,969.85,974.75,967.35,970.3
NIFTY 50,24-Sep-02,969.95,969.95,960.2,966.2
NIFTY 50,25-Sep-02,964.65,971.85,960.5,970.05
NIFTY 50,26-Sep-02,970.1,976.25,968.25,969.9
NIFTY 50,27-Sep-02,969.95,978,969.25,976.45
NIFTY 50,30-Sep-02,976.15,976.15,961.55,963.15
NIFTY 50,01-Oct-02,961.15,964.2,950.3,955.2
NIFTY 50,03-Oct-02,955.35,957.9,945.8,948.2
NIFTY 50,04-Oct-02,948.1,951.8,944.5,948.2
NIFTY 50,07-Oct-02,947.8,956.35,946.25,954.75
NIFTY 50,08-Oct-02,954.8,963.15,952.5,960.8
NIFTY 50,09-Oct-02,960.85,968.75,952.95,954.75
NIFTY 50,10-Oct-02,954.8,960.45,945,958.45
NIFTY 50,11-Oct-02,958.45,973.5,958.45,971.05
NIFTY 50,14-Oct-02,971.5,976.5,969,972.45
NIFTY 50,16-Oct-02,972.9,983.6,971.7,973.6
NIFTY 50,17-Oct-02,973.7,976.05,966.55,973.3
NIFTY 50,18-Oct-02,973.8,982.5,968.8,971.65
NIFTY 50,21-Oct-02,971.75,976.2,965.65,967.35
NIFTY 50,22-Oct-02,967.5,976.35,961.65,962.5
NIFTY 50,23-Oct-02,962.9,963.75,955.45,957.35
NIFTY 50,24-Oct-02,957.7,959.8,945,946.9
NIFTY 50,25-Oct-02,946.8,946.8,929.25,932.2
NIFTY 50,28-Oct-02,932.35,934.9,920.1,922.7
NIFTY 50,29-Oct-02,922.55,939.7,921.65,936.9
NIFTY 50,30-Oct-02,936.15,944.35,935.9,937.75
NIFTY 50,31-Oct-02,937.35,953.3,937.05,951.4
NIFTY 50,01-Nov-02,951.45,956.95,946.4,951.45
NIFTY 50,04-Nov-02,951.6,965.5,951.6,962.1
NIFTY 50,05-Nov-02,962.85,963.7,957.2,962.3
NIFTY 50,07-Nov-02,962.35,970.2,957.95,960.7
NIFTY 50,08-Nov-02,960.5,960.95,954.35,956.95
NIFTY 50,11-Nov-02,957.55,958.55,952.1,954.05
NIFTY 50,12-Nov-02,953.9,960.85,948.05,959.85
NIFTY 50,13-Nov-02,960.35,965.75,956.9,962.65
NIFTY 50,14-Nov-02,964.15,974.1,963.5,971.9
NIFTY 50,15-Nov-02,972.3,992.05,972.3,990.35
NIFTY 50,18-Nov-02,990.35,1000.3,989.05,996.85
NIFTY 50,20-Nov-02,996.85,1007.2,992.3,1001.6
NIFTY 50,21-Nov-02,1001.8,1012.75,1001.8,1008.75
NIFTY 50,22-Nov-02,1009.5,1026,1009.5,1020.15
NIFTY 50,25-Nov-02,1020.9,1030.35,1017.5,1026.2
NIFTY 50,26-Nov-02,1026.4,1040.45,1026,1036.15
NIFTY 50,27-Nov-02,1036.35,1042.2,1027.7,1031.1
NIFTY 50,28-Nov-02,1031.25,1051.75,1031.25,1049.7
NIFTY 50,29-Nov-02,1049.55,1057.45,1040.95,1050.15
NIFTY 50,02-Dec-02,1050.15,1070.15,1050.15,1067.9
NIFTY 50,03-Dec-02,1067.7,1075.75,1051.8,1055
NIFTY 50,04-Dec-02,1055.75,1055.75,1034.1,1036.4
NIFTY 50,05-Dec-02,1036.75,1052.45,1036.75,1045.95
NIFTY 50,06-Dec-02,1047.55,1072.25,1047.55,1069.8
NIFTY 50,09-Dec-02,1070.5,1085.75,1054.95,1058.65
NIFTY 50,10-Dec-02,1058.35,1066.1,1045.65,1063.7
NIFTY 50,11-Dec-02,1064.1,1076.95,1062.3,1069.75
NIFTY 50,12-Dec-02,1069.95,1078.85,1066.8,1077
NIFTY 50,13-Dec-02,1074.45,1087.35,1074.45,1086.2
NIFTY 50,16-Dec-02,1089,1100,1075.55,1078.45
NIFTY 50,17-Dec-02,1078.7,1084.95,1069,1073.25
NIFTY 50,18-Dec-02,1073.2,1083.65,1072.85,1077.95
NIFTY 50,19-Dec-02,1077.85,1079.9,1070.5,1076
NIFTY 50,20-Dec-02,1075.45,1084.95,1075.4,1079.3
NIFTY 50,23-Dec-02,1079.3,1082.6,1073.35,1076
NIFTY 50,24-Dec-02,1075.95,1087,1072.65,1085
NIFTY 50,26-Dec-02,1085.05,1100.4,1085.05,1094.8
NIFTY 50,27-Dec-02,1095.65,1103.95,1095.6,1098.4
NIFTY 50,30-Dec-02,1095.8,1095.8,1084.35,1091.95
NIFTY 50,31-Dec-02,1091.85,1100.1,1091.7,1093.5
NIFTY 50,01-Jan-03,1093.6,1102.1,1093.6,1100.15
NIFTY 50,02-Jan-03,1100.55,1105.6,1091.2,1093.05
NIFTY 50,03-Jan-03,1094.45,1099.85,1087.3,1089.6
NIFTY 50,06-Jan-03,1089.75,1093.05,1081.25,1084.35
NIFTY 50,07-Jan-03,1084.4,1089.85,1078.95,1081.8
NIFTY 50,08-Jan-03,1082.4,1091.45,1082.3,1089.35
NIFTY 50,09-Jan-03,1089.75,1099.15,1087.75,1097.35
NIFTY 50,10-Jan-03,1097.6,1103.25,1077.4,1080.25
NIFTY 50,13-Jan-03,1080.25,1080.4,1070.75,1073.75
NIFTY 50,14-Jan-03,1072.7,1080.8,1070.3,1078.95
NIFTY 50,15-Jan-03,1077.9,1087.5,1077.8,1085
NIFTY 50,16-Jan-03,1085.05,1091.35,1083.95,1088.35
NIFTY 50,17-Jan-03,1089.3,1090.25,1083.2,1086.5
NIFTY 50,20-Jan-03,1086.25,1087,1074.2,1076.35
NIFTY 50,21-Jan-03,1076.3,1080.5,1074.1,1077.9
NIFTY 50,22-Jan-03,1078.45,1086.2,1073.6,1082.9
NIFTY 50,23-Jan-03,1081.4,1083.15,1069.05,1070.9
NIFTY 50,24-Jan-03,1070.6,1075.2,1053.4,1056.05
NIFTY 50,27-Jan-03,1057.8,1059.35,1030.35,1037.65
NIFTY 50,28-Jan-03,1036.35,1047.95,1026.75,1046.2
NIFTY 50,29-Jan-03,1059.8,1059.8,1033.3,1037.2
NIFTY 50,30-Jan-03,1037.15,1050.55,1031.35,1034.6
NIFTY 50,31-Jan-03,1034.75,1044.25,1026.2,1041.85
NIFTY 50,03-Feb-03,1040.25,1056.6,1036.5,1055.3
NIFTY 50,04-Feb-03,1056.55,1063.7,1050.45,1054.8
NIFTY 50,05-Feb-03,1054.3,1054.65,1041.75,1047.4
NIFTY 50,06-Feb-03,1047.25,1065.95,1043.7,1063.6
NIFTY 50,07-Feb-03,1063.75,1065.8,1055.5,1057.5
NIFTY 50,10-Feb-03,1058.2,1058.75,1047.15,1048.6
NIFTY 50,11-Feb-03,1048.6,1055.8,1044.55,1048
NIFTY 50,12-Feb-03,1048.15,1051,1040.4,1044.45
NIFTY 50,14-Feb-03,1044.45,1047.05,1034.1,1036
NIFTY 50,17-Feb-03,1036.2,1060.5,1036.2,1058.2
NIFTY 50,18-Feb-03,1058.95,1065.15,1057.6,1059.3
NIFTY 50,19-Feb-03,1059.3,1068.8,1059.3,1064.3
NIFTY 50,20-Feb-03,1064.15,1071.7,1058.35,1065.6
NIFTY 50,21-Feb-03,1065.6,1069.2,1061.1,1066.15
NIFTY 50,24-Feb-03,1066.2,1075.5,1066.2,1070.15
NIFTY 50,25-Feb-03,1070.1,1073.25,1054.9,1055.55
NIFTY 50,26-Feb-03,1055.6,1059.6,1048.2,1049.65
NIFTY 50,27-Feb-03,1049.6,1057.45,1044.9,1052.95
