Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-02 00:00:00+05:30,138.02785892759223,138.02785892759223,133.0423975396251,134.74818420410156,1423160,0.0,0.0
2012-01-03 00:00:00+05:30,136.28689272667867,141.7383657524259,135.74174944908384,141.0525360107422,1187425,0.0,0.0
2012-01-04 00:00:00+05:30,141.3866710568719,141.99336972826524,138.97746553446083,140.4370574951172,1419345,0.0,0.0
2012-01-05 00:00:00+05:30,141.38666310965618,146.9260685335602,140.69203207809667,145.39613342285156,2077365,0.0,0.0
2012-01-06 00:00:00+05:30,145.0444435865195,145.0444435865195,141.21082430410607,142.8462677001953,1883455,0.0,0.0
2012-01-09 00:00:00+05:30,143.5848526135853,146.78539619049238,140.94704153097172,145.02685546875,1102715,0.0,0.0
2012-01-10 00:00:00+05:30,146.31058622553277,152.65891945808858,145.73906584376635,151.1993408203125,2177180,0.0,0.0
2012-01-11 00:00:00+05:30,152.3423671791184,156.15841047350352,151.32242382886528,154.83070373535156,1625570,0.0,0.0
2012-01-12 00:00:00+05:30,154.73397575768718,159.85133508305907,153.84591762988663,158.76983642578125,2505625,0.0,0.0
2012-01-13 00:00:00+05:30,160.3789128306653,160.91526830209008,156.51012850394977,157.36302185058594,2292215,0.0,0.0
2012-01-16 00:00:00+05:30,157.17836004513407,157.17836004513407,152.11376775226046,155.79791259765625,2074365,0.0,0.0
2012-01-17 00:00:00+05:30,157.74107547143302,162.05829556385234,156.57165786045584,161.36367797851562,1506695,0.0,0.0
2012-01-18 00:00:00+05:30,161.25817109513608,161.76814949001266,157.39817493241515,158.611572265625,825110,0.0,0.0
2012-01-19 00:00:00+05:30,159.8513443270518,161.22300385786673,159.29739974091495,160.33494567871094,1071670,0.0,0.0
2012-01-20 00:00:00+05:30,160.9064713719759,167.9406340549038,160.9064713719759,166.80638122558594,1662445,0.0,0.0
2012-01-23 00:00:00+05:30,166.70965231563628,170.9301389734702,165.5841874180006,169.01333618164062,1569675,0.0,0.0
2012-01-24 00:00:00+05:30,170.3674183957234,178.39516099441676,167.41306947942297,176.31129455566406,3961170,0.0,0.0
2012-01-25 00:00:00+05:30,176.73332493880173,178.84356822814757,173.56794658818333,176.0211181640625,2210870,0.0,0.0
2012-01-27 00:00:00+05:30,175.59908117023082,176.18819067349722,169.54090921383425,170.78067016601562,1419770,0.0,0.0
2012-01-30 00:00:00+05:30,169.69917838949775,171.89735427537207,167.45703630258575,167.98460388183594,1510025,0.0,0.0
2012-01-31 00:00:00+05:30,170.57842849952428,172.73263792869844,161.78572599954882,165.50503540039062,10491405,0.0,0.0
2012-02-01 00:00:00+05:30,165.3028167136579,169.64641415055578,164.17735180085037,168.08131408691406,3862510,0.0,0.0
2012-02-02 00:00:00+05:30,170.5608597181855,171.2291137746568,161.78574533131976,167.5537567138672,4045305,0.0,0.0
2012-02-03 00:00:00+05:30,166.48983623465716,169.93657419161858,165.3028159661327,169.31228637695312,2196335,0.0,0.0
2012-02-06 00:00:00+05:30,169.69917623991066,172.6007710558303,169.58486680198087,171.3785858154297,2151240,0.0,0.0
2012-02-07 00:00:00+05:30,172.3369717606823,174.79893118344054,171.47529065852677,172.82936096191406,1823010,0.0,0.0
2012-02-08 00:00:00+05:30,173.23382986884388,175.34407311995497,171.46648806485396,172.46006774902344,2082205,0.0,0.0
2012-02-09 00:00:00+05:30,172.33698872743713,176.55748909387822,172.01166299100882,175.95079040527344,1398515,0.0,0.0
2012-02-10 00:00:00+05:30,175.50235559722915,180.07455843093857,175.17701646599875,177.1993408203125,3017920,0.0,0.0
2012-02-13 00:00:00+05:30,177.61259364367695,177.61259364367695,172.55678961669108,174.93081665039062,2343565,0.0,0.0
2012-02-14 00:00:00+05:30,174.44721502496165,179.62611634367335,174.1131014479025,178.62374877929688,2831565,0.0,0.0
2012-02-15 00:00:00+05:30,180.07456680611915,186.01842942472754,179.37114785669436,184.69952392578125,3401820,0.0,0.0
2012-02-16 00:00:00+05:30,183.80265614271676,187.0735427059567,182.3606533988819,185.81619262695312,1998070,0.0,0.0
2012-02-17 00:00:00+05:30,186.40530532425421,191.55782986657923,186.40530532425421,189.30690002441406,2697195,0.0,0.0
2012-02-21 00:00:00+05:30,189.51792383180708,191.8655874542863,187.46043444911817,188.4716033935547,1294670,0.0,0.0
2012-02-22 00:00:00+05:30,190.62579418284585,191.6897036793031,179.07218355574705,180.5669403076172,2349735,0.0,0.0
2012-02-23 00:00:00+05:30,178.49185585447125,182.27272050909264,174.2889452480732,176.337646484375,5007370,0.0,0.0
2012-02-24 00:00:00+05:30,177.2609100380164,179.37115353651143,168.99576059960873,169.73434448242188,3546480,0.0,0.0
2012-02-27 00:00:00+05:30,169.17161801978318,170.28829517404466,156.19359186647688,159.83377075195312,2833265,0.0,0.0
2012-02-28 00:00:00+05:30,162.48915443465228,170.56084936414976,160.4228638590532,167.2899627685547,3359015,0.0,0.0
2012-02-29 00:00:00+05:30,168.46819408134672,172.6623037333423,166.34914944798882,167.6416778564453,2111590,0.0,0.0
2012-03-01 00:00:00+05:30,168.09888329631886,168.77592515892417,163.76408731762416,166.82394409179688,1544975,0.0,0.0
2012-03-02 00:00:00+05:30,168.81989661558723,171.2818561245512,164.69611678597758,167.71202087402344,1968305,0.0,0.0
2012-03-05 00:00:00+05:30,169.2595519035138,169.2595519035138,162.70018881994827,165.48748779296875,2524965,0.0,0.0
2012-03-06 00:00:00+05:30,165.47867367847323,170.19156319122234,161.89124911653582,164.12460327148438,2156385,0.0,0.0
2012-03-07 00:00:00+05:30,164.11581108861182,165.30283146845667,161.43404716243117,163.94876098632812,1138560,0.0,0.0
2012-03-09 00:00:00+05:30,166.00624363501484,168.81990605257087,165.66332873750957,168.41543579101562,1121265,0.0,0.0
2012-03-12 00:00:00+05:30,172.84695837303892,173.73501655217203,168.74076765378368,170.76309204101562,1752390,0.0,0.0
2012-03-13 00:00:00+05:30,172.65352783255662,173.50642115215183,170.9477411933662,171.6863250732422,1597035,0.0,0.0
2012-03-14 00:00:00+05:30,173.57676453583574,181.95620997149945,172.55680770090603,180.5229949951172,3922720,0.0,0.0
2012-03-15 00:00:00+05:30,180.77796773727408,182.00894071362512,174.0955085086849,175.2737274169922,2585460,0.0,0.0
2012-03-16 00:00:00+05:30,176.85643696969083,179.37115069750618,168.03735646705817,169.42660522460938,2724385,0.0,0.0
2012-03-19 00:00:00+05:30,169.87502233462746,170.57844127060983,162.75294082638175,163.09585571289062,2227910,0.0,0.0
2012-03-20 00:00:00+05:30,164.37080004390222,169.52332478981984,162.38364048237796,168.48577880859375,2396555,0.0,0.0
2012-03-21 00:00:00+05:30,167.61531076726433,171.86218815897593,166.72723912897592,171.4577178955078,1526215,0.0,0.0
2012-03-22 00:00:00+05:30,172.60078471138087,173.6998727273517,164.61700775337647,166.22607421875,2118010,0.0,0.0
2012-03-23 00:00:00+05:30,166.70965995700678,168.9166236556267,163.9047854572744,167.31634521484375,1387375,0.0,0.0
2012-03-26 00:00:00+05:30,167.41306113587763,167.4570273345607,159.32377699239532,160.2646026611328,1710665,0.0,0.0
2012-03-27 00:00:00+05:30,162.9991311122708,165.12696361006758,158.6555337207898,162.71775817871094,2742515,0.0,0.0
2012-03-28 00:00:00+05:30,163.19256393497298,163.19256393497298,159.33256807015536,160.43165588378906,1558880,0.0,0.0
2012-03-29 00:00:00+05:30,159.14790472865593,161.49555453095977,157.99606292396064,159.9480438232422,2087625,0.0,0.0
2012-03-30 00:00:00+05:30,162.13744098840633,164.52905732250292,160.77458273117506,162.66500854492188,2163920,0.0,0.0
2012-04-02 00:00:00+05:30,163.8608126803604,165.63694243255608,162.13743699919826,163.36842346191406,1457605,0.0,0.0
