Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,5200.0,5200.0,5200.0,5200.0,4629.8544921875,0
2019-01-02,5200.0,5245.0,5200.0,5240.0,4665.4677734375,35956000
2019-01-03,5200.0,5220.0,5115.0,5180.0,4612.04736328125,72358000
2019-01-04,5175.0,5205.0,5125.0,5205.0,4634.3056640625,51465000
2019-01-07,5265.0,5325.0,5245.0,5245.0,4669.919921875,73438000
2019-01-08,5230.0,5320.0,5205.0,5240.0,4665.4677734375,66247500
2019-01-09,5300.0,5320.0,5225.0,5255.0,4678.82421875,84871000
2019-01-10,5300.0,5300.0,5190.0,5255.0,4678.82421875,114314500
2019-01-11,5280.0,5300.0,5235.0,5250.0,4674.3720703125,84826500
2019-01-14,5220.0,5235.0,5150.0,5200.0,4629.8544921875,87547500
2019-01-15,5230.0,5260.0,5190.0,5260.0,4683.2763671875,87763000
2019-01-16,5260.0,5285.0,5245.0,5285.0,4705.5341796875,94972500
2019-01-17,5290.0,5330.0,5285.0,5330.0,4745.6005859375,91654000
2019-01-18,5340.0,5425.0,5315.0,5425.0,4830.18359375,100873500
2019-01-21,5425.0,5600.0,5390.0,5545.0,4937.02734375,87118000
2019-01-22,5600.0,5620.0,5450.0,5600.0,4985.9970703125,91907000
2019-01-23,5600.0,5600.0,5475.0,5500.0,4896.9609375,98512500
2019-01-24,5430.0,5485.0,5355.0,5460.0,4861.34716796875,106781000
2019-01-25,5400.0,5520.0,5400.0,5500.0,4896.9609375,68944000
2019-01-28,5515.0,5515.0,5475.0,5495.0,4892.5087890625,69704000
2019-01-29,5445.0,5550.0,5440.0,5540.0,4932.576171875,77679000
2019-01-30,5560.0,5560.0,5495.0,5520.0,4914.767578125,76285000
2019-01-31,5520.0,5640.0,5520.0,5635.0,5017.15869140625,135904500
2019-02-01,5680.0,5750.0,5560.0,5635.0,5017.15869140625,57719500
2019-02-04,5635.0,5635.0,5500.0,5500.0,4896.9609375,113846500
2019-02-05,5500.0,5500.0,5500.0,5500.0,4896.9609375,0
2019-02-06,5500.0,5540.0,5495.0,5535.0,4928.12353515625,121996500
2019-02-07,5535.0,5535.0,5505.0,5530.0,4923.671875,63697500
2019-02-08,5530.0,5535.0,5500.0,5520.0,4914.767578125,65268500
2019-02-11,5520.0,5530.0,5460.0,5495.0,4892.5087890625,37639000
2019-02-12,5530.0,5530.0,5450.0,5460.0,4861.34716796875,95883500
