Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-02 00:00:00+05:30,108.73187361273624,110.20494640181634,107.93625484968676,109.74018096923828,14927627,0.0,0.0
2012-01-03 00:00:00+05:30,111.07146611211117,114.85261863562172,111.07146611211117,114.34846496582031,18500311,0.0,0.0
2012-01-04 00:00:00+05:30,115.5458047587736,118.00355659879102,115.07315915708058,117.07401275634766,32952243,0.0,0.0
2012-01-05 00:00:00+05:30,117.37340240770045,119.23247757310939,116.42811084711765,117.86180877685547,23203350,0.0,0.0
2012-01-06 00:00:00+05:30,116.90074864426829,120.20925565839998,114.69507289419062,118.42897033691406,22273933,0.0,0.0
2012-01-09 00:00:00+05:30,117.53095984325313,118.94888401565939,115.16773085262432,117.81454467773438,18357806,0.0,0.0
2012-01-10 00:00:00+05:30,118.27143465966996,122.73005535387723,118.16903048997118,122.02108001708984,22240036,0.0,0.0
2012-01-11 00:00:00+05:30,122.58822846865489,124.46305062031091,121.80835713962497,122.91120147705078,27287084,0.0,0.0
2012-01-12 00:00:00+05:30,122.87182278853057,125.53438354710302,121.95803929818076,123.10813903808594,27573436,0.0,0.0
2012-01-13 00:00:00+05:30,124.1164619049853,127.56677477814128,123.0136305658665,124.37641906738281,32983258,0.0,0.0
2012-01-16 00:00:00+05:30,123.20268776411304,125.47137950661535,122.46220454968812,124.71514892578125,27942612,0.0,0.0
2012-01-17 00:00:00+05:30,126.03852689620246,126.73174144513611,123.42322166857886,123.76195526123047,23766616,0.0,0.0
2012-01-18 00:00:00+05:30,122.85606825989326,123.19480189699402,120.05171496890614,121.25695037841797,24342285,0.0,0.0
2012-01-19 00:00:00+05:30,122.96633662871974,126.33787230529461,122.96633662871974,125.5973892211914,24162462,0.0,0.0
2012-01-20 00:00:00+05:30,128.2442231415431,134.16803588461758,128.2442231415431,132.72647094726562,53063989,0.0,0.0
2012-01-23 00:00:00+05:30,132.81311310472145,137.31900174478915,132.81311310472145,134.97940063476562,25234418,0.0,0.0
2012-01-24 00:00:00+05:30,135.4914429283106,141.00562609987745,133.4512003113994,139.91067504882812,46604728,0.0,0.0
2012-01-25 00:00:00+05:30,140.50148084336988,141.00563461267024,136.9566570903356,138.65029907226562,31109006,0.0,0.0
2012-01-27 00:00:00+05:30,139.90277775445574,140.29664698870985,136.14525283102085,139.8948974609375,25271570,0.0,0.0
2012-01-30 00:00:00+05:30,138.16974011881658,138.83931381306527,133.60084932343887,134.26254272460938,24137976,0.0,0.0
2012-01-31 00:00:00+05:30,135.4520372849591,142.8725632243564,135.3260054774118,142.132080078125,56490241,0.0,0.0
2012-02-01 00:00:00+05:30,143.05373953196323,143.4239810938666,138.32729567466623,140.20211791992188,43818566,0.0,0.0
2012-02-02 00:00:00+05:30,141.63580813961534,143.65242285665636,138.524229279006,142.16358947753906,46734902,0.0,0.0
2012-02-03 00:00:00+05:30,142.42355288605495,144.74739337795728,140.54873048232602,144.3614044189453,27169367,0.0,0.0
2012-02-06 00:00:00+05:30,145.73205742239264,147.59899933111618,144.8340213427857,146.2125701904297,32126297,0.0,0.0
