,date,instrument,ROE,Free_Cash_Flow,PE_TTM,market_cap,amount,open,close
212545,2022/7/4,002648.SZA,7.5844,-1423896320,9.255094,62574991622,242153295,223.51471,224.8117
212546,2022/7/5,002648.SZA,7.5844,-1423896320,9.304929,62911933885,367988285,225.41696,226.02223
212547,2022/7/6,002648.SZA,7.5844,-1423896320,8.952523,60529270742,387202099,223.60118,217.4621
212548,2022/7/7,002648.SZA,7.5844,-1423896320,8.863532,59927588130,246611186,217.4621,215.30045
212549,2022/7/8,002648.SZA,7.5844,-1423896320,8.920486,60312665002,247430524,216.1651,216.6839
212550,2022/7/11,002648.SZA,7.5844,-1423896320,8.543163,57761530728,286038516,216.1651,207.5185
212551,2022/7/12,002648.SZA,7.5844,-1423896320,8.792339,59446242041,339568414,208.98842,213.57112
212552,2022/7/13,002648.SZA,7.5844,-1423896320,8.653513,58507617167,160065775,211.92827,210.19894
212553,2022/7/14,002648.SZA,7.5844,-1423896320,8.749623,59157434387,179678367,210.19894,212.53352
212554,2022/7/15,002648.SZA,7.5844,-1423896320,8.5111265,57544924988,392155193,210.97714,206.7403
212555,2022/7/18,002648.SZA,7.5844,-1423896320,8.571641,57954069164,301998824,205.35684,208.21022
212556,2022/7/19,002648.SZA,7.5844,-1423896320,8.646394,58459482558,263060622,208.0373,210.02602
212557,2022/7/20,002648.SZA,7.5844,-1423896320,8.902688,60192328479,338630241,209.76662,216.25157
212558,2022/7/21,002648.SZA,7.5844,-1423896320,8.746064,59133367083,158154316,215.1275,212.44707
212559,2022/7/22,002648.SZA,7.5844,-1423896320,8.507567,57520857683,234924521,212.27412,206.65384
212560,2022/7/25,002648.SZA,7.5844,-1423896320,8.222795,55595473326,230378446,205.61624,199.73656
212561,2022/7/26,002648.SZA,7.5844,-1423896320,8.422135,56943242376,226190367,200.60121,204.57864
212562,2022/7/27,002648.SZA,7.5844,-1423896320,8.27619,55956482893,217614133,204.66512,201.03354
212563,2022/7/28,002648.SZA,7.5844,-1423896320,8.215675,55547338717,254473746,201.03354,199.56361
212564,2022/7/29,002648.SZA,7.5844,-1423896320,8.06973,54560579233,270065428,200.08241,196.01851
212565,2022/8/1,002648.SZA,7.5844,-1423896320,7.8846283,53309079401,412180830,194.98093,191.52228
212566,2022/8/2,002648.SZA,7.5844,-1423896320,7.6176543,51504031566,427982686,189.62003,185.03732
212567,2022/8/3,002648.SZA,7.5844,-1423896320,7.525103,50878281650,257297547,185.902,182.78922
212568,2022/8/4,002648.SZA,7.5844,-1423896320,7.5713787,51191156608,215334804,183.91327,183.91327
212569,2022/8/5,002648.SZA,7.5844,-1423896320,7.774279,52562992962,311138068,184.69147,188.84183
212570,2022/8/8,002648.SZA,7.5844,-1423896320,7.895307,53381281314,258726865,187.97717,191.78168
212571,2022/8/9,002648.SZA,7.5844,-1423896320,7.9665003,53862627404,224851199,192.9922,193.511
212572,2022/8/10,002648.SZA,7.5844,-1423896320,8.133803,54993790714,310133742,191.52228,197.5749
212573,2022/8/11,002648.SZA,7.5844,-1423896320,8.318906,56245290546,395367461,200.34181,202.07114
212574,2022/8/12,002648.SZA,7.5844,-1423896320,9.151864,61877039792,1128709755,204.31926,222.30418
212575,2022/8/15,002648.SZA,7.5844,-1423896320,9.614618,65005789373,2857055688,228.27034,233.54477
212576,2022/8/16,002648.SZA,7.5844,-1423896320,10.073813,68110471650,2562628090,239.68387,244.6989
212577,2022/8/17,002648.SZA,7.5844,-1423896320,9.454434,63922760672,2026470465,239.94327,229.65381
212578,2022/8/18,002648.SZA,7.5844,-1423896320,8.995239,60818078396,1710523814,224.8117,218.49968
212579,2022/8/19,002648.SZA,7.5844,-1423896320,8.845734,59807251608,1360827042,216.85683,214.8681
212580,2022/8/22,002648.SZA,7.5844,-1423896320,9.123386,61684501357,1038848261,215.21397,221.61246
212581,2022/8/23,002648.SZA,7.5844,-1423896320,8.970322,60649607264,743373247,220.92073,217.89442
212582,2022/8/24,002648.SZA,7.5844,-1423896320,8.464851,57232050030,990549227,218.75908,205.61624
212583,2022/8/25,002648.SZA,7.5844,-1423896320,8.649953,58483549862,449892283,207.34557,210.11247
212584,2022/8/26,002648.SZA,7.5844,-1423896320,8.596559,58122540295,362811552,209.16135,208.81549
212585,2022/8/29,002648.SZA,7.5844,-1423896320,8.429255,56991376985,437937350,205.78917,204.75159
212586,2022/8/30,002648.SZA,13.5342,4526130176,8.167941,54416175407,782199088,208.38316,195.49971
212587,2022/8/31,002648.SZA,13.5342,4526130176,7.922289,52779598703,471159564,192.90573,189.62003
212588,2022/9/1,002648.SZA,13.5342,4526130176,7.907839,52683329485,378968139,189.9659,189.27415
212589,2022/9/2,002648.SZA,13.5342,4526130176,7.868101,52418589136,243740711,189.4471,188.32303
212590,2022/9/5,002648.SZA,13.5342,4526130176,7.6946993,51263358521,361100769,187.6313,184.17267
212591,2022/9/6,002648.SZA,13.5342,4526130176,8.03789,53549752446,515537424,185.46965,192.38693
212592,2022/9/7,002648.SZA,13.5342,4526130176,7.9114513,52707396789,553129423,192.4734,189.36063
212593,2022/9/8,002648.SZA,13.5342,4526130176,7.622449,50782012432,724531892,190.22528,182.44334
212594,2022/9/9,002648.SZA,13.5342,4526130176,7.665799,51070820085,386713198,181.66515,183.48094
212595,2022/9/13,002648.SZA,13.5342,4526130176,7.579098,50493204778,369872427,184.17267,181.40575
212596,2022/9/14,002648.SZA,13.5342,4526130176,7.293708,48591887725,524048591,177.34184,174.57494
212597,2022/9/15,002648.SZA,13.5342,4526130176,7.076956,47147849457,582068018,175.26666,169.38698
212598,2022/9/16,002648.SZA,13.5342,4526130176,6.8385286,45559407362,413741105,169.90576,163.6802
212599,2022/9/19,002648.SZA,13.5342,4526130176,6.820466,45439070839,303834527,162.2103,163.24788
212600,2022/9/20,002648.SZA,13.5342,4526130176,7.2359076,48206810853,762309583,165.15013,173.19148
212601,2022/9/21,002648.SZA,13.5342,4526130176,7.3984714,49289839555,713585096,172.06741,177.08244
212602,2022/9/22,002648.SZA,13.5342,4526130176,7.3840213,49193570337,385781841,176.47719,176.73659
212603,2022/9/23,002648.SZA,13.5342,4526130176,7.7525,51648435393,818466440,176.65012,185.55612
212604,2022/9/26,002648.SZA,13.5342,4526130176,7.759725,51696570002,489731395,183.91327,185.72905
212605,2022/9/27,002648.SZA,13.5342,4526130176,7.933127,52851800616,695378592,185.81552,189.87943
212606,2022/9/28,002648.SZA,13.5342,4526130176,7.711726,51376794361,432821522,189.79295,184.605
212607,2022/9/29,002648.SZA,13.5342,4526130176,7.6683817,51088025493,330458060,185.46965,183.5674
212608,2022/9/30,002648.SZA,13.5342,4526130176,7.68283,51184281782,317678692,186.07492,183.91327
212609,2022/10/10,002648.SZA,13.5342,4526130176,7.469719,49764501516,263604126,185.03732,178.81177
212610,2022/10/11,002648.SZA,13.5342,4526130176,7.5130634,50053270384,216484920,180.80049,179.84937
212611,2022/10/12,002648.SZA,13.5342,4526130176,7.263832,48392849395,544236467,178.63884,173.88321
212612,2022/10/13,002648.SZA,13.5342,4526130176,6.7509212,44975751129,593708155,172.52475,164.86797
212613,2022/10/14,002648.SZA,13.5342,4526130176,6.755978,45009440830,518379310,165.11496,164.99146
212614,2022/10/17,002648.SZA,13.5342,4526130176,7.0037646,46660236190,628112190,164.25047,171.04279
212615,2022/10/18,002648.SZA,13.5342,4526130176,7.3122334,48715307964,689367228,170.6723,178.57608
212616,2022/10/19,002648.SZA,13.5342,4526130176,7.0391626,46896064098,493260757,178.08209,171.90727
212617,2022/10/20,002648.SZA,13.5342,4526130176,6.831831,45514786348,340805738,169.56084,166.8439
212618,2022/10/21,002648.SZA,13.5342,4526130176,6.6952953,44605164415,266426698,166.59691,163.50949
212619,2022/10/24,002648.SZA,13.5342,4526130176,6.4930205,43257576366,330967258,162.52153,158.56964
212620,2022/10/25,002648.SZA,14.906,2857807104,8.883121,42347954434,440180817,150.66585,155.23523
212621,2022/10/26,002648.SZA,14.906,2857807104,9.427274,44942061427,578988511,156.2232,164.74446
212622,2022/10/27,002648.SZA,14.906,2857807104,9.363671,44638854117,234861500,166.10292,163.633
212623,2022/10/28,002648.SZA,14.906,2857807104,8.996191,42886989653,232829112,163.633,157.21117
212624,2022/10/31,002648.SZA,14.906,2857807104,8.762982,41775229513,202588090,155.60571,153.13579
212625,2022/11/1,002648.SZA,14.906,2857807104,9.264734,44167198299,246018574,155.23523,161.90404
212626,2022/11/2,002648.SZA,14.906,2857807104,9.271801,44200888001,297078407,161.28656,162.02754
212627,2022/11/3,002648.SZA,14.906,2857807104,9.519143,45380027543,324803819,159.6811,166.34991
212628,2022/11/4,002648.SZA,14.906,2857807104,9.582746,45683234854,368416698,166.34991,167.4614
212629,2022/11/7,002648.SZA,14.906,2857807104,10.098631,48142583043,497262071,167.0909,176.47664
212630,2022/11/8,002648.SZA,14.906,2857807104,10.239969,48816377068,466532519,176.35315,178.94658
212631,2022/11/9,002648.SZA,14.906,2857807104,9.992627,47637237525,273892671,178.57608,174.62419
212632,2022/11/10,002648.SZA,14.906,2857807104,9.844222,46929753799,239828098,174.62419,172.03076
212633,2022/11/11,002648.SZA,14.906,2857807104,10.176367,48513169757,437615675,177.8351,177.8351
212634,2022/11/14,002648.SZA,14.906,2857807104,10.098631,48142583043,374136441,177.21762,176.47664
212635,2022/11/15,002648.SZA,14.906,2857807104,10.254104,48883756470,347413806,176.22964,179.19357
212636,2022/11/16,002648.SZA,14.906,2857807104,10.402509,49591240196,433008389,179.19357,181.787
212637,2022/11/17,002648.SZA,14.906,2857807104,10.013828,47738306629,286486347,179.56406,174.99467
212638,2022/11/18,002648.SZA,14.906,2857807104,9.900757,47199271409,200722010,174.1302,173.01874
212639,2022/11/21,002648.SZA,14.906,2857807104,9.914891,47266650812,183231403,171.90727,173.26573
212640,2022/11/22,002648.SZA,14.906,2857807104,9.8088875,46761305293,207488339,173.26573,171.41328
212641,2022/11/23,002648.SZA,14.906,2857807104,9.929025,47334030214,212123534,171.41328,173.51273
212642,2022/11/24,002648.SZA,14.906,2857807104,9.943159,47401409617,106138661,172.89523,173.75972
212643,2022/11/25,002648.SZA,14.906,2857807104,10.027962,47805686031,197344412,174.00671,175.24167
212644,2022/11/28,002648.SZA,14.906,2857807104,9.70995,46289649476,197078690,172.89523,169.68433
212645,2022/11/29,002648.SZA,14.906,2857807104,10.035028,47839375732,297288133,169.19034,175.36517
212646,2022/11/30,002648.SZA,14.906,2857807104,10.282371,49018515275,375522846,175.48866,179.68755
212647,2022/12/1,002648.SZA,14.906,2857807104,10.706387,51039897348,483752909,181.6635,187.09735
212648,2022/12/2,002648.SZA,14.906,2857807104,10.614516,50601931232,355303207,186.35637,185.4919
212649,2022/12/5,002648.SZA,14.906,2857807104,11.186937,53330797031,553818766,185.4919,195.49512
212650,2022/12/6,002648.SZA,14.906,2857807104,11.165736,53229727928,458024069,193.64267,195.12463
212651,2022/12/7,002648.SZA,14.906,2857807104,10.861858,51781070775,370945742,195.00113,189.81427
212652,2022/12/8,002648.SZA,14.906,2857807104,10.81239,51545242867,273989656,189.56728,188.9498
212653,2022/12/9,002648.SZA,14.906,2857807104,11.095067,52892830915,296221427,190.18477,193.88966
212654,2022/12/12,002648.SZA,14.906,2857807104,10.791189,51444173763,277113103,193.64267,188.57932
212655,2022/12/13,002648.SZA,14.906,2857807104,10.784122,51410484062,253823404,189.1968,188.45581
212656,2022/12/14,002648.SZA,14.906,2857807104,10.755855,51275725257,160202157,187.71483,187.96182
212657,2022/12/15,002648.SZA,14.906,2857807104,10.614516,50601931232,255572135,188.9498,185.4919
212658,2022/12/16,002648.SZA,14.906,2857807104,10.911327,52016898684,395320570,185.86238,190.67876
212659,2022/12/19,002648.SZA,14.906,2857807104,10.621583,50635620934,237394728,190.18477,185.61539
212660,2022/12/20,002648.SZA,14.906,2857807104,10.501446,50062896013,185369975,185.73889,183.51595
212661,2022/12/21,002648.SZA,14.906,2857807104,10.529714,50197654818,195855500,182.77496,184.00993
212662,2022/12/22,002648.SZA,14.906,2857807104,10.593315,50500862129,215771571,184.00993,185.1214
212663,2022/12/23,002648.SZA,14.906,2857807104,10.091564,48108893342,267300628,182.89847,176.35315
223726,2022/6/13,002709.SZA,18.9366,-1529103232,28.065664,95967829178,5139180636,641.60803,700.01263
223727,2022/6/14,002709.SZA,18.9366,-1529103232,29.9232,1.02319E+11,5755737673,687.7982,746.34314
223728,2022/6/15,002709.SZA,18.9366,-1529103232,28.960659,99028175114,4584680809,753.08215,722.3355
223729,2022/6/16,002709.SZA,18.9366,-1529103232,30.080809,1.02858E+11,4115432948,720.22955,750.27423
223730,2022/6/17,002709.SZA,18.9366,-1529103232,32.46746,1.11019E+11,5324718554,740.587,809.802
223731,2022/6/20,002709.SZA,18.9366,-1529103232,33.199215,1.13522E+11,5904072197,810.9252,828.0534
223732,2022/6/21,002709.SZA,18.9366,-1529103232,32.40554,1.10808E+11,5292074339,819.3489,808.2576
223733,2022/6/22,002709.SZA,18.9366,-1529103232,34.09421,1.16582E+11,5391456100,814.01385,850.37634
223734,2022/6/23,002709.SZA,18.9366,-1529103232,34.268707,1.17179E+11,5104661012,856.4133,854.7286
223735,2022/6/24,002709.SZA,18.9366,-1529103232,35.400112,1.21047E+11,5063889797,850.6571,882.9481
223736,2022/6/27,002709.SZA,18.9366,-1529103232,35.034237,1.19796E+11,4931183374,887.86194,873.8224
223737,2022/6/28,002709.SZA,18.9366,-1529103232,37.122555,1.26937E+11,5344429283,891.51227,925.9092
223738,2022/6/29,002709.SZA,18.9366,-1529103232,34.887886,1.19296E+11,5099326354,912.5716,870.1721
223739,2022/6/30,002709.SZA,18.9366,-1529103232,34.932915,1.1945E+11,3650245262,868.7682,871.2953
223740,2022/7/1,002709.SZA,18.9366,-1529103232,35.338196,1.20836E+11,3823760121,863.4331,881.40375
223741,2022/7/4,002709.SZA,18.9366,-1529103232,37.1507,1.27033E+11,4925736523,871.57605,926.61115
223742,2022/7/5,002709.SZA,18.9366,-1529103232,37.57287,1.28477E+11,3976293659,936.86005,937.1408
223743,2022/7/6,002709.SZA,18.9366,-1529103232,36.396427,1.24454E+11,3239177466,929.2787,907.79816
223744,2022/7/7,002709.SZA,18.9366,-1529103232,36.649727,1.2532E+11,3601219702,898.53204,914.11597
223745,2022/7/8,002709.SZA,18.9366,-1529103232,35.186214,1.20316E+11,2895372373,919.73175,877.6131
223746,2022/7/11,002709.SZA,18.9366,-1529103232,34.4038,1.1764E+11,3139746371,871.99725,858.0981
223747,2022/7/12,002709.SZA,18.9366,-1529103232,32.653214,1.11655E+11,4247186287,857.9577,814.43506
223748,2022/7/13,002709.SZA,18.9366,-1529103232,34.13924,1.16736E+11,3499590839,828.3342,851.4995
