"month","year","month_number","start_date","end_date","bank_name","no_atms_on_site","no_atms_off_site","no_pos_on_line","no_pos_off_line","no_credit_cards","no_credit_card_atm_txn","no_credit_card_pos_txn","no_credit_card_atm_txn_value_in_mn","no_credit_card_pos_txn_value_in_mn","no_debit_cards","no_debit_card_atm_txn","no_debit_card_pos_txn","no_debit_card_atm_txn_value_in_mn","no_debit_card_pos_txn_value_in_mn"
"May","2017",5,2017-05-01,2017-05-31,"DENA BANK",1290,248,4926,0,0,0,0,0,0,7728592,1651283,656484,6445.09333119,1009.87657663
"May","2017",5,2017-05-01,2017-05-31,"INDIAN BANK",2454,613,12358,0,81217,2957,148238,17,326.5,17941522,22974978,5053113,43249.9,5465
"May","2017",5,2017-05-01,2017-05-31,"INDIAN OVERSEAS BANK",2618,886,13877,0,43710,581,85402,2.273476,209.536692,16300633,12289007,3744708,37452.44067,9954.763789
"May","2017",5,2017-05-01,2017-05-31,"ORIENTAL BANK OF COMMERCE",2291,317,7589,0,0,0,0,0,0,10521065,4501407,2471421,19734.105,2996.333
"May","2017",5,2017-05-01,2017-05-31,"PUNJAB AND SIND BANK",1072,188,0,0,0,0,0,0,0,2672616,894006,278167,3773.412053,463.7909887
"May","2017",5,2017-05-01,2017-05-31,"PUNJAB NATIONAL BANK",6089,4701,36675,0,269599,8658,366985,36.28480065,768.17085408,56165093,21369435,10622846,97140.95585023,13951.58216174
"May","2017",5,2017-05-01,2017-05-31,"SYNDICATE BANK",3627,404,7641,0,75080,2784,134633,12.0463495,291.91129886,13856415,10701792,3157409,29334.91088353,4158.6
"May","2017",5,2017-05-01,2017-05-31,"UCO BANK",2237,570,6099,0,0,0,0,0,0,10451886,4740930,1955885,18695.865869,2657.69149297
"May","2017",5,2017-05-01,2017-05-31,"UNION BANK OF INDIA",4527,3038,45518,0,187337,2581,161053,12.3062172,772.3341377,19890545,16886819,6090486,53871.12387978,7302.8
"May","2017",5,2017-05-01,2017-05-31,"UNITED BANK OF INDIA",995,1043,1762,0,0,0,0,0,0,10465415,5552693,1163912,20861.134636,1589.35202
"May","2017",5,2017-05-01,2017-05-31,"VIJAYA BANK",1649,381,6814,0,49484,7795,117437,37.024816,369.02755218,5996998,5024201,1540602,15851.600274,2402.56967035
"May","2017",5,2017-05-01,2017-05-31,"IDBI LTD",2150,1648,35618,0,23302,821,95713,4.02481019,213.6065393,10741384,7925387,4340064,35621.37685478,6496.16404641
"May","2017",5,2017-05-01,2017-05-31,"STATE BANK OF INDIA",29150,29917,594037,0,4807860,98169,16002036,403.0143225,55724.88678846,264888637,320809290,79695542,894155.47546595,114597.00664307
"May","2017",5,2017-05-01,2017-05-31,"AXIS BANK LTD",3234,11110,459242,0,3469177,62321,10507320,233.654189,32189.035604,20625087,22169040,18159561,102981.151939,26147.4863547293
"May","2017",5,2017-05-01,2017-05-31,"BANDHAN BANK",372,0,8358,0,0,0,0,0,0,9737585,3101457,316064,7488.085711,449.46134259
"May","2017",5,2017-05-01,2017-05-31,"CATHOLIC SYRIAN BANK LTD",202,60,0,0,0,0,0,0,0,966862,441486,121356,1394.85397427,255.09604109
"May","2017",5,2017-05-01,2017-05-31,"CITY UNION BANK",824,684,10087,0,786,74,2790,0.1549,3.73819945,1668539,1769327,715704,7650.07122573,937.85818034
"May","2017",5,2017-05-01,2017-05-31,"DEVELOPMENT CREDIT BANK",228,267,1585,0,6681,973,16844,5.021159,29.060334,480568,640942,266254,1675.325094,509.520236
"May","2017",5,2017-05-01,2017-05-31,"DHANALAKSHMI BANK LTD",200,171,1253,0,7502,73,16470,0.3374,36.208558,651915,504082,207948,1680.363475,319.22561078
"May","2017",5,2017-05-01,2017-05-31,"FEDERAL BANK LTD",1154,519,11380,0,0,0,0,0,0,5698072,4592244,2243178,22812.87412706,3611.855572
"May","2017",5,2017-05-01,2017-05-31,"HDFC BANK LTD",5841,6399,422758,0,8840919,152128,33003678,825.9480546,104708.535909,24079920,27915404,34060320,138407.52194435,46579.630695
"May","2017",5,2017-05-01,2017-05-31,"ICICI BANK LTD",5102,8620,334438,0,4310531,25694,16057746,94.747149,41169.184786,37160980,27248910,31581525,135939.058399,44882.921882
"May","2017",5,2017-05-01,2017-05-31,"IDFC BANK LTD",20,1,1184,0,0,0,0,0,0,351530,450030,356558,1273.265423,248.316663
"May","2017",5,2017-05-01,2017-05-31,"INDUSIND BANK LTD",896,1174,29466,0,615933,9611,2032311,50.17147887,11616.52143431,3430363,2188611,1812606,10013.07707846,2674.03750802
"May","2017",5,2017-05-01,2017-05-31,"JAMMU AND KASHMIR BANK",651,464,11796,0,458469,6814,127790,22.67025361,418.5831584,4906798,4825147,124986,21827.40840423,364.3261279
"May","2017",5,2017-05-01,2017-05-31,"KARNATAKA BANK LTD",555,845,11872,0,0,0,0,0,0,3749603,3344580,1723298,13271.8,2242.5
"May","2017",5,2017-05-01,2017-05-31,"KARUR VYSYA BANK LTD",765,983,23936,0,0,0,0,0,0,4474597,4454349,1796017,19087.27998752,2285.98036422
"May","2017",5,2017-05-01,2017-05-31,"KOTAK MAHINDRA BANK LTD",984,1182,0,0,1087905,23202,2617507,101.49135421,7911.6450151,5382764,4328859,4785548,18318.81332314,6477.78653018
"May","2017",5,2017-05-01,2017-05-31,"RATNAKAR BANK LIMITED",163,224,178466,0,331762,14912,1129982,81.9837,4259.800272,619044,354086,266140,1443.1175608,378.9505507
"May","2017",5,2017-05-01,2017-05-31,"SOUTH INDIAN BANK",759,554,7541,0,0,0,0,0,0,3391803,2347099,1116035,9442.224079,1750.314657
"May","2017",5,2017-05-01,2017-05-31,"TAMILNAD MERCANTILE BANK LTD",455,636,6031,0,8675,25,15149,0.0263,40.186378,1061440,4487220,471215,18007.713,589.6839849
"May","2017",5,2017-05-01,2017-05-31,"THE LAXMI VILAS BANK LTD",377,596,6709,0,0,0,0,0,0,1256946,760664,224679,3026.8,372.9699
"May","2017",5,2017-05-01,2017-05-31,"YES BANK LTD",680,1116,59510,0,115750,3110,381311,14.59875903,1057.99057985,1688720,2790839,1806098,9788.3418047,2503.96351772
"May","2017",5,2017-05-01,2017-05-31,"AMERICAN EXPRESS",0,0,26907,0,1037797,3063,5104487,19.7607,36571.919657,0,0,0,0,0
"May","2017",5,2017-05-01,2017-05-31,"BANK OF AMERICA",0,0,0,0,15114,199,43903,1.82177733,294.62146435,0,0,0,0,0
"May","2017",5,2017-05-01,2017-05-31,"BARCLAYS BANK PLC",0,0,0,0,0,0,0,0,0,3380,202,179,1.57706831,0.65349934
"May","2017",5,2017-05-01,2017-05-31,"CITI BANK",51,506,29089,0,2554120,43604,19391617,257.921021,44179.976146,1585669,2006810,5013089,8258.946412,9100.478638
"May","2017",5,2017-05-01,2017-05-31,"DBS BANK",5,25,0,0,0,0,0,0,0,1238161,203362,338455,437.97195753,361.91817045
"May","2017",5,2017-05-01,2017-05-31,"DEUTSCHE BANK LTD",13,19,0,0,0,0,0,0,0,107573,122146,202565,595.666817,334.705214
"May","2017",5,2017-05-01,2017-05-31,"HONGKONG AND SHANGHAI BKG CORPN",44,54,0,0,450252,3591,1359635,27.01365,4189.558392,435518,317622,599110,1585.622396,1106.032551
"May","2017",5,2017-05-01,2017-05-31,"STANDARD CHARTERED BANK LTD",103,141,0,0,1121540,4887,4632939,23.8468,9995.04144,934302,1553889,2247910,5512.269555,2748.810658
"June","2017",6,2017-06-01,2017-06-30,"ALLAHABAD BANK",810,282,1454,0,0,0,0,0,0,11663532,6961613,1486092,16854.0166735,2034.7708634
"June","2017",6,2017-06-01,2017-06-30,"ANDHRA BANK",3131,797,14885,0,177912,10491,338484,49.6,834.7,21898234,12784841,2451950,34174.5,3341
"June","2017",6,2017-06-01,2017-06-30,"BANK OF BARODA",6363,4200,98065,0,134129,6395,340481,23.99374279,839.55559759,46654860,15705599,8578362,67727.64030269,9908.68304344
"June","2017",6,2017-06-01,2017-06-30,"BANK OF INDIA",3483,4234,25868,0,157816,13618,204364,75.245753,530.79003472,48660894,26017270,6998363,58363.41476164,7871.13183803
"June","2017",6,2017-06-01,2017-06-30,"BANK OF MAHARASHTRA",1291,591,1022,0,0,0,0,0,0,6676547,5365042,3110223,20764.006438,4363.259876
"June","2017",6,2017-06-01,2017-06-30,"CANARA BANK",5427,5132,14925,0,217697,32479,488112,155.42075575,996.65506858,36947143,17543150,7507506,74105.34479557,11155.3855604
"June","2017",6,2017-06-01,2017-06-30,"CENTRAL BANK OF INDIA",3478,1789,3069,0,112125,2795,150777,13.80738635,345.95591035,25293231,9704870,3307510,41364.77607,4827.45418036
"June","2017",6,2017-06-01,2017-06-30,"CORPORATION BANK",2325,864,143374,0,98652,2107,145213,10.04806619,365.9926826,11675920,5022337,3300817,21280.9878,4178.06951252
"June","2017",6,2017-06-01,2017-06-30,"DENA BANK",1290,248,5283,0,0,0,0,0,0,7821421,2244560,810525,9103.21960474,1229.86028229
"June","2017",6,2017-06-01,2017-06-30,"INDIAN BANK",2479,603,13906,0,80222,2897,139093,16,314.9,18129128,23025474,4772208,43918.8,5379.8
"June","2017",6,2017-06-01,2017-06-30,"INDIAN OVERSEAS BANK",2610,876,14728,0,43996,549,81936,2.224209,207.367417,16529831,12176391,3178435,38355.211906,8979.471682
"June","2017",6,2017-06-01,2017-06-30,"ORIENTAL BANK OF COMMERCE",2290,317,8080,0,0,0,0,0,0,10571656,4475055,2323003,19741.498,3001.699
"June","2017",6,2017-06-01,2017-06-30,"PUNJAB AND SIND BANK",1073,188,5,0,0,0,0,0,0,2701553,901983,256582,3799.801469,454.4336467
"June","2017",6,2017-06-01,2017-06-30,"PUNJAB NATIONAL BANK",5984,4518,38960,0,271769,9422,541429,38.38978819,1140.93871079,56589625,21538249,10330770,98530.35378623,14394.1754449
"June","2017",6,2017-06-01,2017-06-30,"SYNDICATE BANK",3645,404,8027,0,75495,2994,124603,13.259639,271.877839,14806448,10838885,3245626,30069.130933,3808.12443
"June","2017",6,2017-06-01,2017-06-30,"UCO BANK",2252,569,6084,0,0,0,0,0,0,10596678,4709807,1855436,18728.860649,2713.546489
"June","2017",6,2017-06-01,2017-06-30,"UNION BANK OF INDIA",4537,3037,47846,0,189511,2835,152015,13.717008,838.36513772,20110847,16765479,5779079,54206.16226764,6925.63378738
"June","2017",6,2017-06-01,2017-06-30,"UNITED BANK OF INDIA",1028,1087,1933,0,0,0,0,0,0,10560917,5685599,1181119,21931.682191,1749.919372
"June","2017",6,2017-06-01,2017-06-30,"VIJAYA BANK",1682,362,7031,0,48868,7960,114912,39.59127838,318.36143616,6073479,5077689,1463468,16138.446333,2356.088167
"June","2017",6,2017-06-01,2017-06-30,"IDBI LTD",2168,1656,35778,0,24066,795,90962,3.91729551,210.8924283,10794333,8113130,4704704,35527.69315272,6408.97625273
"June","2017",6,2017-06-01,2017-06-30,"STATE BANK OF INDIA",28981,30310,605535,0,4932698,99015,15517077,400.86702011,60048.84639804,265434590,327674875,76443770,948792.63714286,117213.48288529
"June","2017",6,2017-06-01,2017-06-30,"AXIS BANK LTD",3235,11076,467237,0,3522188,60448,9957826,235.182601,32544.402653,20918112,21459682,17537249,103766.52545305,26649.581904
"June","2017",6,2017-06-01,2017-06-30,"BANDHAN BANK",380,0,10786,0,0,0,0,0,0,9809145,3115166,321651,7668.91291275,480.92231016
"June","2017",6,2017-06-01,2017-06-30,"CATHOLIC SYRIAN BANK LTD",202,60,0,0,0,0,0,0,0,978872,445119,115946,1428.26003571,256.68649949
"June","2017",6,2017-06-01,2017-06-30,"CITY UNION BANK",833,682,10101,0,1331,179,4037,0.2837,6.55047381,1677507,1781311,656293,7970.07064383,932.73908204
"June","2017",6,2017-06-01,2017-06-30,"DEVELOPMENT CREDIT BANK",238,266,1673,0,14856,1044,50955,5.33608,39.86658,491224,642041,249336,1805.378416,491.689094
"June","2017",6,2017-06-01,2017-06-30,"DHANALAKSHMI BANK LTD",200,171,1285,0,7524,65,15785,0.276913,32.440745,663053,493157,195272,1676.042848,298.81792758
"June","2017",6,2017-06-01,2017-06-30,"FEDERAL BANK LTD",1179,499,11559,0,0,0,0,0,0,5767431,4655922,2137563,23667.62039632,3544.70353333
"June","2017",6,2017-06-01,2017-06-30,"HDFC BANK LTD",5845,6375,423268,0,9037897,157467,31393576,856.4456546,100785.132058,24307355,28559485,32987781,144751.53573026,47218.109071
"June","2017",6,2017-06-01,2017-06-30,"ICICI BANK LTD",5141,8639,336697,0,4346246,25625,15083414,95.069641,39753.394763,37574855,28018533,30667782,141117.896921,45716.831575
"June","2017",6,2017-06-01,2017-06-30,"IDFC BANK LTD",20,1,1277,0,0,0,0,0,0,396208,537681,383407,1479.128568,270.872845
"June","2017",6,2017-06-01,2017-06-30,"INDUSIND BANK LTD",1177,913,26659,0,634257,9940,2004620,52.23437467,11503.00322431,3468802,2256777,1719491,10395.01698137,2671.42349744
"June","2017",6,2017-06-01,2017-06-30,"JAMMU AND KASHMIR BANK",654,465,12130,0,456074,5445,121961,18.91901078,432.28321629,4578016,4913791,126728,24669.17776285,381.10607058
"June","2017",6,2017-06-01,2017-06-30,"KARNATAKA BANK LTD",556,841,11915,0,0,0,0,0,0,3805645,3481268,1649661,13691,2139.9
"June","2017",6,2017-06-01,2017-06-30,"KARUR VYSYA BANK LTD",764,986,23929,0,0,0,0,0,0,4502772,4675496,1740295,20281.25048176,2338.22242987
"June","2017",6,2017-06-01,2017-06-30,"KOTAK MAHINDRA BANK LTD",990,1183,0,0,1120696,26137,2600495,116.19204427,8089.47189632,5711905,5463721,4646223,20089.21570553,6616.50213368
"June","2017",6,2017-06-01,2017-06-30,"RATNAKAR BANK LIMITED",166,221,201277,0,362824,18101,1129439,99.2715687,4306.4115048,642246,383255,263044,1540.4827579,378.2199245
"June","2017",6,2017-06-01,2017-06-30,"SOUTH INDIAN BANK",744,559,7925,0,0,0,0,0,0,3532973,2368543,1082002,9647.306136,1740.06864479
"June","2017",6,2017-06-01,2017-06-30,"TAMILNAD MERCANTILE BANK LTD",458,643,5976,0,10088,79,17512,0.0623,45.24103582,1061440,4217517,289113,17372.6287,539.59181617
"June","2017",6,2017-06-01,2017-06-30,"THE LAXMI VILAS BANK LTD",382,597,6757,0,0,0,0,0,0,1280096,787162,206394,3222.3,349.1501
"June","2017",6,2017-06-01,2017-06-30,"YES BANK LTD",681,1115,62962,0,128735,3244,403123,14.44394898,1144.16413566,1738580,2816828,1789492,10148.118622,2557.70141991
"June","2017",6,2017-06-01,2017-06-30,"AMERICAN EXPRESS",0,0,28256,0,1049958,2872,5027041,18.9543,34565.047519,0,0,0,0,0
"June","2017",6,2017-06-01,2017-06-30,"BANK OF AMERICA",0,0,0,0,15316,247,46743,2.19876559,294.35376168,0,0,0,0,0
"June","2017",6,2017-06-01,2017-06-30,"BARCLAYS BANK PLC",0,0,0,0,0,0,0,0,0,3372,146,146,1.17158424,0.48427768
"June","2017",6,2017-06-01,2017-06-30,"CITI BANK",48,503,29422,0,2566205,41592,17796907,251.113701,40364.37772,1592335,2096797,4682373,8679.747228,8472.255403
"June","2017",6,2017-06-01,2017-06-30,"DBS BANK",5,24,0,0,0,0,0,0,0,1338323,236336,344764,507.94705099,356.74904187
"June","2017",6,2017-06-01,2017-06-30,"DEUTSCHE BANK LTD",13,18,0,0,0,0,0,0,0,109479,122323,192175,601.592389,326.049203
"June","2017",6,2017-06-01,2017-06-30,"HONGKONG AND SHANGHAI BKG CORPN",44,54,0,0,501500,3505,1251980,26.456134,3952.741012,448426,312385,555791,1539.134233,1048.75258
"June","2017",6,2017-06-01,2017-06-30,"STANDARD CHARTERED BANK LTD",103,137,0,0,1137061,4650,4136578,22.348842,9708.169599,952842,1633611,2205220,5732.51323,2832.362894
"July","2017",7,2017-07-01,2017-07-31,"ALLAHABAD BANK",811,281,1683,0,0,0,0,0,0,11772809,7246946,1727947,16903.79101828,1832.02811141
"July","2017",7,2017-07-01,2017-07-31,"ANDHRA BANK",3172,799,15000,0,181880,11660,331296,56.3,805.6,22023311,11566381,2357247,35058.5,3034.1
"July","2017",7,2017-07-01,2017-07-31,"BANK OF BARODA",6373,3849,101758,0,134507,6553,334177,23.9975276,751.98409608,47498221,16762312,9020195,68809.71349244,9142.46068093
"July","2017",7,2017-07-01,2017-07-31,"BANK OF INDIA",3483,4234,38730,0,170797,15847,204545,85.1178621,520.71600067,49184280,26834825,6995449,58419.80358041,7222.67590583
"July","2017",7,2017-07-01,2017-07-31,"BANK OF MAHARASHTRA",1291,591,1022,0,0,0,0,0,0,6750965,5817914,2992128,21125.576098,4449.022909
"July","2017",7,2017-07-01,2017-07-31,"CANARA BANK",5614,5099,15767,0,218691,35330,476816,165.64678843,951.92969422,37416362,17853937,7206884,72224.58460718,9678.91972269
"July","2017",7,2017-07-01,2017-07-31,"CENTRAL BANK OF INDIA",3485,1784,3680,0,111907,2842,141448,13.606839,306.322628,25701774,10297294,3210616,41793.040422,4317.380015
"July","2017",7,2017-07-01,2017-07-31,"CORPORATION BANK",2324,861,139276,0,99606,2135,141189,9.96734258,334.53154955,11763746,5093686,3185266,20758.9962,3747.02835736
"July","2017",7,2017-07-01,2017-07-31,"DENA BANK",1313,266,5447,0,0,0,0,0,0,7913927,3148006,1209746,12005.15713268,1426.48630848
"July","2017",7,2017-07-01,2017-07-31,"INDIAN BANK",2504,605,13376,0,80970,2842,135920,14.9,279.7,16864080,25021317,4752490,44445.5,4754.6
"July","2017",7,2017-07-01,2017-07-31,"INDIAN OVERSEAS BANK",2598,866,15042,0,44175,572,79643,2.185469,181.41323,16773363,12798087,3106816,38834.504591,8523.656601
"July","2017",7,2017-07-01,2017-07-31,"ORIENTAL BANK OF COMMERCE",2299,308,8485,0,0,0,0,0,0,10617749,4661525,2333140,19842.635,2767.695
"July","2017",7,2017-07-01,2017-07-31,"PUNJAB AND SIND BANK",1077,188,75,0,0,0,0,0,0,2734972,980018,252709,3971.254083,391.8627132
"July","2017",7,2017-07-01,2017-07-31,"PUNJAB NATIONAL BANK",5902,4357,40373,0,273810,9724,525169,38.74439243,1066.41390468,57092517,22514181,10300790,98472.65635199,13092.75160621
"July","2017",7,2017-07-01,2017-07-31,"SYNDICATE BANK",3662,396,8287,0,75819,3010,122291,13.28498,249.289131,14925692,11500779,3269179,30776.050898,3699.6
"July","2017",7,2017-07-01,2017-07-31,"UCO BANK",2263,569,6154,0,0,0,0,0,0,10736821,4910415,1832955,18643.651373,2441.3376202
"July","2017",7,2017-07-01,2017-07-31,"UNION BANK OF INDIA",4549,3044,48562,0,191014,3154,153026,15.141335,759.43149678,20368497,17869145,6110493,54715.81500164,6483.6
"July","2017",7,2017-07-01,2017-07-31,"UNITED BANK OF INDIA",974,1089,2097,0,0,0,0,0,0,10902378,5670397,1175235,21021.212657,1592.085229
"July","2017",7,2017-07-01,2017-07-31,"VIJAYA BANK",1683,362,7385,0,48868,9309,136172,45.862239,313.370137,6153465,5326332,1460580,16300.578753,2144.098326
"July","2017",7,2017-07-01,2017-07-31,"IDBI LTD",2170,1673,32026,0,25219,760,91875,3.80235572,195.15971479,10910833,8736335,4658158,37076.82357108,5843.04238342
"July","2017",7,2017-07-01,2017-07-31,"STATE BANK OF INDIA",28737,30476,613270,0,4975317,110375,16071405,429.84894522,56846.17541558,266494994,347873356,74954333,951057.00438268,103999.86342951
"July","2017",7,2017-07-01,2017-07-31,"AXIS BANK LTD",3250,11091,470011,0,3618692,64718,9745431,244.903077,28656.719684,21268778,22664691,17721960,104199.21856234,24912.0371380005
"July","2017",7,2017-07-01,2017-07-31,"BANDHAN BANK",382,0,12977,0,0,0,0,0,0,9893609,3227902,336160,7665.92134262,455.31760996
"July","2017",7,2017-07-01,2017-07-31,"CATHOLIC SYRIAN BANK LTD",203,59,0,0,0,0,0,0,0,1002425,498839,116806,1521.16866924,220.20129487
"July","2017",7,2017-07-01,2017-07-31,"CITY UNION BANK",839,691,10173,0,1670,273,5624,0.5476,9.49266773,1691309,1906932,666260,8150.20914462,846.91449958
"July","2017",7,2017-07-01,2017-07-31,"DEVELOPMENT CREDIT BANK",242,267,1733,0,15936,1023,60564,5.488533,52.657922,500272,660068,246697,1750.92204,449.113599
"July","2017",7,2017-07-01,2017-07-31,"DHANALAKSHMI BANK LTD",200,146,1282,0,7536,60,14467,0.2356,30.349836,667797,522803,197952,1697.1378,284.39328982
"July","2017",7,2017-07-01,2017-07-31,"FEDERAL BANK LTD",1180,501,11829,0,0,0,0,0,0,5854995,5013057,2219771,24774.10716,3516.75698279
"July","2017",7,2017-07-01,2017-07-31,"HDFC BANK LTD",5844,6383,420950,0,9250065,173600,32253765,916.0888719,98577.593156,24554740,30447067,33708582,149390.78277849,44846.78766
"July","2017",7,2017-07-01,2017-07-31,"ICICI BANK LTD",5151,8708,345309,0,4381052,28718,15158655,101.634699,39645.225637,37911192,29432240,31400604,142561.682993,43484.588826
"July","2017",7,2017-07-01,2017-07-31,"IDFC BANK LTD",20,1,1295,0,0,0,0,0,0,455569,649125,522584,1623.243435,302.508767
"July","2017",7,2017-07-01,2017-07-31,"INDUSIND BANK LTD",927,1186,25197,0,653254,11164,2057564,56.78209343,11754.419831,3527625,2375603,1731187,10604.86127674,2564.15814609
"July","2017",7,2017-07-01,2017-07-31,"JAMMU AND KASHMIR BANK",659,465,12849,0,456339,8544,131507,27.32264212,464.35307447,4620679,4561309,119250,20443.64829966,339.01698523
"July","2017",7,2017-07-01,2017-07-31,"KARNATAKA BANK LTD",556,842,12008,0,0,0,0,0,0,3878119,3747848,1612448,14084.267733,1961.376455
"July","2017",7,2017-07-01,2017-07-31,"KARUR VYSYA BANK LTD",760,988,23867,0,0,0,0,0,0,4525246,4922593,1651407,20442.26543669,2033.3556317
"July","2017",7,2017-07-01,2017-07-31,"KOTAK MAHINDRA BANK LTD",991,1169,0,0,1161881,29620,2684930,125.14563968,8004.56455474,5937973,5067292,4827133,20660.12846666,6349.48890983
"July","2017",7,2017-07-01,2017-07-31,"RATNAKAR BANK LIMITED",169,210,227530,0,394518,23515,1252307,123.89005047,4443.34796138,672078,427271,281327,1624.82301445,360.609660129997
"July","2017",7,2017-07-01,2017-07-31,"SOUTH INDIAN BANK",746,561,8136,0,0,0,0,0,0,3539206,2522480,1113045,9845.132145,1681.019953
"July","2017",7,2017-07-01,2017-07-31,"TAMILNAD MERCANTILE BANK LTD",459,646,5978,0,11573,180,17919,0.26685,45.04959906,1269260,4112683,285695,15956.2775,460.40532116
"July","2017",7,2017-07-01,2017-07-31,"THE LAXMI VILAS BANK LTD",387,594,7028,0,0,0,0,0,0,1309132,826772,194934,3302,308.7425
"July","2017",7,2017-07-01,2017-07-31,"YES BANK LTD",683,1124,64318,0,144570,3605,451649,15.70380252,1188.06477087,1795207,3112212,1865966,10633.407759,2493.37058388
"July","2017",7,2017-07-01,2017-07-31,"AMERICAN EXPRESS",0,0,30088,0,1065707,3017,4968979,20.3181,32324.090651,0,0,0,0,0
"July","2017",7,2017-07-01,2017-07-31,"BANK OF AMERICA",0,0,0,0,15522,207,45450,1.85099119,301.7115271,0,0,0,0,0
"July","2017",7,2017-07-01,2017-07-31,"BARCLAYS BANK PLC",0,0,0,0,0,0,0,0,0,3356,179,238,1.24158707,0.71766883
"July","2017",7,2017-07-01,2017-07-31,"CITI BANK",48,505,30060,0,2582012,42522,17582308,242.497672,37467.072467,1601623,2235333,4891544,8935.687313,8491.209197
"July","2017",7,2017-07-01,2017-07-31,"DBS BANK",6,24,0,0,0,0,0,0,0,1452130,279391,364698,572.54669304,310.724193
"July","2017",7,2017-07-01,2017-07-31,"DEUTSCHE BANK LTD",13,18,0,0,0,0,0,0,0,111174,127385,187359,599.734514,304.928498
"July","2017",7,2017-07-01,2017-07-31,"HONGKONG AND SHANGHAI BKG CORPN",44,54,0,0,509637,3485,1275903,25.386189,3768.037158,436303,321792,568957,1539.050407,996.341717
"July","2017",7,2017-07-01,2017-07-31,"STANDARD CHARTERED BANK LTD",103,130,0,0,1154385,4842,4110312,22.040909,9002.623968,970570,1767516,2311271,5924.841711,2752.074767
"August","2017",8,2017-08-01,2017-08-31,"ALLAHABAD BANK",812,281,1793,0,0,0,0,0,0,11846826,8556461,1622246,19645.651957,1888.885493
"August","2017",8,2017-08-01,2017-08-31,"ANDHRA BANK",3176,800,15322,0,185640,13236,372872,62.5,877.9,22105436,11924645,2324249,36255.647807,2864.42675059
"August","2017",8,2017-08-01,2017-08-31,"BANK OF BARODA",6333,3811,103297,0,134927,7325,339374,26.03586686,751.45942962,47897690,17185943,9885861,70656.09694333,9329.14169996
"August","2017",8,2017-08-01,2017-08-31,"BANK OF INDIA",3483,4234,42323,0,174964,19293,241082,102.581642,598.245786,49651048,27939542,7524356,60369.420088,7591.783007
"August","2017",8,2017-08-01,2017-08-31,"BANK OF MAHARASHTRA",577,1273,2112,0,0,0,0,0,0,6830117,6033260,3057034,21654.524584,4595.450545
"August","2017",8,2017-08-01,2017-08-31,"CANARA BANK",5470,5038,15988,0,219919,34109,470418,164.7910713,966.7438207,37723709,19432247,7816718,79620.11660339,10642.24750326
"August","2017",8,2017-08-01,2017-08-31,"CENTRAL BANK OF INDIA",3476,1778,4058,0,112040,2901,152577,13.4754937,321.69783766,26096066,10597693,3399767,42215.56845,4365.58559577
"August","2017",8,2017-08-01,2017-08-31,"CORPORATION BANK",2334,855,146543,0,100509,2208,147909,10.02103695,347.4070324,11828177,4808055,3239515,19645.1822,3781.86640913
"August","2017",8,2017-08-01,2017-08-31,"DENA BANK",1353,266,5831,0,0,0,0,0,0,7973626,3528734,1268239,13347.64301296,1482.04915401
"August","2017",8,2017-08-01,2017-08-31,"INDIAN BANK",2538,613,13602,0,81644,2681,140306,14.813686,297.248049,17003818,25435683,4994522,45876.6,4985.5
"August","2017",8,2017-08-01,2017-08-31,"INDIAN OVERSEAS BANK",2594,871,15716,0,44317,579,79291,2.228968,178.085409,16955485,13049602,2702966,39521.261635,7486.62004
"August","2017",8,2017-08-01,2017-08-31,"ORIENTAL BANK OF COMMERCE",2304,308,7606,0,0,0,0,0,0,10825935,4736509,2460997,19974.726,2931.703
"August","2017",8,2017-08-01,2017-08-31,"PUNJAB AND SIND BANK",1080,186,313,0,0,0,0,0,0,2771472,1015303,255174,3877.9697,400.9703002
"August","2017",8,2017-08-01,2017-08-31,"PUNJAB NATIONAL BANK",5852,4231,41663,0,277944,10027,565976,41.44717857,1121.7754433,57242687,22551819,10625655,95787.22695147,12917.26594015
"August","2017",8,2017-08-01,2017-08-31,"SYNDICATE BANK",3675,396,8609,0,76265,3016,132267,13.46688,271.02257397,15035210,11168570,3412899,30670.989419,4087.956632
"August","2017",8,2017-08-01,2017-08-31,"UCO BANK",2269,549,6212,0,0,0,0,0,0,10887518,5084975,1963233,19061.748276,2568.07547914
"August","2017",8,2017-08-01,2017-08-31,"UNION BANK OF INDIA",4560,3078,47027,0,196639,3380,164782,16.022851,861.842916,20569230,13414326,6481839,61141.76789976,6536.39561902
"August","2017",8,2017-08-01,2017-08-31,"UNITED BANK OF INDIA",976,1106,2249,0,0,0,0,0,0,10938179,5964161,1275617,22063.608606,1736.464304
"August","2017",8,2017-08-01,2017-08-31,"VIJAYA BANK",1742,411,0,0,49649,9206,117239,44.50948266,303.80982042,6220925,5444431,1496980,16908.528782,2187.465896
"August","2017",8,2017-08-01,2017-08-31,"IDBI LTD",2181,1656,32705,0,25676,886,102333,4.2351832,219.04182041,10981448,8944954,4807056,37715.54801954,5938.54533994
"August","2017",8,2017-08-01,2017-08-31,"STATE BANK OF INDIA",28525,30675,625872,0,5090095,121311,17368773,467.53477933,62498.9118523,268750262,355890702,77272254,984277.55274129,105828.60666334
"August","2017",8,2017-08-01,2017-08-31,"AXIS BANK LTD",3260,11124,471320,0,3732639,69912,10267963,268.839957,33920.651616,21293444,23478165,17904249,107445.85341213,24885.2419069512
