"month","year","month_number","start_date","end_date","bank_name","no_atms_on_site","no_atms_off_site","no_pos_on_line","no_pos_off_line","no_credit_cards","no_credit_card_atm_txn","no_credit_card_pos_txn","no_credit_card_atm_txn_value_in_mn","no_credit_card_pos_txn_value_in_mn","no_debit_cards","no_debit_card_atm_txn","no_debit_card_pos_txn","no_debit_card_atm_txn_value_in_mn","no_debit_card_pos_txn_value_in_mn"
"January","2014",1,2014-01-01,2014-01-31,"Indian Overseas Bank",1541,870,353,0,47046,3292,27929,5.4,70.5,5106707,7535852,450123,20749.5,925.4
"January","2014",1,2014-01-01,2014-01-31,"Oriental Bank of Commerce",1555,377,1574,0,0,0,0,0,0,4808494,4353396,207839,16871.5,412.582
"January","2014",1,2014-01-01,2014-01-31,"Punjab and Sind Bank",474,76,0,0,0,0,0,0,0,444606,313339,4997,1275.3,12.1
"January","2014",1,2014-01-01,2014-01-31,"Punjab National Bank",3223,3380,10732,0,125049,2022,169333,8.83609,355.447,24437226,19863731,1790176,82601.2,2237.52
"January","2014",1,2014-01-01,2014-01-31,"Syndicate  Bank",1250,203,1157,0,68487,1506,58490,6.27324,122.361,6154361,8020737,344461,20602,557.175
"January","2014",1,2014-01-01,2014-01-31,"UCO Bank",1388,644,0,0,0,0,0,0,0,4032572,3434505,369046,12781,425.1
"January","2014",1,2014-01-01,2014-01-31,"Union  Bank of India",3077,2927,5753,0,57949,1018,64393,4.66463,172.142,11771447,12139915,778302,37718.7,1124.01
"January","2014",1,2014-01-01,2014-01-31,"United  Bank of India",638,766,0,0,0,0,0,0,0,2573723,2784715,198566,10738.9,303.972
"January","2014",1,2014-01-01,2014-01-31,"Vijaya  Bank",1283,223,1279,0,61816,4657,165815,24.9,372.51,3116531,2997421,208801,9438.3,375.09
"January","2014",1,2014-01-01,2014-01-31,"State Bank of India",20844,17549,114977,0,2805281,46101,5745208,209.148,15084.2,116827184,224013823,12303532,613484,18378.4
"January","2014",1,2014-01-01,2014-01-31,"State Bank of Bikaner & Jaipur",806,584,954,0,0,0,0,0,0,6083181,8242119,227109,23362.4,310.96
"January","2014",1,2014-01-01,2014-01-31,"State Bank of Hyderabad",1527,543,200,0,0,0,0,0,0,9162566,15171142,475616,38714.6,870
"January","2014",1,2014-01-01,2014-01-31,"State Bank of Mysore",678,277,1475,0,0,0,0,0,0,3684295,6033733,231138,15072.5,493.68
"January","2014",1,2014-01-01,2014-01-31,"State Bank of Patiala",874,276,1305,0,0,0,0,0,0,4524413,4778706,175513,14465.7,337.658
"January","2014",1,2014-01-01,2014-01-31,"State Bank of Travancore",727,355,1552,0,0,0,0,0,0,8179525,8683459,371608,25345.3,722.291
"January","2014",1,2014-01-01,2014-01-31,"IDBI Ltd.",1067,1076,14413,0,0,0,0,0,0,6153024,7272924,1092380,28796.1,1529.98
"January","2014",1,2014-01-01,2014-01-31,"Catholic Syrian Bank Ltd.",164,60,0,0,0,0,0,0,0,569899,312601,15296,824.688,42.5677
"January","2014",1,2014-01-01,2014-01-31,"City Union Bank Ltd",366,542,2647,0,0,0,0,0,0,1161196,1549101,177661,5035.8,212.55
"January","2014",1,2014-01-01,2014-01-31,"Dhanalaxmi Bank Ltd.",178,218,0,0,3245,8,6275,0.047,15.9,816105,455347,54201,1643.6,85.3
"January","2014",1,2014-01-01,2014-01-31,"Federal Bank Limited",891,428,8887,0,0,0,0,0,0,3689637,3647869,406432,15703.8,699.5
"January","2014",1,2014-01-01,2014-01-31,"ING Vysya Bank",273,361,0,0,938,5,124,0.0025,0.389795,1337757,2287710,243550,6608,426.1
"January","2014",1,2014-01-01,2014-01-31,"Jammu & Kashmir Bank",478,293,3775,0,36808,2366,62048,7.4,218.5,1575688,2873983,62349,12167.3,212.46
"January","2014",1,2014-01-01,2014-01-31,"Karur Vysya Bank Ltd",628,972,8244,0,0,0,0,0,0,2758648,3404850,347719,13901.2,457.9
"January","2014",1,2014-01-01,2014-01-31,"Lakshmi Vilas Bank Ltd.",197,491,3595,0,0,0,0,0,0,448232,539383,31636,1893.4,65.8
"January","2014",1,2014-01-01,2014-01-31,"Ratnakar Bank Ltd.",103,199,9,0,138111,504,122185,3.57384,380.1,86909,172944,16033,506.403,23.9319
"January","2014",1,2014-01-01,2014-01-31,"South Indian Bank Ltd",694,238,544,0,0,0,0,0,0,3116416,2109723,170528,7134.9,343.9
"January","2014",1,2014-01-01,2014-01-31,"Tamilnadu Mercantile Bank Ltd.",275,330,1324,0,6173,0,5908,0,12.0168,624891,2127575,34273,8153.7,88.8
"January","2014",1,2014-01-01,2014-01-31,"Development Credit Bank Ltd.",101,133,582,0,2756,558,5246,3.1,11.1,165353,351349,55608,1522.5,101.2
"January","2014",1,2014-01-01,2014-01-31,"HDFC  Bank Ltd.",4685,6830,225086,0,5091024,83387,14463694,535.646,41477.8,17532616,30873218,8024823,134486,12402.3
"January","2014",1,2014-01-01,2014-01-31,"ICICI Bank Ltd.",3798,7448,273344,9694,3180401,8782,6614963,48,16846.1,21613061,32232448,8873491,143560,14752.6
"January","2014",1,2014-01-01,2014-01-31,"IndusInd Bank Ltd",487,574,214,0,268326,1366,499517,7.8,1827.3,1555554,1479081,243242,6091.7,401
"January","2014",1,2014-01-01,2014-01-31,"Kotak Mahindra Bank Ltd",409,630,0,0,413518,4915,688208,29.0242,2293.82,1108813,2494504,598032,9026.47,961.623
"January","2014",1,2014-01-01,2014-01-31,"Axis Bank Ltd.",2466,10125,243492,0,1324790,19097,2512726,66.454,8754.14,13541453,26907195,4676270,116188,7820.3
"January","2014",1,2014-01-01,2014-01-31,"Yes Bank Ltd.",398,732,7024,0,0,0,0,0,0,574813,1155076,245996,4117.2,397.2
"January","2014",1,2014-01-01,2014-01-31,"RBS (ABN AMRO)",12,45,0,0,0,0,0,0,0,152110,255244,75921,1064.53,153.742
"January","2014",1,2014-01-01,2014-01-31,"Barclays Bank",0,0,0,0,0,0,0,0,0,4402,716,309,4.58536,1.19725
"January","2014",1,2014-01-01,2014-01-31,"Citibank",56,571,17072,0,2405038,43090,8517627,271.36,23651.2,1768672,3521137,1958312,12115.5,4596.67
"January","2014",1,2014-01-01,2014-01-31,"Deutsche Bank",13,32,0,0,0,0,0,0,0,78634,196891,90530,793.977,187.391
"January","2014",1,2014-01-01,2014-01-31,"DBS Ltd.",6,32,0,0,0,0,0,0,0,15936,73521,9241,196.1,19.7
"January","2014",1,2014-01-01,2014-01-31,"HSBC",70,76,12192,5161,490418,4310,970755,30.6,3077.5,587579,481337,290403,2217.6,718.9
"January","2014",1,2014-01-01,2014-01-31,"Standard Chartered Bank",104,173,0,0,1176844,3219,2340912,13.8,7596.2,637910,1321638,611123,4679.2,1108.8
"December","2013",12,2013-12-01,2013-12-31,"Allahabad Bank",487,344,270,0,0,0,0,0,0,2595285,3510899,102519,9350.5,210.924
"December","2013",12,2013-12-01,2013-12-31,"Andhra Bank",918,627,2408,0,131047,9208,153785,40.8,392.7,9302740,10740227,724260,25731.8,937.7
"December","2013",12,2013-12-01,2013-12-31,"Bank of Baroda",3493,1628,8446,0,71921,1444,107455,4.5,259.9,12734620,10829774,1169538,43676.7,1386.82
"December","2013",12,2013-12-01,2013-12-31,"Bank of India",1753,1609,2641,499,123207,9281,118138,58.4,306.4,16105627,15189588,1340415,36424.8,1420.2
"December","2013",12,2013-12-01,2013-12-31,"Bank of Maharashtra",674,352,23,0,23237,237,35356,0.771295,85.9174,4152391,3866308,475954,9957.95,555.178
"December","2013",12,2013-12-01,2013-12-31,"Canara Bank",2469,2074,1035,0,63414,11365,66207,53.6,178.8,13320608,13848916,1031372,38777.5,1708
"December","2013",12,2013-12-01,2013-12-31,"Central Bank of India",1916,1515,1362,0,59494,635,62955,2.5,157,6356240,1887011,280979,8747.1,548.3
"December","2013",12,2013-12-01,2013-12-31,"Corporation Bank",1137,808,14104,0,79187,1369,65868,6.6,168.1,5698743,3696610,608896,13201.2,903.8
"December","2013",12,2013-12-01,2013-12-31,"Dena Bank",696,121,0,0,0,0,0,0,0,2324598,2541141,181102,8656.94,221.835
"December","2013",12,2013-12-01,2013-12-31,"Indian Bank",1260,420,0,0,59266,2659,76659,10.42,189.5,10916184,11683578,817784,26574,913
"December","2013",12,2013-12-01,2013-12-31,"Indian Overseas Bank",1499,842,489,0,46627,3091,28072,4.9,72.7,5012078,7555925,454356,20716.1,923.338
"December","2013",12,2013-12-01,2013-12-31,"Oriental Bank of Commerce",1458,371,1558,0,0,0,0,0,0,4736211,4266997,182779,16356.1,352.849
"December","2013",12,2013-12-01,2013-12-31,"Punjab and Sind Bank",432,75,0,0,0,0,0,0,0,425388,297301,3485,1203.5,8.8
"December","2013",12,2013-12-01,2013-12-31,"Punjab National Bank",3215,3483,10596,0,124276,2171,173572,8.87087,360.381,24063599,19797749,1705825,80101.4,2042.68
"December","2013",12,2013-12-01,2013-12-31,"Syndicate  Bank",1235,197,972,0,68376,1767,60643,7.08223,130.184,6078959,8151194,350245,20383.3,566.421
"December","2013",12,2013-12-01,2013-12-31,"UCO Bank",1337,626,0,0,0,0,0,0,0,3907887,3370814,359314,12450.4,410.3
"December","2013",12,2013-12-01,2013-12-31,"Union  Bank of India",3002,2828,5273,0,51338,952,62720,4.3,168.8,11445759,12158970,717357,37365,1046.6
"December","2013",12,2013-12-01,2013-12-31,"United  Bank of India",591,713,0,0,0,0,0,0,0,2529735,2685243,175543,10234.7,263.229
"December","2013",12,2013-12-01,2013-12-31,"Vijaya  Bank",1277,223,1234,0,61783,4593,165144,25.36,378.7,2970562,2945397,195034,9203.91,347.11
"December","2013",12,2013-12-01,2013-12-31,"State Bank of India",20351,16389,113999,0,2777392,49103,5762489,226.602,14870.2,114004780,216277000,11958000,605819,17385.4
"December","2013",12,2013-12-01,2013-12-31,"State Bank of Bikaner & Jaipur",762,562,892,0,0,0,0,0,0,5972114,7867652,215306,22211.5,270.673
"December","2013",12,2013-12-01,2013-12-31,"State Bank of Hyderabad",1430,540,85,0,0,0,0,0,0,8973212,15221396,462695,38725.2,857.5
"December","2013",12,2013-12-01,2013-12-31,"State Bank of Mysore",658,271,1302,0,0,0,0,0,0,3598275,5816531,224014,14284.5,474.1
"December","2013",12,2013-12-01,2013-12-31,"State Bank of Patiala",850,276,1144,0,0,0,0,0,0,4432313,4656282,157645,13744.7,279.313
"December","2013",12,2013-12-01,2013-12-31,"State Bank of Travancore",712,345,1413,0,0,0,0,0,0,8042698,8841744,378985,25741.1,752.716
"December","2013",12,2013-12-01,2013-12-31,"IDBI Ltd.",1042,1031,14444,0,0,0,0,0,0,6098118,7150210,1032271,27993.9,1434.24
"December","2013",12,2013-12-01,2013-12-31,"Catholic Syrian Bank Ltd.",161,58,0,0,0,0,0,0,0,556986,307552,18352,825.782,50.1869
"December","2013",12,2013-12-01,2013-12-31,"City Union Bank Ltd",360,540,2631,0,0,0,0,0,0,1142877,1517805,166232,5060.4,196.25
"December","2013",12,2013-12-01,2013-12-31,"Dhanalaxmi Bank Ltd.",178,218,0,0,3108,8,6141,0.025,14,807038,460171,51943,1636.7,85.4
"December","2013",12,2013-12-01,2013-12-31,"Federal Bank Limited",888,424,8660,0,0,0,0,0,0,3625869,3698057,402853,15792.9,690.1
"December","2013",12,2013-12-01,2013-12-31,"ING Vysya Bank",271,357,0,0,0,0,0,0,0,1282553,2300370,237095,6579.9,413.2
"December","2013",12,2013-12-01,2013-12-31,"Jammu & Kashmir Bank",474,288,3730,0,36776,2316,56101,7.87614,197.301,1534720,2872279,44698,12636.4,148.392
"December","2013",12,2013-12-01,2013-12-31,"Karnataka Bank Ltd.",324,282,2092,0,0,0,0,0,0,2094788,2165780,222120,6781.1,317.2
"December","2013",12,2013-12-01,2013-12-31,"Karur Vysya Bank Ltd",623,934,8031,0,0,0,0,0,0,2711754,3424187,331276,13880.7,425.6
"December","2013",12,2013-12-01,2013-12-31,"Lakshmi Vilas Bank Ltd.",192,496,3510,0,0,0,0,0,0,443626,554412,28688,1921.1,57.7338
"December","2013",12,2013-12-01,2013-12-31,"Ratnakar Bank Ltd.",92,199,0,0,0,0,0,0,0,80649,162027,13860,462.974,20.825
"December","2013",12,2013-12-01,2013-12-31,"South Indian Bank Ltd",685,234,395,0,0,0,0,0,0,3071994,2166681,171960,7292.4,341.8
"December","2013",12,2013-12-01,2013-12-31,"Tamilnadu Mercantile Bank Ltd.",267,324,1282,0,6173,0,6128,0,13.0849,620350,2190578,35114,8416.5,91.6
"December","2013",12,2013-12-01,2013-12-31,"Development Credit Bank Ltd.",100,137,580,0,3068,532,4973,3,10.08,167085,353538,52966,1522.6,92.7
"December","2013",12,2013-12-01,2013-12-31,"HDFC  Bank Ltd.",4675,6798,225144,0,5070574,81197,14433225,532.681,40427,17426713,31775652,7694636,136517,12222
"December","2013",12,2013-12-01,2013-12-31,"ICICI Bank Ltd.",3761,7454,269296,9551,3108352,8467,6761714,38.9,15228.2,21330502,32741496,8961095,144128,15006.1
"December","2013",12,2013-12-01,2013-12-31,"IndusInd Bank Ltd",484,571,185,0,264831,1155,506412,6.2,1816.1,1513021,1461850,223703,6029.3,360.8
"December","2013",12,2013-12-01,2013-12-31,"Kotak Mahindra Bank Ltd",405,631,0,0,402724,4344,687001,26.5131,2176.88,1086961,2545883,551774,9121.08,855.497
"December","2013",12,2013-12-01,2013-12-31,"Axis Bank Ltd.",2445,9883,243512,0,1310816,19072,2441218,65.5,7522.2,13359067,27475731,4432887,116300,7086.2
"December","2013",12,2013-12-01,2013-12-31,"Yes Bank Ltd.",390,768,6931,0,0,0,0,0,0,550438,1145263,224297,4014.87,357.855
"December","2013",12,2013-12-01,2013-12-31,"RBS (ABN AMRO)",12,80,0,0,0,0,0,0,0,159573,286960,78069,1213.35,161.518
"December","2013",12,2013-12-01,2013-12-31,"American Express Bkg. Corp.",0,0,21847,0,641696,5753,1781094,40.9267,16081.2,0,0,0,0,0
"December","2013",12,2013-12-01,2013-12-31,"Barclays Bank",0,0,0,0,0,0,0,0,0,4419,777,300,5.53507,1.24045
"December","2013",12,2013-12-01,2013-12-31,"Citibank",56,569,16818,0,2400887,44856,8666202,285.363,23450.1,1781778,3722168,2002312,12977.6,4600.12
"December","2013",12,2013-12-01,2013-12-31,"Deutsche Bank",13,32,0,0,0,0,0,0,0,77421,205921,89610,827.805,191.437
"December","2013",12,2013-12-01,2013-12-31,"DBS Ltd.",6,31,0,0,0,0,0,0,0,15334,75872,8562,200.5,18.4
"December","2013",12,2013-12-01,2013-12-31,"HSBC",70,75,11998,5351,491715,4636,985531,31.7,3007.7,587361,489916,303539,2267.7,765
"December","2013",12,2013-12-01,2013-12-31,"Standard Chartered Bank",104,173,0,0,1204851,3442,2362168,14.8,7402.7,675178,1396510,641514,4978.3,1165.2
"February","2014",2,2014-02-01,2014-02-28,"Allahabad Bank",509,362,316,0,0,0,0,0,0,2730491,3276404,109378,9089.7,217.794
"February","2014",2,2014-02-01,2014-02-28,"Andhra Bank",1031,652,2515,0,131185,8210,143132,36.1,365.2,9587217,11824801,650384,25548.1,807.5
"February","2014",2,2014-02-01,2014-02-28,"Bank of Baroda",4011,1866,10012,0,84264,1732,103586,5.7,468.4,13319468,10383523,1158662,43211,1384.1
"February","2014",2,2014-02-01,2014-02-28,"Bank of India",1972,1717,499,2763,130315,8489,104812,52.4749,267.435,16655416,10039167,903068,25120,973.158
"February","2014",2,2014-02-01,2014-02-28,"Bank of Maharashtra",737,366,23,0,26016,348,35708,1.2681,80.0605,4344322,3778727,446580,9682.77,497.469
"February","2014",2,2014-02-01,2014-02-28,"Canara Bank",3489,2233,1033,0,64645,10030,57914,47.6848,154.301,14345470,13626713,891729,37985,1463.05
"February","2014",2,2014-02-01,2014-02-28,"Central Bank of India",1982,1589,0,0,50599,984,40637,3.2,126.1,6948124,5565975,278469,20763.5,508.6
"February","2014",2,2014-02-01,2014-02-28,"Corporation Bank",1202,917,13573,0,79905,900,61303,4.05169,147.596,5840374,3961000,580229,14198.3,831.181
"February","2014",2,2014-02-01,2014-02-28,"Dena Bank",718,123,0,0,0,0,0,0,0,2444000,2342952,178116,8133.21,215.537
"February","2014",2,2014-02-01,2014-02-28,"Indian Bank",1300,473,0,0,62052,2549,73424,9.8,175.6,11220554,11122124,770588,25297.9,799.4
"February","2014",2,2014-02-01,2014-02-28,"Indian Overseas Bank",1565,896,510,0,47453,2828,24923,4.77679,62.4717,5207687,6084925,403209,19868.8,792.576
"February","2014",2,2014-02-01,2014-02-28,"Oriental Bank of Commerce",1630,376,1622,0,0,0,0,0,0,4883148,3981287,175760,15621.7,330.688
"February","2014",2,2014-02-01,2014-02-28,"Punjab and Sind Bank",583,77,0,0,0,0,0,0,0,462682,311646,5565,1265.43,13.2921
"February","2014",2,2014-02-01,2014-02-28,"Punjab National Bank",3233,3405,10848,0,125734,2076,149487,8.94687,308.666,24708135,17625101,1613137,74980.6,1973.49
"February","2014",2,2014-02-01,2014-02-28,"Syndicate  Bank",1431,205,1326,0,68694,1463,50113,6.02405,103.284,6214322,7430600,302596,24401.4,470.986
"February","2014",2,2014-02-01,2014-02-28,"UCO Bank",1409,656,0,0,0,0,0,0,0,4122863,3187641,352866,12022.4,378.1
"February","2014",2,2014-02-01,2014-02-28,"Union  Bank of India",3139,2980,5897,0,58923,966,56595,4.18023,151.409,11956101,11467999,708521,35690.4,989.982
"February","2014",2,2014-02-01,2014-02-28,"United  Bank of India",687,813,0,0,0,0,0,0,0,2673529,3126332,188297,10136.3,276.335
"February","2014",2,2014-02-01,2014-02-28,"Vijaya  Bank",1291,224,1263,0,52424,4232,150178,22.9804,322.393,2837000,2832255,189042,8930.2,324.886
"February","2014",2,2014-02-01,2014-02-28,"State Bank of Bikaner & Jaipur",836,602,1010,0,0,0,0,0,0,6159859,7845306,205572,22578.3,252.387
"February","2014",2,2014-02-01,2014-02-28,"State Bank of Hyderabad",1699,510,305,0,0,0,0,0,0,9282135,14470521,436636,37036.6,770.575
"February","2014",2,2014-02-01,2014-02-28,"State Bank of India",21605,18303,119013,0,2828880,43254,5114554,194.527,13481.6,119734314,207785904,11149285,529966,15538.3
"February","2014",2,2014-02-01,2014-02-28,"State Bank of Mysore",700,277,1588,0,0,0,0,0,0,3736146,5497946,214305,13858.4,447.3
"February","2014",2,2014-02-01,2014-02-28,"State Bank of Patiala",903,276,1465,0,0,0,0,0,0,4584293,4363095,154318,13032.8,272.791
"February","2014",2,2014-02-01,2014-02-28,"State Bank of Travancore",829,358,1756,0,0,0,0,0,0,8284848,8132950,339972,23478.9,609.861
"February","2014",2,2014-02-01,2014-02-28,"IDBI Ltd.",1091,1108,14512,0,0,0,0,0,0,6244899,6779598,1000933,27150.7,1387.13
"February","2014",2,2014-02-01,2014-02-28,"Catholic Syrian Bank Ltd.",168,61,0,0,0,0,0,0,0,575782,293414,13319,778.166,33.2146
"February","2014",2,2014-02-01,2014-02-28,"City Union Bank Ltd",370,546,2673,0,0,0,0,0,0,1184662,1442728,160351,4768,180.4
"February","2014",2,2014-02-01,2014-02-28,"Dhanalaxmi Bank Ltd.",179,217,15,0,3487,20,6301,0.0425,16.8788,816429,429605,52162,1544.99,77.8682
"February","2014",2,2014-02-01,2014-02-28,"Federal Bank Limited",901,432,8859,0,0,0,0,0,0,3737189,3356318,373425,14235.6,596.314
"February","2014",2,2014-02-01,2014-02-28,"ING Vysya Bank",273,365,0,0,1626,12,994,0.0158,2.3,1301341,2102439,222005,6180.1,360.8
"February","2014",2,2014-02-01,2014-02-28,"Jammu & Kashmir Bank",482,298,3860,0,37233,2107,60205,7.10102,207.145,1647929,2838924,66810,12216.5,224.592
"February","2014",2,2014-02-01,2014-02-28,"Karnataka Bank Ltd.",335,315,2245,0,0,0,0,0,0,2183128,2076803,221852,6711.9,317.1
"February","2014",2,2014-02-01,2014-02-28,"Karur Vysya Bank Ltd",630,983,8427,0,0,0,0,0,0,2808850,3238518,312717,13358.8,400.2
"February","2014",2,2014-02-01,2014-02-28,"Ratnakar Bank Ltd.",107,212,9,0,138276,428,100678,2.87979,305.775,90812,127553,16415,508.46,24.3653
"February","2014",2,2014-02-01,2014-02-28,"South Indian Bank Ltd",699,241,657,0,0,0,0,0,0,3156086,1981339,158814,6614.6,362.9
"February","2014",2,2014-02-01,2014-02-28,"Tamilnad Mercantile Bank Ltd.",283,341,1382,0,6284,0,5404,0,10.8,627666,2021118,30041,7883.5,72.6
"February","2014",2,2014-02-01,2014-02-28,"The Lakshmi Vilas Bank Ltd.",209,479,3649,0,0,0,0,0,0,449784,525286,27964,1862.7,55.4883
"February","2014",2,2014-02-01,2014-02-28,"Axis Bank Ltd.",2475,10257,243245,0,1331175,18713,2331375,66.0498,8183.49,13396988,24334979,4252080,106471,6893.26
"February","2014",2,2014-02-01,2014-02-28,"Development Credit Bank Ltd.",101,133,578,0,3190,504,4464,2.89,9.42,172317,322906,52187,1418.9,91.4
"February","2014",2,2014-02-01,2014-02-28,"HDFC  Bank Ltd.",4629,6613,217601,0,5093927,78625,13022434,504.572,37387.1,17295713,28941299,7517528,127306,11237.9
"February","2014",2,2014-02-01,2014-02-28,"ICICI Bank Ltd.",3846,7445,276466,9853,3178293,8027,5893540,43.9,14858.6,22055140,30360777,8196491,136700,13286.3
"February","2014",2,2014-02-01,2014-02-28,"IndusInd Bank Ltd",491,585,221,0,272618,1458,473331,8.2,1729.5,1588370,1401606,223896,5877,363.1
"February","2014",2,2014-02-01,2014-02-28,"Kotak Mahindra Bank Ltd",415,634,0,0,423680,3875,623387,23.0287,2056.81,1123076,2368948,572171,8630.73,895.357
"February","2014",2,2014-02-01,2014-02-28,"Yes Bank Ltd.",401,732,7205,0,0,0,0,0,0,591812,1101091,234820,3975.49,368.858
"February","2014",2,2014-02-01,2014-02-28,"American Express Bkg. Corp.",0,0,21972,0,648106,5803,1684554,41.5537,15897.1,0,0,0,0,0
"February","2014",2,2014-02-01,2014-02-28,"Bank of America",0,0,0,0,405,8,1226,0.0639021,13.5295,0,0,0,0,0
"February","2014",2,2014-02-01,2014-02-28,"Barclays Bank",0,0,0,0,0,0,0,0,0,4356,990,291,7.7192,1.4221
"February","2014",2,2014-02-01,2014-02-28,"Citibank",56,559,17309,0,2412173,40422,7547006,257.831,20874.4,1770582,3273445,1814515,11390.7,4058.69
"February","2014",2,2014-02-01,2014-02-28,"DBS Ltd.",6,32,0,0,0,0,0,0,0,16452,67588,9136,180.6,18.9
"February","2014",2,2014-02-01,2014-02-28,"Deutsche Bank",13,32,0,0,0,0,0,0,0,78919,181562,82602,750.619,168.859
"February","2014",2,2014-02-01,2014-02-28,"HSBC",70,76,12387,5161,491400,3723,849125,26.2891,2618.78,586492,437044,259331,2017.05,628.524
"February","2014",2,2014-02-01,2014-02-28,"RBS (ABN AMRO)",12,45,0,0,0,0,0,0,0,152982,229125,60902,961.63,120.867
"February","2014",2,2014-02-01,2014-02-28,"Standard Chartered Bank",103,175,0,0,1173043,2881,1994877,12.9317,6446.81,642172,1226745,559733,4384.92,984.423
"April","2014",4,2014-04-01,2014-04-30,"ALLAHABAD BANK",532,388,316,0,0,0,0,0,0,2851077,3696368,144039,10504.1,274.236
"April","2014",4,2014-04-01,2014-04-30,"ANDHRA BANK",1187,680,2630,0,132666,9195,166921,40.8,422.1,9953915,10476367,818041,32578,1001.2
"April","2014",4,2014-04-01,2014-04-30,"BANK OF BARODA",4255,2124,11707,0,77102,1842,115276,5.9,383.3,15209556,11827763,1381239,50744.9,1626.7
"April","2014",4,2014-04-01,2014-04-30,"BANK OF INDIA",2430,1945,2831,491,130531,9103,120782,54.4907,316.769,17112486,15761514,1565810,41024.1,1667.42
"April","2014",4,2014-04-01,2014-04-30,"BANK OF MAHARASHTRA",1409,418,22,0,27621,418,42721,1.67958,99.6418,4572622,3909719,514274,10349.9,588.81
"April","2014",4,2014-04-01,2014-04-30,"CANARA BANK",4098,2288,1102,0,69470,12551,75638,58.5853,205,15455956,15890261,1132929,46561.1,1877.24
"April","2014",4,2014-04-01,2014-04-30,"CENTRAL BANK OF INDIA",2022,1635,1449,0,46392,1388,72121,4.77686,181.318,7380563,6241781,313585,24450.5,586.983
"April","2014",4,2014-04-01,2014-04-30,"CORPORATION BANK",1395,1005,13319,0,80469,1095,70116,5.14487,172.073,5986989,4421831,690847,16273.9,1013.4
"April","2014",4,2014-04-01,2014-04-30,"DENA BANK",1304,123,0,0,0,0,0,0,0,2493482,2510934,213669,9076.53,249.501
"April","2014",4,2014-04-01,2014-04-30,"INDIAN BANK",1614,509,0,0,63482,2909,86360,11.6,204.5,11517733,12298034,942184,28457.1,979.6
"April","2014",4,2014-04-01,2014-04-30,"INDIAN OVERSEAS BANK",1626,937,529,0,48264,3131,28722,5.74408,72.3237,5339289,8131179,463456,22444.9,978.686
"April","2014",4,2014-04-01,2014-04-30,"ORIENTAL BANK OF COMMERCE",1919,374,1691,0,0,0,0,0,0,5005779,4279610,189080,17166.6,362.559
"April","2014",4,2014-04-01,2014-04-30,"PUNJAB AND SIND BANK",862,168,0,0,0,0,0,0,0,501026,386538,8596,1598.9,20.0374
"April","2014",4,2014-04-01,2014-04-30,"PUNJAB NATIONAL BANK",4005,3447,11028,0,127192,2518,167306,10.7263,338.997,25249672,20176590,1926005,87882.2,2269.05
"April","2014",4,2014-04-01,2014-04-30,"SYNDICATE BANK",1879,211,1566,0,69178,1624,61055,6.9576,128.32,6336144,8216557,366369,21773.2,584.998
"April","2014",4,2014-04-01,2014-04-30,"UCO BANK",1454,648,0,0,0,0,0,0,0,4308310,3514100,418873,13596.3,435.7
"April","2014",4,2014-04-01,2014-04-30,"UNION BANK OF INDIA",3405,3054,6715,0,60909,1082,67843,4.54852,179.844,12432973,12565838,813946,40780.6,1130.98
"April","2014",4,2014-04-01,2014-04-30,"UNITED BANK OF INDIA",748,880,0,0,0,0,0,0,0,2788673,3137232,215561,12088.8,333.714
"April","2014",4,2014-04-01,2014-04-30,"VIJAYA BANK",1300,228,1267,0,41546,907,64251,13.75,181.131,2973271,3066737,222752,10129.7,408.4
"April","2014",4,2014-04-01,2014-04-30,"STATE BANK OF BIKANER AND JAIPUR",934,637,1063,0,0,0,0,0,0,6321295,8665796,229992,24617.7,273.855
"April","2014",4,2014-04-01,2014-04-30,"STATE BANK OF HYDERABAD",1835,529,545,0,0,0,0,0,0,9493585,15119126,499555,39663.9,928.688
"April","2014",4,2014-04-01,2014-04-30,"STATE BANK OF INDIA",23326,20736,140628,0,2864512,49527,5831334,231.345,15566.7,123956748,229977715,12460514,587476,18395.6
"April","2014",4,2014-04-01,2014-04-30,"STATE BANK OF MYSORE",836,278,2248,0,0,0,0,0,0,3838241,5944272,242172,15416.4,559.547
"April","2014",4,2014-04-01,2014-04-30,"STATE BANK OF PATIALA",1004,279,1808,0,0,0,0,0,0,4714729,4809193,163433,14592.6,273.462
"April","2014",4,2014-04-01,2014-04-30,"STATE BANK OF TRAVANCORE",991,368,1986,0,0,0,0,0,0,8490972,8889391,409179,26123.7,848.335
"April","2014",4,2014-04-01,2014-04-30,"IDBI LTD",1162,1203,14094,0,0,0,0,0,0,6377427,7209157,1113899,29432.4,1582.32
"April","2014",4,2014-04-01,2014-04-30,"AXIS BANK LTD",2502,10534,247392,0,1413626,25874,2862284,88.8008,10339.9,13319212,24977967,4777568,121406,7753.1
"April","2014",4,2014-04-01,2014-04-30,"CATHOLIC SYRIAN BANK LTD",168,62,0,0,0,0,0,0,0,585643,298929,16073,847.467,46.1777
"April","2014",4,2014-04-01,2014-04-30,"CITY UNION BANK",384,552,2683,0,0,0,0,0,0,1217583,1572182,187560,5480.4,223.6
"April","2014",4,2014-04-01,2014-04-30,"DEVELOPMENT CREDIT BANK",106,134,579,0,3252,528,5747,2.79121,11.3258,177112,357468,58856,1608.51,104.816
